#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	fdr	tags	internalFilename
27258	M+H	134381218	1	Epoxomicin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf27258	N/A	N/A	IT/ion trap	Positive	ESI	555.375	lib-00003.mgf	Bronze	3	0.500975	287.606	0.159729	1	NIST14	NIST	555.375	N/A	171.774	4	N/A	1	555.535	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000246195	2005	UPDATE-SINGLE-ANNOTATED-BRONZE	0.228410292563	 	spec-00000.mgf
2538	M+NH4	N/A	1	TG(14:0/18:0/18:0); [M+NH4]+ C53H106N1O6	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf2538	N/A	N/A	CID; Velos	Positive	LC-ESI	834.768	lib-00003.mgf	Gold	1	0.501128	2351.57	1.96301	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	834.768	N/A	306.32	6	N/A	1	832.805	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003112160	14016	UPDATE-SINGLE-ANNOTATED-GOLD	0.228410292563	 	spec-00000.mgf
10698	M+H	N/A	1	Cer(d20:1/18:1); [M+H]+ C38H74N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf10698	N/A	N/A	HCD; Velos	Positive	LC-ESI	591.559	lib-00003.mgf	Gold	1	0.500959	1576.85	0.9328	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	591.559	N/A	194.005	4	N/A	1	592.492	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003131325	1253	UPDATE-SINGLE-ANNOTATED-GOLD	0.228410292563	 	spec-00000.mgf
26197	M+NH4	N/A	1	DG(16:0/22:5/0:0); [M+NH4]+ C41H74N1O5	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf26197	N/A	N/A	CID; Velos	Positive	LC-ESI	642.522	lib-00003.mgf	Gold	1	0.501422	3013.56	1.93628	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	642.522	N/A	256.681	6	N/A	1	640.586	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003107036	20675	UPDATE-SINGLE-ANNOTATED-GOLD	0.227995758218	 	spec-00000.mgf
9402	M+H	5966289	1	Spectral Match to N-Oleoyl-4-sphingenine from NIST14	Isolated	Data deposited by amelnik	0.0	spectrapklbin/spec-00000.mgf9402	N/A	N/A	QqIT	Positive	ESI	564.539	lib-00003.mgf	Bronze	3	0.502221	3526.6	1.99091	1	GNPS-NIST14-MATCHES	Data from PDorrestein	564.539	N/A	200.254	4	N/A	1	562.548	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003136188	2416	UPDATE-SINGLE-ANNOTATED-BRONZE	0.227256637168	 	spec-00000.mgf
8743	M+2K-H	N/A	1	Surfactin	Crude	J Watrous	0.0	spectrapklbin/spec-00000.mgf8743	N/A	N/A	LTQ-FT-ICR	Positive	DI-ESI	1112.61	lib-00003.mgf	Bronze	3	0.50206	388.941	0.432739	1	GNPS-LIBRARY	Dorrestein	1112.61	N/A	304.345	3	N/A	1	1113.04	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000072273	4358	UPDATE-SINGLE-ANNOTATED-BRONZE	0.227256637168	 	spec-00000.mgf
4741	M+NH4	N/A	1	TG(16:1/16:1/17:2); [M+NH4]+ C52H96N1O6	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf4741	N/A	N/A	CID; Lumos	Positive	LC-ESI	812.689	lib-00003.mgf	Gold	1	0.503453	1235.21	1.00385	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	812.689	N/A	262.419	10	N/A	1	813.693	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003087903	2648	UPDATE-SINGLE-ANNOTATED-GOLD	0.227256637168	 	spec-00000.mgf
324	M+H	N/A	1	Cer(d18:0/22:0(2OH)); [M+H]+ C40H82N1O4	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf324	N/A	N/A	HCD; Velos	Positive	LC-ESI	639.617	lib-00003.mgf	Gold	1	0.502254	1511.81	0.96698	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	639.617	N/A	226.263	4	N/A	1	640.584	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003132873	4663	UPDATE-SINGLE-ANNOTATED-GOLD	0.227256637168	 	spec-00000.mgf
3008	M+Na	n/a	1	NCGC00385246-01_C51H84O22_beta-D-Glucopyranoside, (3beta,22beta,25R)-26-(beta-D-glucopyranosyloxy)-22-hydroxyfurost-5-en-3-yl O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-[6-deoxy-alpha-L-mannopyranosyl-(1->4)]-	isolated	lfnothias	1048.55	spectrapklbin/spec-00000.mgf3008	InChI=1S/C51H84O22/c1-20(19-65-45-39(60)38(59)35(56)30(17-52)69-45)9-14-51(64)21(2)32-29(73-51)16-28-26-8-7-24-15-25(10-12-49(24,5)27(26)11-13-50(28,32)6)68-48-44(72-47-41(62)37(58)34(55)23(4)67-47)42(63)43(31(18-53)70-48)71-46-40(61)36(57)33(54)22(3)66-46/h7,20-23,25-48,52-64H,8-19H2,1-6H3/t20?,21?,22-,23-,25?,26?,27?,28?,29?,30+,31+,32?,33-,34-,35+,36+,37+,38-,39+,40+,41+,42-,43+,44+,45+,46-,47-,48+,49?,50?,51?/m0/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	1071.53	lib-00003.mgf	Gold	1	0.503355	494.078	0.529419	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	1071.53	n/a	288.079	3	CC(CCC1(O)OC2CC3C4C/C=C5/CC(CCC5(C)C4CCC3(C)C2C1C)O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)CO[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O	1	1071	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000856134	5054	UPDATE-SINGLE-ANNOTATED-GOLD	0.227256637168	 	spec-00000.mgf
27767	[M+NH4]+	N/A	1	MoNA:31831 Triacylglycerol 14:0-16:1-18:2	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf27767	InChI=1S/C51H92O6/c1-4-7-10-13-16-19-22-24-25-27-29-32-35-38-41-44-50(53)56-47-48(46-55-49(52)43-40-37-34-31-28-21-18-15-12-9-6-3)57-51(54)45-42-39-36-33-30-26-23-20-17-14-11-8-5-2/h27,29,35-36,38-39,48H,4-26,28,30-34,37,40-47H2,1-3H3/b29-27-,38-35-,39-36-	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	818.7	lib-00003.mgf	Bronze	3	0.501622	1225.62	1.00342	1	MONA	MoNA	818.7	N/A	258.366	10	N/A	1	819.703	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000563316	8767	UPDATE-SINGLE-ANNOTATED-BRONZE	0.227256637168	 	spec-00000.mgf
27032	M+H	n/a	1	NCGC00169323-02!(2R,3R)-3,5-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one	isolated	lfnothias	518.179	spectrapklbin/spec-00000.mgf27032	InChI=1S/C26H30O11/c1-11(2)3-8-14-16(35-26-23(34)21(32)19(30)17(10-27)36-26)9-15(29)18-20(31)22(33)24(37-25(14)18)12-4-6-13(28)7-5-12/h3-7,9,17,19,21-24,26-30,32-34H,8,10H2,1-2H3/t17-,19-,21+,22+,23-,24-,26-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	519.186	lib-00003.mgf	Gold	1	0.503097	1373.09	0.712891	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	519.186	n/a	184.614	3	CC(C)=CCC1=C2O[C@@H]([C@@H](O)C(=O)C2=C(O)C=C1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C4=CC=C(O)C=C4	1	518.473	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000849041	1077	UPDATE-SINGLE-ANNOTATED-GOLD	0.227256637168	 	spec-00000.mgf
2685	769.4	24305304	1	Lignoceroyl coenzyme A	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf2685	N/A	N/A	IT/ion trap	Negative	ESI	769.4	lib-00003.mgf	Bronze	3	0.50244	395.451	0.30426	1	NIST14	NIST	769.4	N/A	277.844	3	N/A	1	769.704	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000255433	2747	UPDATE-SINGLE-ANNOTATED-BRONZE	0.227256637168	 	spec-00000.mgf
25130	M+NH4	N/A	1	TG(18:2/18:2/19:0); [M+NH4]+ C58H108N1O6	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf25130	N/A	N/A	CID; Velos	Positive	LC-ESI	896.783	lib-00003.mgf	Gold	1	0.501677	1067.11	0.95697	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	896.783	N/A	179.277	11	N/A	1	897.74	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003110135	73883	UPDATE-SINGLE-ANNOTATED-GOLD	0.227256637168	 	spec-00000.mgf
23840	M+H	N/A	1	Trp(Dioxidation)-Trp(Dioxidation)-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf23840	N/A	N/A	IT/ion trap	Positive	ESI	611.257	lib-00003.mgf	Bronze	3	0.502482	2722.26	1.664	1	NIST14	NIST	611.257	N/A	214.89	3	N/A	1	609.593	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000384846	2662	UPDATE-SINGLE-ANNOTATED-BRONZE	0.227256637168	 	spec-00000.mgf
10356	M+H	1338416	1	Sorbitan monostearate	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf10356	N/A	N/A	QqQ	Positive	ESI	431.337	lib-00003.mgf	Bronze	3	0.501783	4617.29	1.99161	1	NIST14	NIST	431.337	N/A	157.955	3	N/A	1	433.329	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000335612	445	UPDATE-SINGLE-ANNOTATED-BRONZE	0.227256637168	 	spec-00000.mgf
9145	M+H	N/A	1	Cer(d18:0/18:0); [M+H]+ C36H74N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf9145	N/A	N/A	HCD; Velos	Positive	LC-ESI	567.559	lib-00003.mgf	Gold	1	0.503591	1827.85	1.03741	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	567.559	N/A	230.958	7	N/A	1	566.522	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003094649	2369	UPDATE-SINGLE-ANNOTATED-GOLD	0.227046263345	 	spec-00000.mgf
2694	M+Na	n/a	1	NCGC00385059-01!5,7-dihydroxy-2-phenyl-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one	isolated	lfnothias	548.153	spectrapklbin/spec-00000.mgf2694	InChI=1S/C26H28O13/c27-7-13-18(31)21(34)23(36)26(39-13)15-19(32)14-10(28)6-12(9-4-2-1-3-5-9)38-24(14)16(20(15)33)25-22(35)17(30)11(29)8-37-25/h1-6,11,13,17-18,21-23,25-27,29-36H,7-8H2	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	571.142	lib-00003.mgf	Gold	1	0.503624	1052.3	0.601013	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	571.142	n/a	143.812	3	OCC1OC(C(O)C(O)C1O)C2=C(O)C(C3OCC(O)C(O)C3O)=C4OC(=CC(=O)C4=C2O)C5=CC=CC=C5	1	570.541	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000848335	1757	UPDATE-SINGLE-ANNOTATED-GOLD	0.227046263345	 	spec-00000.mgf
22221	M+NH4	N/A	1	DG(16:0/18:2/0:0); [M+NH4]+ C37H72N1O5	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf22221	N/A	N/A	HCD; Velos	Positive	LC-ESI	592.507	lib-00003.mgf	Gold	1	0.503662	3227.87	1.91254	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	592.507	N/A	134.948	3	N/A	1	590.594	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003102144	213	UPDATE-SINGLE-ANNOTATED-GOLD	0.227046263345	 	spec-00000.mgf
21640	M+H	24365477	1	Spectral Match to Leupeptin from NIST14	Isolated	Data deposited by mwang87	0.0	spectrapklbin/spec-00000.mgf21640	N/A	N/A	IT/ion trap	Positive	ESI	427.303	lib-00003.mgf	Bronze	3	0.503683	2497.52	1.0672	1	GNPS-NIST14-MATCHES	Data from Zhang Lixin	427.303	N/A	127.793	4	N/A	1	428.37	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003136658	882	UPDATE-SINGLE-ANNOTATED-BRONZE	0.227046263345	 	spec-00000.mgf
9166	M+H	N/A	1	PC(0:0/16:0); [M+H]+ C24H51N1O7P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf9166	N/A	N/A	CID; Velos	Positive	LC-ESI	495.332	lib-00003.mgf	Gold	1	0.503752	2254.01	1.11649	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	495.332	N/A	216.779	3	N/A	1	496.448	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003130340	421	UPDATE-SINGLE-ANNOTATED-GOLD	0.226542989654	 	spec-00000.mgf
7739	M+H	N/A	1	Cer(d18:0/17:0); [M+H]+ C35H72N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf7739	N/A	N/A	HCD; Velos	Positive	LC-ESI	553.543	lib-00003.mgf	Gold	1	0.503902	1684.59	0.932495	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	553.543	N/A	110.749	3	N/A	1	554.476	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003094096	358	UPDATE-SINGLE-ANNOTATED-GOLD	0.226347732953	 	spec-00000.mgf
2614	M+H	N/A	1	Cer(d18:1/26:0(2OH)); [M+H]+ C44H88N1O4	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf2614	N/A	N/A	CID; Velos	Positive	LC-ESI	693.664	lib-00003.mgf	Gold	1	0.503942	1458.78	1.0119	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	693.664	N/A	262.348	3	N/A	1	692.652	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003094973	627	UPDATE-SINGLE-ANNOTATED-GOLD	0.226347732953	 	spec-00000.mgf
12216	M+H-H2O	74713603	1	N-(Dodecanoyl)-sphing-4-enine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf12216	N/A	N/A	HCD	Positive	ESI	464.446	lib-00003.mgf	Bronze	3	0.503957	2310.34	1.07303	1	NIST14	NIST	464.446	N/A	185.416	5	N/A	1	463.373	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000254984	1891	UPDATE-SINGLE-ANNOTATED-BRONZE	0.226347732953	 	spec-00000.mgf
24579	M+H	N/A	1	Cer(d20:0/26:0); [M+H]+ C46H94N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf24579	N/A	N/A	HCD; Velos	Positive	LC-ESI	707.716	lib-00003.mgf	Gold	1	0.504248	2673.26	1.89191	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	707.716	N/A	215.236	6	N/A	1	709.608	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003093928	11090	UPDATE-SINGLE-ANNOTATED-GOLD	0.226313907758	 	spec-00000.mgf
7569	M+H	111956480	1	Spectral Match to N-(Dodecanoyl)-1-.beta.-glucosyl-sphing-4-enine from NIST14	Isolated	Data deposited by rsilva	0.0	spectrapklbin/spec-00000.mgf7569	N/A	N/A	IT/ion trap	Positive	ESI	644.51	lib-00003.mgf	Bronze	3	0.504361	3002.75	1.9353	1	GNPS-NIST14-MATCHES	Data from Kofeler	644.51	N/A	206.664	5	N/A	1	642.575	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003135375	1665	UPDATE-SINGLE-ANNOTATED-BRONZE	0.225841088046	 	spec-00000.mgf
28194	M+H	N/A	1	Cer(d20:0/18:0(2OH)); [M+H]+ C38H78N1O4	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf28194	N/A	N/A	HCD; Velos	Positive	LC-ESI	611.585	lib-00003.mgf	Gold	1	0.504482	1490.49	0.91156	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	611.585	N/A	90.575	4	N/A	1	612.497	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003094367	5855	UPDATE-SINGLE-ANNOTATED-GOLD	0.225841088046	 	spec-00000.mgf
9169	M+NH4	n/a	1	NCGC00385214-01_C35H54O9_beta-D-Xylopyranoside, 1,3,4,6,7,7a,7b,8,9,10,11,13,13a,15,15a-pentadecahydro-13-hydroxy-11-(1-hydroxy-1-methylethyl)-1,1,7a,8,13a-pentamethyl-10,12a-epoxy-2H,5H-cyclopropa[1',8'a]naphth[2',1':4,5]indeno[2,1-b]oxepin-2-yl	isolated	lfnothias	618.377	spectrapklbin/spec-00000.mgf9169	InChI=1S/C35H54O9/c1-17-14-19-26(30(4,5)40)44-35(43-19)25(17)31(6)12-13-34-16-33(34)11-10-22(42-27-24(38)23(37)18(36)15-41-27)29(2,3)20(33)8-9-21(34)32(31,7)28(35)39/h9,17-20,22-28,36-40H,8,10-16H2,1-7H3/t17?,18-,19?,20?,22?,23+,24-,25?,26?,27+,28?,31?,32?,33?,34?,35?/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	636.411	lib-00003.mgf	Gold	1	0.505875	1762.83	1.12189	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	636.411	n/a	260.935	4	CC1CC2OC3(OC2C(C)(C)O)C(O)C4(C)C/5=C/CC6C(C)(C)C(CCC67CC57CCC4(C)C13)O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O	1	637.533	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000852506	529	UPDATE-SINGLE-ANNOTATED-GOLD	0.225725546399	 	spec-00000.mgf
6333	M+H	125146658	1	Spectral Match to 1-Behenoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by alchemistmatt	0.0	spectrapklbin/spec-00000.mgf6333	N/A	N/A	IT/ion trap	Positive	ESI	580.428	lib-00003.mgf	Bronze	3	0.505541	3244.78	1.88336	1	GNPS-NIST14-MATCHES	Data from Charles Ansong	580.428	N/A	193.414	3	N/A	1	578.545	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003137517	1178	UPDATE-SINGLE-ANNOTATED-BRONZE	0.225725546399	 	spec-00000.mgf
4342	M+H	N/A	1	Cer(d20:0/24:0); [M+H]+ C44H90N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf4342	N/A	N/A	HCD; Lumos	Positive	LC-ESI	679.684	lib-00003.mgf	Gold	1	0.505779	1391.08	0.945496	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	679.684	N/A	309.23	5	N/A	1	680.63	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00003089422	4684	UPDATE-SINGLE-ANNOTATED-GOLD	0.225725546399	 	spec-00000.mgf
30881	M+H	141242	1	Ricinoleic acid methyl ester	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf30881	N/A	N/A	HCD	Positive	ESI	313.274	lib-00003.mgf	Bronze	3	0.50536	7.40354	0.00231934	1	NIST14	NIST	313.274	N/A	85.579	7	N/A	1	313.276	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000243874	5053	UPDATE-SINGLE-ANNOTATED-BRONZE	0.225725546399	 	spec-00000.mgf
21087	M+H	N/A	1	Glu-Trp-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf21087	N/A	N/A	IT/ion trap	Positive	ESI	490.241	lib-00003.mgf	Bronze	3	0.50514	3666.97	1.7977	1	NIST14	NIST	490.241	N/A	174.263	3	N/A	1	488.443	CARA_C18_pos_FBMN_GNPS_MERGED.mgf	CCMSLIB00000384827	460	UPDATE-SINGLE-ANNOTATED-BRONZE	0.225725546399	 	spec-00000.mgf
