#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	fdr	tags	internalFilename
3888	[(M+CH3COOH)-H]-	N/A	1	MoNA:2882774 Digitoxin	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf3888	InChI=1S/C41H64O13/c1-20-36(46)29(42)16-34(49-20)53-38-22(3)51-35(18-31(38)44)54-37-21(2)50-33(17-30(37)43)52-25-8-11-39(4)24(15-25)6-7-28-27(39)9-12-40(5)26(10-13-41(28,40)47)23-14-32(45)48-19-23/h14,20-22,24-31,33-38,42-44,46-47H,6-13,15-19H2,1-5H3	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	823.448	lib-00003.mgf	Bronze	3	0.502586	976.105	0.803772	1	MONA	MoNA	823.448	N/A	86.037	3	N/A	1	822.644	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000569379	1309	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400547757617	 	spec-00000.mgf
3854	M-H	90780555	1	(.+/-.)-7-Hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf3854	N/A	N/A	QqIT	Negative	ESI	343.228	lib-00003.mgf	Bronze	3	0.503995	557.309	0.191284	1	NIST14	NIST	343.228	N/A	346.461	3	N/A	1	343.037	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000344096	1682	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400547757617	 	spec-00000.mgf
3347	M+H	79794755	1	Spectral Match to Loratadine from NIST14	Isolated	Data deposited by negarg	0.0	spectrapklbin/spec-00000.mgf3347	N/A	N/A	HCD	Positive	ESI	383.161	lib-00003.mgf	Bronze	3	0.503	2909.18	1.11469	1	GNPS-NIST14-MATCHES	Data from Dorrestein	383.161	N/A	71.749	3	N/A	1	384.276	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00003134838	6134	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400547757617	 	spec-00000.mgf
2366	M+H	91161716	1	Terbinafine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf2366	N/A	N/A	HCD	Positive	ESI	292.206	lib-00003.mgf	Bronze	3	0.503425	6669.24	1.94879	1	NIST14	NIST	292.206	N/A	75.38	3	N/A	1	294.155	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000315925	87917	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400547757617	 	spec-00000.mgf
11090	M+H	N/A	1	MLS001159063-01!3-(4-chlorophenyl)-2-[[2-(4-methyl-6-oxobenzo[c]chromen-3-yl)oxyacetyl]amino]propanoic acid	NIH Natural Product Library	VVP/LMS	465.098	spectrapklbin/spec-00000.mgf11090	N/A	N/A	qTof	Positive	LC-ESI	466.106	lib-00003.mgf	Gold	1	0.504533	1639.72	0.764282	1	GNPS-NIH-NATURALPRODUCTSLIBRARY	Dorrestein	466.106	N/A	132.224	3	Cc1c(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)O)ccc3c4ccccc4c(=O)oc13	1	465.342	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000080069	1420	UPDATE-SINGLE-ANNOTATED-GOLD	0.400547757617	 	spec-00000.mgf
1044	234.1	209860888	1	Tafluprost, free acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf1044	N/A	N/A	IT/ion trap	Negative	ESI	234.1	lib-00003.mgf	Bronze	3	0.504376	3506.2	0.820801	1	NIST14	NIST	234.1	N/A	252.468	3	N/A	1	234.921	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000308527	13150	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400547757617	 	spec-00000.mgf
8950	[M+H]+	57105-39-2	1	Massbank:PR020129 Indole-3-acetyl-L-alanine|IAA-L-Ala|L-alanine, N-(1H-indol-3-ylacetyl)-|L-Alanine, N-(1H-indol-3-ylacetyl)- (9CI)|Alanine, N-indol-3-ylacetyl- (6CI) Indole-3-acetylalanine N-(3-Indolylacetyl)-L-alanin	Isolated	Massbank	0.0	spectrapklbin/spec-00000.mgf8950	1S/C13H14N2O3/c1-8(13(17)18)15-12(16)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7-8,14H,6H2,1H3,(H,15,16)(H,17,18)	N/A	LC-ESI-QQ	Positive	ESI	247.0	lib-00003.mgf	Bronze	3	0.505173	7778.15	1.9212	1	MASSBANK	Putative Massbank Match	247.0	N/A	140.112	4	OC(=O)C(C)NC(=O)Cc(c1)c(c2)c(ccc2)n1	1	245.079	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000222642	3146	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400482925147	 	spec-00000.mgf
7430	M+H	N/A	1	Leu-Lys-Lys	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf7430	N/A	N/A	IT/ion trap	Positive	ESI	388.292	lib-00003.mgf	Bronze	3	0.505636	5011.96	1.94611	1	NIST14	NIST	388.292	N/A	111.97	3	N/A	1	390.238	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000384296	253	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400482925147	 	spec-00000.mgf
4254	M+H	331821535	1	3,6,3',4'-Tetramethoxyflavone	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf4254	N/A	N/A	IT-FT/ion trap with FTMS	Positive	ESI	343.118	lib-00003.mgf	Bronze	3	0.505407	3096.25	1.06238	1	NIST14	NIST	343.118	N/A	77.947	3	N/A	1	344.18	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000327990	213	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400482925147	 	spec-00000.mgf
4235	M+H	360656	1	Glycodeoxycholic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf4235	N/A	N/A	QqQ	Positive	ESI	450.321	lib-00003.mgf	Bronze	3	0.505578	1692.11	0.761993	1	NIST14	NIST	450.321	N/A	127.112	3	N/A	1	451.083	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000343353	12827	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400482925147	 	spec-00000.mgf
3198	M-H	1032-65-1	0	2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE	Commercial standard	Prasad	307.057	spectrapklbin/spec-00000.mgf3198	N/A	N/A	Q-Exactive Plus	Negative	LC-ESI	306.049	lib-00003.mgf	Gold	1	0.505148	3740.5	1.14478	1	GNPS-EMBL-MCF	Alexandrov Theodore	306.049	13945	55.23	3	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	1	307.194	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000578134	5657	UPDATE-SINGLE-ANNOTATED-GOLD	0.400482925147	 	spec-00000.mgf
10330	M+H	19246185	1	Cys-Gly	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf10330	N/A	N/A	HCD	Positive	ESI	179.048	lib-00003.mgf	Bronze	3	0.505649	5802.32	1.03889	1	NIST14	NIST	179.048	N/A	195.175	3	N/A	1	180.087	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000282015	1990	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400482925147	 	spec-00000.mgf
7628	274.0	N/A	1	Glycan Disialyllactose	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf7628	N/A	N/A	IT/ion trap	Positive	ESI	274.0	lib-00003.mgf	Bronze	3	0.506221	3215.71	0.881104	1	NIST14	NIST	274.0	N/A	93.11	4	N/A	1	274.881	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000415206	750	UPDATE-SINGLE-ANNOTATED-BRONZE	0.400069276065	 	spec-00000.mgf
9867	609.2	N/A	1	PtdIns-(4,5)-P2 (1,2-dihexanoyl)	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf9867	N/A	N/A	IT/ion trap	Negative	ESI	609.2	lib-00003.mgf	Bronze	3	0.528285	3175.49	1.93451	1	NIST14	NIST	609.2	N/A	87.723	3	N/A	1	611.135	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000233633	592	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
9842	328.3	N/A	1	8(9)-EET ethanolamide	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf9842	N/A	N/A	IT/ion trap	Positive	ESI	328.3	lib-00003.mgf	Bronze	3	0.528024	2663.48	0.87442	1	NIST14	NIST	328.3	N/A	59.628	4	N/A	1	329.174	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000242684	426	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
981	M-H	151417	1	Spectral Match to Dodecyl sulfate from NIST14	Isolated	Data deposited by rsilva	0.0	spectrapklbin/spec-00000.mgf981	N/A	N/A	QqQ	Negative	ESI	265.147	lib-00003.mgf	Bronze	3	0.52884	195.319	0.0517883	1	GNPS-NIST14-MATCHES	Data from Luan	265.147	N/A	156.6	5	N/A	1	265.095	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00003140170	72960	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
9609	M-H	53319305	1	8-Iso-16-cyclohexyl-tetranor prostaglandin E2	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf9609	N/A	N/A	HCD	Negative	ESI	377.233	lib-00003.mgf	Bronze	3	0.52532	2603.15	0.981995	1	NIST14	NIST	377.233	N/A	73.862	5	N/A	1	376.251	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000244492	569	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
953	M-H	294856012	1	17-Trifluoromethylphenyl-13,14-dihydro trinor prostaglandin F2.alpha.	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf953	N/A	N/A	IT-FT/ion trap with FTMS	Negative	ESI	457.221	lib-00003.mgf	Bronze	3	0.535557	854.279	0.390594	1	NIST14	NIST	457.221	N/A	140.932	3	N/A	1	456.83	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000244251	513	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
9364	M+H	N/A	1	MLS001066622-01!CHLORDIAZEPOXIDE	NIH Pharmacologically Active Library	VP/LMS	299.083	spectrapklbin/spec-00000.mgf9364	N/A	N/A	qTof	Positive	LC-ESI	300.087	lib-00003.mgf	Gold	1	0.5125	3869.52	1.16119	1	GNPS-NIH-SMALLMOLECULEPHARMACOLOGICALLYACTIVE	Dorrestein	300.087	N/A	106.968	3	CNC1=Nc2ccc(Cl)cc2C(=[N+]([O-])C1)c3ccccc3	1	301.248	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000085277	198	UPDATE-SINGLE-ANNOTATED-GOLD	0.4	 	spec-00000.mgf
934	M+H	516416	1	11.beta.,17.alpha.,21-Trihydroxy-5.alpha.-pregnane-3,20-dione	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf934	N/A	N/A	IT/ion trap	Positive	ESI	365.232	lib-00003.mgf	Bronze	3	0.527428	942.436	0.344208	1	NIST14	NIST	365.232	N/A	170.619	4	N/A	1	364.888	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000409402	77300	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
9315	M+H	N/A	1	PyroGlu-Gln-Lys	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf9315	N/A	N/A	IT/ion trap	Positive	ESI	386.203	lib-00003.mgf	Bronze	3	0.508164	2761.26	1.06641	1	NIST14	NIST	386.203	N/A	129.16	6	N/A	1	385.137	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000384271	536	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
921	M+Na	n/a	1	NCGC00384563-02!5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis(3,4,5-trihydroxyoxan-2-yl)chromen-4-one	isolated	lfnothias	534.137	spectrapklbin/spec-00000.mgf921	InChI=1S/C25H26O13/c26-9-3-1-8(2-4-9)13-5-10(27)14-19(32)15(24-21(34)17(30)11(28)6-36-24)20(33)16(23(14)38-13)25-22(35)18(31)12(29)7-37-25/h1-5,11-12,17-18,21-22,24-26,28-35H,6-7H2	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	557.126	lib-00003.mgf	Gold	1	0.510682	2402.29	1.33838	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	557.126	n/a	149.881	3	OC1COC(C(O)C1O)C2=C(O)C(C3OCC(O)C(O)C3O)=C4OC(=CC(=O)C4=C2O)C5=CC=C(O)C=C5	1	555.788	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000848458	17302	UPDATE-SINGLE-ANNOTATED-GOLD	0.4	 	spec-00000.mgf
9179	M+H	N/A	1	MLS001141369-01!1-[2-(4-ethyl-8-methyl-2-oxochromen-7-yl)oxyacetyl]piperidine-4-carboxylic acid	NIH Natural Product Library	VVP/LMS	373.153	spectrapklbin/spec-00000.mgf9179	N/A	N/A	qTof	Positive	LC-ESI	374.16	lib-00001.mgf	Gold	1	0.530984	114.432	0.0428162	1	GNPS-NIH-NATURALPRODUCTSLIBRARY	Dorrestein	374.16	N/A	88.822	3	CCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(CC3)C(=O)O)ccc12	1	374.119	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000080452	1848	UPDATE-SINGLE-ANNOTATED-GOLD	0.4	 	spec-00000.mgf
9178	M-H	129263598	1	5(S),6(R)-11-trans DiHETE	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf9178	N/A	N/A	IT-FT/ion trap with FTMS	Negative	ESI	335.223	lib-00003.mgf	Bronze	3	0.511837	5482.32	1.8378	1	NIST14	NIST	335.223	N/A	158.96	3	N/A	1	337.061	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000243002	7026	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
9156	M+H	N/A	1	MLS001141369-01!1-[2-(4-ethyl-8-methyl-2-oxochromen-7-yl)oxyacetyl]piperidine-4-carboxylic acid	NIH Natural Product Library	VVP/LMS	373.153	spectrapklbin/spec-00000.mgf9156	N/A	N/A	qTof	Positive	LC-ESI	374.16	lib-00001.mgf	Gold	1	0.530984	120.305	0.0450134	1	GNPS-NIH-NATURALPRODUCTSLIBRARY	Dorrestein	374.16	N/A	101.636	3	CCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(CC3)C(=O)O)ccc12	1	374.117	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000080452	1848	UPDATE-SINGLE-ANNOTATED-GOLD	0.4	 	spec-00000.mgf
9070	[M+H]+	486460-32-6	1	Massbank:EA290301 Sitagliptin|(3R)-3-amino-1-[3-(trifluoromethyl)-6,8-dihydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]-4-(2,4,5-trifluorophenyl)-1-butanone	Isolated	Massbank	0.0	spectrapklbin/spec-00000.mgf9070	1S/C16H15F6N5O/c17-10-6-12(19)11(18)4-8(10)3-9(23)5-14(28)26-1-2-27-13(7-26)24-25-15(27)16(20,21)22/h4,6,9H,1-3,5,7,23H2/t9-/m1/s1	N/A	LC-ESI-ITFT	Positive	ESI	408.125	lib-00003.mgf	Bronze	3	0.539364	2262.54	0.923401	1	MASSBANK	Putative Massbank Match	408.125	N/A	137.051	3	Fc1cc(c(F)cc1F)C[C@@H](N)CC(=O)N3Cc2nnc(n2CC3)C(F)(F)F	1	409.048	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000212127	3783	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
8941	276.0	52756259	1	Flamprop-methyl	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf8941	N/A	N/A	IT/ion trap	Positive	ESI	276.0	lib-00003.mgf	Bronze	3	0.520894	3309.83	0.913513	1	NIST14	NIST	276.0	N/A	140.362	3	N/A	1	275.086	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000279285	1038	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
8902	M+H	N/A	1	MLS001076129-01!	NIH Pharmacologically Active Library	VP/LMS	287.225	spectrapklbin/spec-00000.mgf8902	N/A	N/A	qTof	Positive	LC-ESI	288.233	lib-00001.mgf	Gold	1	0.518025	3842.67	1.10757	1	GNPS-NIH-SMALLMOLECULEPHARMACOLOGICALLYACTIVE	Dorrestein	288.233	N/A	88.119	3	OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3.Cl	1	287.123	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000085001	1351	UPDATE-SINGLE-ANNOTATED-GOLD	0.4	 	spec-00000.mgf
8899	M+H-H2O	N/A	1	5(6)-EET ethanolamide	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf8899	N/A	N/A	IT-FT/ion trap with FTMS	Positive	ESI	346.274	lib-00003.mgf	Bronze	3	0.521122	3273.64	1.13358	1	NIST14	NIST	346.274	N/A	145.727	7	N/A	1	345.14	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000242634	3430	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
8896	M+H	147852844	1	N-Octanoyl-L-homoserine lactone	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf8896	N/A	N/A	HCD	Positive	ESI	228.159	lib-00003.mgf	Bronze	3	0.508635	8519.1	1.94371	1	NIST14	NIST	228.159	N/A	76.867	3	N/A	1	230.103	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000317763	145	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
8878	M+H	N/A	1	PyroGlu-Ala-Lys	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf8878	N/A	N/A	IT/ion trap	Positive	ESI	329.182	lib-00003.mgf	Bronze	3	0.540043	5939.85	1.95529	1	NIST14	NIST	329.182	N/A	75.12	6	N/A	1	327.227	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000383957	9234	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
887	552.0	N/A	1	Glycan Disialyllactose	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf887	N/A	N/A	IT/ion trap	Positive	ESI	552.0	lib-00003.mgf	Bronze	3	0.540629	2232.76	1.23248	1	NIST14	NIST	552.0	N/A	124.58	3	N/A	1	550.768	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000415212	974	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
8875	395.3	54626	1	Aminopterin	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf8875	N/A	N/A	IT/ion trap	Negative	ESI	395.3	lib-00003.mgf	Bronze	3	0.537169	2492.59	0.985321	1	NIST14	NIST	395.3	N/A	74.864	5	N/A	1	396.285	CARA_HILIC_neg_GNPS_MS2_merged.mgf	CCMSLIB00000232224	7286	UPDATE-SINGLE-ANNOTATED-BRONZE	0.4	 	spec-00000.mgf
