shared name	CSI_#adducts	CSI_#predictedFPs	CSI_ConfidenceScore	CSI_CSI:FingerIDScore	CSI_ZodiacScore	CSI_SiriusScore	CSI_molecularFormula	CSI_adduct	CSI_InChIkey2D	CSI_InChI	CSI_name	CSI_smiles	CSI_xlogp	CSI_pubchemids	CSI_links	CSI_dbflags	CSI_ionMass	CSI_retentionTimeInSeconds	CSI_id
469	2	2		-119.853	1.0	20.108	C45H91NO5	[M + H]+	AVVHVFSPRYIMTK	InChI=1S/C45H91NO5/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-25-27-29-31-33-35-37-39-43(49)45(51)46-41(40-47)44(50)42(48)38-36-34-32-30-28-26-24-18-16-14-12-10-8-6-4-2/h41-44,47-50H,3-40H2,1-2H3,(H,46,51)	(2S)-2-hydroxy-N-[(2S,3S,4R)-1,3,4-trihydroxyhenicosan-2-yl]tetracosanamide	CCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C(CCCCCCCCCCCCCCCCC)O)O)O	17.4	5321429;78385484	COCONUT:(CNP0293022);Natural Products:(UNPD162572);PubChem:(5321429 78385484);SuperNatural:(SN00393471)	3178498	726.692	239.683	2420_CARA_C18_pos_SIRIUS_469
1858	4	4		-99.451	1.0	26.655	C22H38O	[M + H3N + H]+	HMWIHOZPGQRZLR	InChI=1S/C22H38O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21-19-16-17-20-22(21)23/h16-17,19-20,23H,2-15,18H2,1H3	2-hexadecylphenol	CCCCCCCCCCCCCCCCC1=CC=CC=C1O	8.645	117474	PubChem:(117474);NORMAN:(NS00027885)	262146	336.324	89.231	1270_CARA_C18_pos_SIRIUS_1858
3459	2	2		-159.413	1.0	38.388	C36H70O5	[M + H3N + H]+	LEZKFBVFTOZLID	InChI=1S/C36H70O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-36(39)41-34(32-37)33-40-35(38)30-28-26-24-22-20-16-14-12-10-8-6-4-2/h34,37H,3-33H2,1-2H3	Diacylglycerol(15:0/18:0)	CCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCC	14.6	14275364;14275365	COCONUT:(CNP0039043);HMDB:(7071);PubChem:(14275364 14275365);SuperNatural:(SN00216911);PubChem class - bio and metabolites	19922954	600.551	164.397	2597_CARA_C18_pos_SIRIUS_3459
6033	4	4		-144.627	1.0	83.136	C24H45NO5	[M - H4O2 + H]+	HYHKJBUKZOXUSV	InChI=1S/C24H45NO5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22(26)25(20-18-23(27)28)21-19-24(29)30/h2-21H2,1H3,(H,27,28)(H,29,30)	N-(2-Carboxyethyl)-N-(1-oxooctadecyl)-beta-alanine	CCCCCCCCCCCCCCCCCC(=O)N(CCC(=O)O)CCC(=O)O	7.1	6452240	PubChem:(6452240);NORMAN:(NS00032125)	262146	392.313	159.705	3932_CARA_C18_pos_SIRIUS_6033
12882	1	1		-61.27	1.0	44.661	C9H20O2	[M + Na]+	ALVZNPYWJMLXKV	InChI=1S/C9H20O2/c10-8-6-4-2-1-3-5-7-9-11/h10-11H,1-9H2	nonane-1,9-diol	C(CCCCO)CCCCO	2.425	19835;131701137;131869423	NORMAN:(NS00030570);PubChem:(19835 131701137 131869423);MeSH:(19835);PubChem class - safety and toxic;PubMed;KEGG Mine	8657305670	183.137	63.252	2228_CARA_C18_pos_SIRIUS_12882
2888	4	4		-61.174	1.0	7.964	C20H36O2	[M + H3N + H]+	FMMOOAYVCKXGMF	InChI=1S/C20H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h8-9,11-12H,3-7,10,13-19H2,1-2H3	Mandenol	CCCCCC=CCC=CCCCCCCCC(=O)OCC	7.3	11001;6022805;5282184;5365672;12363975;71316633;89965936;124032198;124037379;124108768;129725244	PubChem class - food;SuperNatural:(SN00393825 SN00157308);ZINC bio:(ZINC04215860 ZINC04474575 ZINC13507204 ZINC13507206);additional;MeSH:(5282184);PubMed;NORMAN:(NS00003902);COCONUT:(CNP0139692);KNApSAcK:(30223);Natural Products:(UNPD195552 UNPD192262);PubChem:(11001 6022805 5282184 5365672 12363975 71316633 89965936 124032198 124037379 124108768 129725244);CHEBI:(31572);PubChem class - safety and toxic;Training Set	205316214	326.305	85.621	563_CARA_C18_pos_SIRIUS_2888
15200	2	4		-294.357	0.677	14.496	C32H59N3O5	[M - H4O2 + H]+	VCDLBXFEHATCHW	InChI=1S/C32H59N3O5/c1-8-9-15-34-32(37)25(4)20-29(36)28(33)23-27(24(2)3)21-26-13-14-30(39-18-11-10-16-35(5)6)31(22-26)40-19-12-17-38-7/h13-14,22,24-25,27-29,36H,8-12,15-21,23,33H2,1-7H3,(H,34,37)		CCCCNC(=O)C(C)CC(C(CC(CC1=CC(=C(C=C1)OCCCCN(C)C)OCCCOC)C(C)C)N)O	5.0	10030826;77766467	COCONUT:(CNP0223692);Natural Products:(UNPD209615);PubChem:(10030826 77766467)	2129922	530.436	142.225	7439_CARA_C18_pos_SIRIUS_15200
548	1	4		-55.261	0.988	88.442	C20H36O2	[M + Na]+	BYHLDPSVWJCXEG	InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h7-8,10-11H,2-6,9,12-19H2,1H3,(H,21,22)	10,13-Eicosadienoic acid	CCCCCCC=CCC=CCCCCCCCCC(=O)O	7.158	58855002;72444876	PubChem:(58855002 72444876);COCONUT:(CNP0076699)	2097154	331.262	137.295	3269_CARA_C18_pos_SIRIUS_548
30745	3	3		-108.978	0.997	31.649	C18H34O11	[M - H4O2 + H]+	CDKSSTRSYLYARI	InChI=1S/C18H34O11/c1-2-3-4-5-6-26-17-15(24)14(23)12(21)10(29-17)8-27-18-16(25)13(22)11(20)9(7-19)28-18/h9-25H,2-8H2,1H3	(2R,3R,4R,5S,6R)-2-[[(2R,3R,4R,5R,6R)-6-hexoxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	CCCCCCOC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O	-1.9	5318049;14655094;22524270	COCONUT:(CNP0235261);Natural Products:(UNPD141728);PubChem:(5318049 14655094 22524270);SuperNatural:(SN00166560)	3178498	391.193	28.048	7357_CARA_C18_pos_SIRIUS_30745
17952	1	1		-343.353	0.912	15.903	C39H75NO4	[M + K]+	GCMHFZXSFGXOEE	InChI=1S/C39H75NO4/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-38(43)39(44)40-36(35-41)37(42)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h23,25,31,33,36-38,41-43H,3-22,24,26-30,32,34-35H2,1-2H3,(H,40,44)		CCCCCCCCCCCCCCCCCCCC(C(=O)NC(CO)C(C=CCCC=CCCCCCCCCC)O)O	13.9	25244195;90658415	COCONUT:(CNP0038924);PubChem:(25244195 90658415);SuperNatural:(SN00215551);CHEBI:(138524);Biocyc:(CPD-8438)	3147810	660.53	117.272	7363_CARA_C18_pos_SIRIUS_17952
566	2	2		-104.414	1.0	118.406	C41H76O6	[M + H3N + H]+	BJXXCOMGRRCAGN	InChI=1S/C41H76O6/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-39(44)46-37-41(35-42,36-43)38-47-40(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,42-43H,3-16,21-38H2,1-2H3	Pentol	CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCCC=CCCCCCCCC	13.7	3034361;6436590;9809915;124629288	NORMAN:(NS00006076);MeSH:(3034361 6436590 9809915);PubChem:(3034361 6436590 9809915 124629288);PubMed	262214	682.592	262.646	778_CARA_C18_pos_SIRIUS_566
20332	3	3		-55.025	1.0	29.382	C17H30O3	[M - H4O2 + H]+	HBFCVDJQUPEEIC	InChI=1S/C17H30O3/c1-2-3-10-13-16(18)14-11-8-6-4-5-7-9-12-15-17(19)20/h1,16,18H,3-15H2,(H,19,20)	12-Hhdya	C#CCCCC(CCCCCCCCCCC(=O)O)O	4.7	3082966;5282972;11778541	COCONUT:(CNP0313673);PubChem:(3082966 5282972 11778541);additional;MeSH:(3082966);Training Set;PubMed	2637894	247.205	78.289	5911_CARA_C18_pos_SIRIUS_20332
7395	1	1		-231.974	0.884	11.976	C44H85NO3	[M + H3N + H]+	RBWQERGGVBSKJY	InChI=1S/C44H85NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-26-28-30-32-34-36-38-40-44(48)45-42(41-46)43(47)39-37-35-33-31-29-27-16-14-12-10-8-6-4-2/h17-18,37,39,42-43,46-47H,3-16,19-36,38,40-41H2,1-2H3,(H,45,48)	Ceramide (d18:1/26:1(17Z))	CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)O	17.3	5283569;134763159	COCONUT:(CNP0082455);PubChem:(5283569 134763159);SuperNatural:(SN00216460);CHEBI:(84375);PubChem class - bio and metabolites	19922978	693.683	96.983	4234_CARA_C18_pos_SIRIUS_7395
34778	3	3		-94.841	1.0	9.551	C17H32O3	[M + H3N + H]+	OEEDRMFBAHHVQI	InChI=1S/C17H32O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-16(18)15-17(19)20-2/h3-15H2,1-2H3	Methyl 3-oxohexadecanoate	CCCCCCCCCCCCCC(=O)CC(=O)OC	6.2	84430	NORMAN:(NS00024684);PubChem:(84430);KEGG Mine	8590196738	302.268	70.623	1934_CARA_C18_pos_SIRIUS_34778
1981	2	2		-66.642	1.0	17.474	C17H36N2O	[M + H]+	TWMFGCHRALXDAR	InChI=1S/C17H36N2O/c1-4-5-6-7-8-9-10-11-12-14-17(20)18-15-13-16-19(2)3/h4-16H2,1-3H3,(H,18,20)	Lexamine L 13	CCCCCCCCCCCC(=O)NCCCN(C)C	5.1	51392;20545191;101382048	NORMAN:(NS00009262);MeSH:(51392);PubChem class - safety and toxic;PubChem:(51392 20545191 101382048);PubMed	67371078	285.289	42.94	1672_CARA_C18_pos_SIRIUS_1981
19421	3	3		-19.628	1.0	31.672	C36H71NO3	[M + H]+	VODZWWMEJITOND	InChI=1S/C36H71NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h29,31,34-35,38-39H,3-28,30,32-33H2,1-2H3,(H,37,40)	C18 Ceramide	CCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O	13.9	643967;3607830;5283565;6372196;10793076;13846207;21607128;42626879;57369251;71314647;93535594;92863358;124389991;129678240;131707107;133687831;136212566;137700200	COCONUT:(CNP0172298);HMDB:(829 4950);Natural Products:(UNPD131046);PubChem:(643967 3607830 5283565 6372196 10793076 13846207 21607128 42626879 57369251 71314647 93535594 92863358 124389991 129678240 131707107 133687831 136212566 137700200);CHEBI:(72961);ZINC bio:(ZINC16051949);additional;PubChem class - bio and metabolites;Training Set;PubMed	19456106	566.55	192.766	1772_CARA_C18_pos_SIRIUS_19421
34537	3	6		-29.481	0.411	20.32	C25H27ClN2	[M + H]+	OCJYIGYOJCODJL	InChI=1S/C25H27ClN2/c1-20-6-5-7-21(18-20)19-27-14-16-28(17-15-27)25(22-8-3-2-4-9-22)23-10-12-24(26)13-11-23/h2-13,18,25H,14-17,19H2,1H3	Antivert	CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl	5.8	4034;6604289;23307231;57369287;126485617;126485625;126485637;135239545	HMDB:(14875);SuperNatural:(SN00024406 SN00024375);ZINC bio:(ZINC19361042 ZINC19594557);additional;HSDB:(569-65-3);MeSH:(4034);PubMed;NORMAN:(NS00000507);COCONUT:(CNP0057616 CNP0122659);PubChem:(4034 6604289 23307231 57369287 126485617 126485625 126485637 135239545);CHEBI:(6709);PubChem class - bio and metabolites;KEGG:(C07116);PubChem class - safety and toxic;Training Set;PubChem class - drug	121398126	391.193	41.392	2679_CARA_C18_pos_SIRIUS_34537
21555	1	2		-161.098	0.929	104.881	C17H33NO4	[M + H3N + H]+	PNOPPKWUFKUHSX	InChI=1S/C17H33NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-16(20)18-15(14-19)17(21)22/h15,19H,2-14H2,1H3,(H,18,20)(H,21,22)	N-Myristoyl-L-serine	CCCCCCCCCCCCCC(=O)NC(CO)C(=O)O	4.7	89494;9861688;54198556;129843993	NORMAN:(NS00048145);PubChem:(89494 9861688 54198556 129843993);PubMed	262210	333.276	105.247	1412_CARA_C18_pos_SIRIUS_21555
21508	2	2		-111.028	1.0	16.641	C20H36O	[M - H2O + H]+	RGZQELKPKWCNQW	InChI=1S/C20H36O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21/h6-7,9-10,12-13,21H,2-5,8,11,14-20H2,1H3	8,11,14-Eicosatrien-1-ol	CCCCCC=CCC=CCC=CCCCCCCCO	7.117	19365890;54266305;86289279	PubChem:(19365890 54266305 86289279);CHEBI:(77579)	34	275.272	188.699	5607_CARA_C18_pos_SIRIUS_21508
5270	1	1		-368.03	0.995	21.438	C41H77N3O	[M + H]+	RDCFMYPAWIVZFX	InChI=1S/C41H77N3O/c1-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-40-42-36-38-44(40,3)39-37-43-41(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-2/h18-21H,4-17,22-39H2,1-3H3/p+1		CCCCCCCCC=CCCCCCCCC1=NCC[N+]1(C)CCNC(=O)CCCCCCCC=CCCCCCCCC	14.0	44150772;57352875;53470848;121493106;121493108	PubChem:(44150772 57352875 53470848 121493106 121493108);NORMAN:(NS00061984)	262146	628.616	250.307	5644_CARA_C18_pos_SIRIUS_5270
26508	1	2		-492.513	0.134	36.606	C42H85NO6	[M + Na]+	CTYJERKZRBECCL	InChI=1S/C42H85NO6/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-39(46)41(48)42(49)43-37(36-44)40(47)38(45)34-32-30-28-26-24-16-14-12-10-8-6-4-2/h37-41,44-48H,3-36H2,1-2H3,(H,43,49)	ceramide-4 (C24)	CCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O)O)O	14.7	12096390;53356672	COCONUT:(CNP0215157);Natural Products:(UNPD119873);PubChem:(12096390 53356672);SuperNatural:(SN00400717);CHEBI:(60256);Biocyc:(CPD-16360)	3180578	722.624	271.616	8112_CARA_C18_pos_SIRIUS_26508
7350	1	2		-398.54	0.563	3.039	C37H63N3O4	[M - H4O2 + H]+	MHKZTLCOHJLVKN	InChI=1S/C37H63N3O4/c1-24-19-36(14-9-25(20-36)10-15-37(43)12-5-8-29(42)21-37)32-35(3,44-32)13-11-31-30(24)22-34(31,2)28-17-26(7-6-16-41)27(18-28)23-40-33(38)39-4/h25-32,41-43H,1,5-23H2,2-4H3,(H3,38,39,40)		CC12CCC3C(CC3(C)C4CC(C(C4)CNC(=NC)N)CCCO)C(=C)CC5(C1O2)CCC(C5)CCC6(CCCC(C6)O)O	6.428		COCONUT:(CNP0091128)	2097152	578.47	148.606	945_CARA_C18_pos_SIRIUS_7350
21060	3	3		-107.863	1.0	28.566	C22H38O3	[M - H2O + H]+	CQNJIFNYKDBSHW	InChI=1S/C22H38O3/c1-19(23)14-12-10-8-6-4-2-3-5-7-9-11-13-15-20-16-21(24)18-22(25)17-20/h16-19,23-25H,2-15H2,1H3		CC(CCCCCCCCCCCCCCC1=CC(=CC(=C1)O)O)O	7.9	38347578;38347584;45782909	COCONUT:(CNP0041826);PubChem:(38347578 38347584 45782909);SuperNatural:(SN00028545 SN00028544);ZINC bio:(ZINC31156182 ZINC31156187)	3153922	333.278	183.429	2765_CARA_C18_pos_SIRIUS_21060
1957	1	1		-250.521	1.0	10.484	C24H51NO4	[M - H2O + H]+	QCOZKOLXTLBJRT	InChI=1S/C24H51NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-25(19-23(28)21-26)20-24(29)22-27/h23-24,26-29H,2-22H2,1H3	3,3''-(octadecylimino)dipropane-1,2-diol	CCCCCCCCCCCCCCCCCCN(CC(CO)O)CC(CO)O	6.5	108488	PubChem:(108488);NORMAN:(NS00054306)	262146	400.376	86.813	4827_CARA_C18_pos_SIRIUS_1957
2187	2	2		-211.634	0.963	50.633	C32H48O3	[M + H3N + H]+	FZJGVNUYIJBUJK	InChI=1S/C32H48O3/c33-32(35-29-28-34-31-25-19-15-20-26-31)27-21-13-11-9-7-5-3-1-2-4-6-8-10-12-16-22-30-23-17-14-18-24-30/h14-15,17-20,23-26H,1-13,16,21-22,27-29H2	2-Phenoxyethyl phenylstearate	C1=CC=C(C=C1)CCCCCCCCCCCCCCCCCC(=O)OCCOC2=CC=CC=C2	11.6	109632	PubChem:(109632);NORMAN:(NS00059948)	262146	498.397	53.951	1498_CARA_C18_pos_SIRIUS_2187
