USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006679003	CCMSLIB00006679003	0.97	5	CITRULLINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005464188	CCMSLIB00005464188	0.97	5	CITRULLINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006679384	CCMSLIB00006679384	0.97	5	CITRULLINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000221742	CCMSLIB00000221742	0.97	5	Massbank:PB000433 Citrulline|2-amino-5-(carbamoylamino)pentanoic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004717925	CCMSLIB00004717925	0.96	5	Citrulline	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003136000	CCMSLIB00003136000	0.95	5	Spectral Match to L-Citrulline from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006682297	CCMSLIB00006682297	0.95	4	CITRULLINE	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885079	CCMSLIB00005885079	0.95	6	Citruline - 20.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003140093	CCMSLIB00003140093	0.95	4	Spectral Match to L-Citrulline from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004691568	CCMSLIB00004691568	0.94	5	L-citrulline	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003137421	CCMSLIB00003137421	0.94	4	Spectral Match to L-Citrulline from NIST14	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885080	CCMSLIB00005885080	0.94	5	Citruline - 30.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005885084	CCMSLIB00005885084	0.93	4	Citruline - 70.00 eV	M+H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000221740	CCMSLIB00000221740	0.92	5	Massbank:PB000432 Citrulline|2-amino-5-(carbamoylamino)pentanoic acid	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004717942	CCMSLIB00004717942	0.9	4	Citrulline	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004717914	CCMSLIB00004717914	0.87	4	Citrulline	[M+H]+	1
