rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
11	1	1	N/A	-326.53707243280684	0.9979899497487436	25.919925242545307	C16H32N4O9	[M - H4O2 - H]-	OGDYBYDLKLNMQK	InChI=1S/C16H32N4O9/c17-3-5(21)1-9(22)20-7-2-6(19)15(13(26)10(7)23)29-16-14(27)12(25)11(24)8(4-18)28-16/h5-8,10-16,21,23-27H,1-4,17-19H2,(H,20,22)	null	C1C(C(C(C(C1NC(=O)CC(CN)O)O)O)OC2C(C(C(C(O2)CN)O)O)O)N	-5.9000001	71300712	PubChem:(71300712);PubChem class - safety and toxic	67108866	387.187	148.462	4193_CARA_HILIC_neg_SIRIUS_charge0_removed_7214
12	1	3	N/A	-94.62676004468022	0.9783919597989951	26.054295463652803	C10H18O10	[M + Cl]-	DGXURXUMSDNLNT	InChI=1S/C10H18O10/c11-1-4(6(14)7(15)9(17)18)20-10-8(16)5(13)3(12)2-19-10/h3-8,10-16H,1-2H2,(H,17,18)	null	C1C(C(C(C(O1)OC(CO)C(C(C(=O)O)O)O)O)O)O	-4.30000019	137333910;137333911	PubChem:(137333910 137333911);CHEBI:(143166)	34	333.0588	152.702	4429_CARA_HILIC_neg_SIRIUS_charge0_removed_5153
13	2	2	N/A	-97.13412960788808	0.9999999999999999	9.500723857427632	C20H38O4	[M - H4O2 - H]-	GCVQVCAAUXFNGJ	InChI=1S/C20H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18(20(23)24)17-19(21)22/h18H,2-17H2,1H3,(H,21,22)(H,23,24)	null	CCCCCCCCCCCCCCCCC(CC(=O)O)C(=O)O	7.69999981	102837;20218213;21976173	PubChem:(102837 20218213 21976173);NORMAN:(NS00046558)	262146	305.2481	28.411	734_CARA_HILIC_neg_SIRIUS_charge0_removed_1716
14	1	1	N/A	-215.24281502153147	0.9306532663316583	36.824518599857704	C9H11F3N2O2	[M - H]-	OYQJSLHHRPECLL	InChI=1S/C9H11F3N2O2/c1-3-16-8(15)5-14-6(2)4-7(13-14)9(10,11)12/h4H,3,5H2,1-2H3	ethyl 2-[5-methyl-3-(trifluoromethyl)pyrazolyl]acetate	CCOC(=O)CN1C(=CC(=N1)C(F)(F)F)C	1.89999998	667902	PubChem class - safety and toxic;PubChem:(667902);PubMed	67108930	235.0716	128.545	4447_CARA_HILIC_neg_SIRIUS_charge0_removed_8166
15	1	1	N/A	-243.53801606076675	0.02562814070351759	31.53667340502191	C7H9BO4	[M + Br]-	VEICWKIRFAADSJ	InChI=1S/C7H9BO4/c1-12-7-5(8(10)11)3-2-4-6(7)9/h2-4,9-11H,1H3	null	B(C1=C(C(=CC=C1)O)OC)(O)O	0.681690395	124706512	PubChem:(124706512);PubChem class - safety and toxic	67108866	245.9814	91.719	1837_CARA_HILIC_neg_SIRIUS_charge0_removed_2264
16	3	4	N/A	-352.0949594590494	0.016080402010050253	20.67689387472034	C14H24N6O6S2	[M - H4O2 - H]-	VPODUOCTCVOBIL	InChI=1S/C14H24N6O6S2/c1-9(15-24-7)11(12(21)18(3)4)17-26-14(23)20(6)28-19(5)13(22)25-16-10(2)27-8/h1-8H3	Ethanimidothioic acid, N-((8-((dimethylamino)carbonyl)-2,4,9-trimethyl-1,5-dioxo-6,11-dioxa-3-thia-2,4,7,10-tetraazadodeca-7,9-dien-1-yl)oxy)-, methyl ester	CC(=NOC)C(=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC)C(=O)N(C)C	1.46287608	13272102;24837945;57355599;138402671	PubChem:(13272102 24837945 57355599 138402671);PubChem class - safety and toxic	67108866	399.0944	136.472	2320_CARA_HILIC_neg_SIRIUS_charge0_removed_6015
17	3	3	N/A	-17.869712597176594	0.9999999999999999	35.37888318862036	C9H8O2	[M - H]-	WBYWAXJHAXSJNI	InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)	cinnamate	C1=CC=C(C=C1)C=CC(=O)O	1.81576502	8784;444539;3920069;5957728;5372954;6857483;10773127;12206115;12206117;11008079;11298058;16213746;16213747;21677327;21677329;87138530;101086315;101086316;101086317;101086318;101108447;102009729;101188533;101636136;101249582;101249583;100943778;100943781;118797106;123151745;129848421;129849789;129883117;131854032;135121404;139025096	HMDB:(567 930 128078);PubChem class - food;SuperNatural:(SN00280202 SN00133813);ZINC bio:(ZINC04532783 ZINC16051516);additional;MeSH:(8784 444539 5957728);Plantcyc:(CPD-674);PubMed;NORMAN:(NS00001286);COCONUT:(CNP0085905 CNP0390407);KNApSAcK:(34743);Natural Products:(UNPD226281 UNPD219915 UNPD109023 UNPD171793 UNPD161812);PubChem:(8784 444539 3920069 5957728 5372954 6857483 10773127 12206115 12206117 11008079 11298058 16213746 16213747 21677327 21677329 87138530 101086315 101086316 101086317 101086318 101108447 102009729 101188533 101636136 101249582 101249583 100943778 100943781 118797106 123151745 129848421 129849789 129883117 131854032 135121404 139025096);CHEBI:(35700 35697 23248 15669 35699 27386);PubChem class - bio and metabolites;KEGG:(C00423 C10438);PubChem class - safety and toxic;YMDB:(1324);Training Set;PubChem class - drug;Biocyc:(CPD-674)	255846782	147.0451	71.753	5118_CARA_HILIC_neg_SIRIUS_charge0_removed_3202
18	3	1	N/A	-607.350733338974	0.036683417085427134	13.40379043344811	C35H53NO2	[M - H]-	UJVIMJCVKTYFQW	InChI=1S/C35H53NO2/c1-23-15-29-33(5,31-30(23)32(31,3)4)24(2)34(11-8-25(18-34)7-6-14-37)22-35(29)12-9-26(19-35)16-28(21-38)17-27-10-13-36-20-27/h10,13,15,20,24-26,28,30-31,36-38H,1,6-9,11-12,14,16-19,21-22H2,2-5H3	null	CC1C2(C3C(C3(C)C)C(=C)C=C2C4(CCC(C4)CC(CC5=CNC=C5)CO)CC16CCC(C6)CCCO)C	7.7142272	""	COCONUT:(CNP0099020)	2097152	518.4051	107.835	4901_CARA_HILIC_neg_SIRIUS_charge0_removed_4673
19	3	4	N/A	-128.8773143176362	0.034170854271356785	5.4442601319689565	C15H10O4	[M - H2O - H]-	YHLLABKHTFWHSZ	InChI=1S/C15H10O4/c16-10-3-1-2-9(6-10)15-8-13(18)12-7-11(17)4-5-14(12)19-15/h1-8,16-17H	6-hydroxy-2-(3-hydroxyphenyl)chromen-4-one	C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(O2)C=CC(=C3)O	2.65774155	688662	COCONUT:(CNP0151890);Natural Products:(UNPD51464);PubChem:(688662);SuperNatural:(SN00000540);ZINC bio:(ZINC00057655);additional;Training Set;PubMed;KEGG Mine	8593662018	235.0391	103.615	548_CARA_HILIC_neg_SIRIUS_charge0_removed_5426
20	1	1	N/A	-166.01183715668824	0.38894472361809046	6.138463087075927	C31H58O12	[M - H4O2 - H]-	APBWSYQAZRTSBW	InChI=1S/C31H58O12/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21(32)41-19-20-22(33)23(34)29(40)31(42-20)43-30-27(38)25(36)24(35)26(37)28(30)39/h20,22-31,33-40H,2-19H2,1H3	null	CCCCCCCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)O)O)O	3.4040041	""	COCONUT:(CNP0235978);Natural Products:(UNPD212463)	2129920	585.3682	34.185	4201_CARA_HILIC_neg_SIRIUS_charge0_removed_1916
21	1	1	N/A	-13.542471870095087	0.9999999999999999	27.540190944203218	C4H9NO3	[M - H]-	AYFVYJQAPQTCCC	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)	Threonin	CC(C(C(=O)O)N)O	-1.41402745	205;6288;69435;90624;99289;3548069;6399258;5460792;5460793;5460795;5460797;10582778;10725335;6971019;6971050;6995276;6995277;15341575;11768555;15556539;10486840;10486845;17757244;17757249;19884346;16217531;16217559;16217581;16220017;20831707;20831709;20849229;21725637;44229128;49818824;57189977;57616907;57616935;57616945;58618385;59373183;59373191;58203008;71309323;71309477;87214443;87698846;89059444;89944556;89945225;102009870;101770510;102602054;118099672;118099674;123274926;123687322;123356695;124202792;135043662;135071019;138112383	HMDB:(167 4041);PubChem class - food;SuperNatural:(SN00300019 SN00237096 SN00001733);ZINC bio:(ZINC00895103 ZINC00895399 ZINC01747072 ZINC01747073);additional;HSDB:(72-19-5);MeSH:(6288);Plantcyc:(CPD-10303 THR D-THREONINE L-ALLO-THREONINE);PubMed;NORMAN:(NS00001961);COCONUT:(CNP0082846 CNP0240794 CNP0361197);KNApSAcK:(1394);Natural Products:(UNPD131423 UNPD59 UNPD148829);PubChem:(205 6288 69435 90624 99289 3548069 6399258 5460792 5460793 5460795 5460797 10582778 10725335 6971019 6971050 6995276 6995277 15341575 11768555 15556539 10486840 10486845 17757244 17757249 19884346 16217531 16217559 16217581 16220017 20831707 20831709 20849229 21725637 44229128 49818824 57189977 57616907 57616935 57616945 58618385 59373183 59373191 58203008 71309323 71309477 87214443 87698846 89059444 89944556 89945225 102009870 101770510 102602054 118099672 118099674 123274926 123687322 123356695 124202792 135043662 135071019 138112383);CHEBI:(58585 57757 28718 32828 32822 57926 38263 32827 32826 16398 58645 16857 32820);PubChem class - bio and metabolites;KEGG:(C12317 C00820 C05519 C00188);PubChem class - safety and toxic;YMDB:(295 802 214);Training Set;PubChem class - drug;Biocyc:(CPD-10303 THR D-THREONINE L-ALLO-THREONINE SMA-0000594)	255847294	118.0512	152.561	1471_CARA_HILIC_neg_SIRIUS_charge0_removed_578
22	3	4	N/A	-347.3707081487037	0.16482412060301507	8.613167823599394	C26H39NO7S	[M - H4O2 - H]-	UBDJSBRKNHQFPD	InChI=1S/C26H39NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-16,18-20,24H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)	taurodehydrocholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C	1.20000005	121933;185867;9870963;12443257;25097375;91873748;118856105;131706015;134688464	MeSH:(121933);PubChem:(121933 185867 9870963 12443257 25097375 91873748 118856105 131706015 134688464);PubMed	70	472.22	76.336	502_CARA_HILIC_neg_SIRIUS_charge0_removed_3855
23	3	4	N/A	-81.73997553414115	0.01909547738693467	0.09772120487854252	C5H7ClO3	[M - H2O - H]-	VDXVPHGHELUOLS	InChI=1S/C5H7ClO3/c1-3(7)4(6)2-5(8)9/h4H,2H2,1H3,(H,8,9)	3-Chlorolevulinic acid	CC(=O)C(CC(=O)O)Cl	0.100000001	173565	MeSH:(173565);PubChem:(173565);PubMed	70	130.9925	61.729	748_CARA_HILIC_neg_SIRIUS_charge0_removed_2169
24	3	3	N/A	-147.7447257113678	0.9618090452261308	22.09399863061348	C21H41NO6	[M - H4O2 - H]-	YCSMVIFHUJOGKU	InChI=1S/C21H41NO6/c1-2-3-4-10-13-17(24)14-11-8-6-5-7-9-12-15-18(25)19(26)21(22,16-23)20(27)28/h18-19,23,25-26H,2-16,22H2,1H3,(H,27,28)	Mycestericin C	CCCCCCC(=O)CCCCCCCCCC(C(C(CO)(C(=O)O)N)O)O	0.400000006	162274;21124075	COCONUT:(CNP0340694);MeSH:(162274);KNApSAcK:(16949);PubChem:(162274 21124075);PubMed	2097238	366.2648	70.955	5522_CARA_HILIC_neg_SIRIUS_charge0_removed_8472
25	2	2	N/A	-226.71788222342494	0.9989949748743717	22.426487547313105	C18H40N2O8	[M - H4O2 - H]-	VZNCZGIMPKAVMR	InChI=1S/C18H40N2O8/c21-7-15-25-11-3-19(4-12-26-16-8-22)1-2-20(5-13-27-17-9-23)6-14-28-18-10-24/h21-24H,1-18H2	Veramin ED 4	C(CN(CCOCCO)CCOCCO)N(CCOCCO)CCOCCO	-3.0	168645	PubChem:(168645);PubChem class - safety and toxic	67108866	375.2498	106.874	189_CARA_HILIC_neg_SIRIUS_charge0_removed_9283
26	2	2	N/A	-303.598329740978	0.9417085427135681	17.229579982260173	C22H34O12	[M - H]-	DROJUOGKGFBDAM	InChI=1S/C22H34O12/c1-9-14(29-11(3)23)16(30-12(4)24)18(31-13(5)25)21(28-9)32-15-10(2)27-20(26-8)19-17(15)33-22(6,7)34-19/h9-10,14-21H,1-8H3	null	CC1C(C2C(C(O1)OC)OC(O2)(C)C)OC3C(C(C(C(O3)C)OC(=O)C)OC(=O)C)OC(=O)C	0.473548889	""	COCONUT:(CNP0191605);Natural Products:(UNPD176964);SuperNatural:(SN00276953)	3178496	489.1958	128.913	442_CARA_HILIC_neg_SIRIUS_charge0_removed_10829
27	3	3	N/A	-94.01476853435695	0.9999999999999999	17.25426841985373	C6H6N2O2	[M - H]-	JRZBTJVSAANBEV	InChI=1S/C6H6N2O2/c7-4-1-2-8-5(3-4)6(9)10/h1-3H,(H2,7,8)(H,9,10)	4-Aminopicolinic acid	C1=CN=C(C=C1N)C(=O)O	0.0	2050132;22677533	PubChem class - safety and toxic;PubChem:(2050132 22677533);PubMed	67108930	137.0355	222.629	1924_CARA_HILIC_neg_SIRIUS_charge0_removed_3797
28	3	3	N/A	-172.77904562058114	0.9984924623115577	10.734849804512136	C15H22O3	[M - H]-	PARHSTXNJNHQHQ	InChI=1S/C15H22O3/c16-14-11-9-13(10-12-14)7-5-3-1-2-4-6-8-15(17)18/h9-12,16H,1-8H2,(H,17,18)	Benzenenonanoic acid, 4-hydroxy-	C1=CC(=CC=C1CCCCCCCCC(=O)O)O	4.20369482	10422225	COCONUT:(CNP0382667);Natural Products:(UNPD127994);PubChem:(10422225);SuperNatural:(SN00269219);PubMed	3178562	249.151	74.657	4890_CARA_HILIC_neg_SIRIUS_charge0_removed_5649
29	3	3	N/A	-82.73677262406346	0.9999999999999999	38.48560271046419	C14H20N2O3	[M - H]-	GJNDXQBALKCYSZ	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)	valylphenylalanine	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.10774088	144746;6993119;6993120;14212831;36689042;36689043;36689044;36689045;36689046;44369299;61157144;61172246;79012900;103869001	COCONUT:(CNP0087132);HMDB:(29134);PubChem:(144746 6993119 6993120 14212831 36689042 36689043 36689044 36689045 36689046 44369299 61157144 61172246 79012900 103869001);SuperNatural:(SN00036122 SN00036119 SN00036120 SN00036121);CHEBI:(75016);ZINC bio:(ZINC01605725 ZINC01605726 ZINC01605727 ZINC01605728);additional;Training Set;PubMed	3694698	263.1393	125.977	4195_CARA_HILIC_neg_SIRIUS_charge0_removed_2096
30	3	9	N/A	-262.1769655421688	0.15979899497487438	10.569454373413777	C17H20N6O4	[M - H2O - H]-	PMUVNAUPWLXPSA	InChI=1S/C17H20N6O4/c18-10-3-1-9(2-4-10)5-19-15-12-16(21-7-20-15)23(8-22-12)17-14(26)13(25)11(6-24)27-17/h1-4,7-8,11,13-14,17,24-26H,5-6,18H2,(H,19,20,21)	N(6)-(4-Aminobenzyl)adenosine	C1=CC(=CC=C1CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N	-0.407155216	4396;125347;9969486;57141925;89412382;121399401;129359910;132115161;134692771	MeSH:(4396 125347 134692771);PubChem:(4396 125347 9969486 57141925 89412382 121399401 129359910 132115161 134692771);PubMed	70	353.1345	121.058	2707_CARA_HILIC_neg_SIRIUS_charge0_removed_10059
31	2	2	N/A	-125.85335139258066	0.9999999999999999	44.6959173252401	C5H8O6S	[M - H]-	PVFFZPJSBGRRSS	InChI=1S/C5H8O6S/c1-2-4(5(6)7)3-11-12(8,9)10/h2H,3H2,1H3,(H,6,7)(H,8,9,10)	null	CC=C(COS(=O)(=O)O)C(=O)O	-0.600000024	131835400	HMDB:(129117);PubChem:(131835400);PubChem class - bio and metabolites	16777226	194.9969	81.319	1131_CARA_HILIC_neg_SIRIUS_charge0_removed_3259
32	3	1	N/A	-93.60321812836028	0.3743718592964824	12.195545619432993	C8H2F14O2	[M - H]-	AEBAYKKLSQLBDU	InChI=1S/C8H2F14O2/c9-1(10)3(11,12)5(15,16)7(19,20)8(21,22)6(17,18)4(13,14)2(23)24/h1H,(H,23,24)	8H-Perfluorooctanoic acid	C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F	4.69999981	14922999;138394434	NORMAN:(NS00010586);PubChem class - safety and toxic;PubChem:(14922999 138394434)	67371010	394.9733	71.126	3721_CARA_HILIC_neg_SIRIUS_charge0_removed_8413
33	2	2	N/A	-454.64313798047306	0.06884422110552765	1.4985684746029184	C23H16BrNO6	[M - H2O - H]-	ADYYUOJMLLDJHJ	InChI=1S/C23H16BrNO6/c1-30-21-8-3-2-5-15(21)9-11-20(26)19-14-17(24)10-12-22(19)31-23(27)16-6-4-7-18(13-16)25(28)29/h2-14H,1H3	[4-bromo-2-[3-(2-methoxyphenyl)prop-2-enoyl]phenyl] 3-nitrobenzoate	COC1=CC=CC=C1C=CC(=O)C2=C(C=CC(=C2)Br)OC(=O)C3=CC(=CC=C3)[N+](=O)[O-]	5.5999999	2918222;5734614	COCONUT:(CNP0255529);PubChem:(2918222 5734614);SuperNatural:(SN00149407);ZINC bio:(ZINC09233496)	3153922	461.9976	85.73	5345_CARA_HILIC_neg_SIRIUS_charge0_removed_9031
34	1	6	N/A	-358.74395700992505	0.02814070351758794	4.5484158841180555	C44H61N7O11	[M + Cl]-	ADBHAJDGVKLXHK	InChI=1S/C44H61N7O11/c1-5-26(4)37(44(61)62)49-40(57)34-14-10-22-51(34)43(60)31(19-20-35(53)54)46-41(58)36(25(2)3)48-38(55)32(24-27-11-7-6-8-12-27)47-39(56)33-13-9-21-50(33)42(59)30(45)23-28-15-17-29(52)18-16-28/h6-8,11-12,15-18,25-26,30-34,36-37,52H,5,9-10,13-14,19-24,45H2,1-4H3,(H,46,58)(H,47,56)(H,48,55)(H,49,57)(H,53,54)(H,61,62)	beta-Casomorphin human	CCC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)C(CC4=CC=C(C=C4)O)N	0.699999988	4424653;9832595;124928910;124928911;124928912;124928913	HMDB:(59787);PubChem:(4424653 9832595 124928910 124928911 124928912 124928913);PubMed	74	898.4121	78.403	1089_CARA_HILIC_neg_SIRIUS_charge0_removed_7453
35	1	2	N/A	-286.71983891515015	0.01055276381909548	18.19791692707943	C19H18F6N4O2	[M + Cl]-	OHFLVUHLQDXKDF	InChI=1S/C19H18F6N4O2/c1-11(27-17(31)29-15-7-3-5-13(9-15)19(23,24)25)10-26-16(30)28-14-6-2-4-12(8-14)18(20,21)22/h2-9,11H,10H2,1H3,(H2,26,28,30)(H2,27,29,31)	null	CC(CNC(=O)NC1=CC=CC(=C1)C(F)(F)F)NC(=O)NC2=CC=CC(=C2)C(F)(F)F	3.79999995	93948168;93948169;90486690	PubChem:(93948168 93948169 90486690);PubChem class - safety and toxic	67108866	483.1007	148.728	3334_CARA_HILIC_neg_SIRIUS_charge0_removed_10642
