rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
11	1	1	N/A	-326.53707243280684	0.9979899497487436	25.919925242545307	C16H32N4O9	[M - H4O2 - H]-	OGDYBYDLKLNMQK	InChI=1S/C16H32N4O9/c17-3-5(21)1-9(22)20-7-2-6(19)15(13(26)10(7)23)29-16-14(27)12(25)11(24)8(4-18)28-16/h5-8,10-16,21,23-27H,1-4,17-19H2,(H,20,22)	null	C1C(C(C(C(C1NC(=O)CC(CN)O)O)O)OC2C(C(C(C(O2)CN)O)O)O)N	-5.9000001	71300712	PubChem:(71300712);PubChem class - safety and toxic	67108866	387.187	148.462	4193_CARA_HILIC_neg_SIRIUS_charge0_removed_7214
12	1	3	N/A	-94.62676004468022	0.9783919597989951	26.054295463652803	C10H18O10	[M + Cl]-	DGXURXUMSDNLNT	InChI=1S/C10H18O10/c11-1-4(6(14)7(15)9(17)18)20-10-8(16)5(13)3(12)2-19-10/h3-8,10-16H,1-2H2,(H,17,18)	null	C1C(C(C(C(O1)OC(CO)C(C(C(=O)O)O)O)O)O)O	-4.30000019	137333910;137333911	PubChem:(137333910 137333911);CHEBI:(143166)	34	333.0588	152.702	4429_CARA_HILIC_neg_SIRIUS_charge0_removed_5153
13	2	2	N/A	-97.13412960788808	0.9999999999999999	9.500723857427632	C20H38O4	[M - H4O2 - H]-	GCVQVCAAUXFNGJ	InChI=1S/C20H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18(20(23)24)17-19(21)22/h18H,2-17H2,1H3,(H,21,22)(H,23,24)	null	CCCCCCCCCCCCCCCCC(CC(=O)O)C(=O)O	7.69999981	102837;20218213;21976173	PubChem:(102837 20218213 21976173);NORMAN:(NS00046558)	262146	305.2481	28.411	734_CARA_HILIC_neg_SIRIUS_charge0_removed_1716
14	2	2	N/A	-171.40829082650384	0.9999999999999999	9.500723857427632	C20H36O3	[M - H2O - H]-	BMSUKKKAAVHUEW	InChI=1S/C20H36O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h9,11H,2-8,10,12-18H2,1H3,(H,22,23)	null	CCCCCC(=O)CCC=CCCCCCCCCCC(=O)O	6.0999999	101994663;124089052	COCONUT:(CNP0217007);HMDB:(29797);Natural Products:(UNPD133688);PubChem:(101994663 124089052);SuperNatural:(SN00313606);PubChem class - bio and metabolites	19955722	305.2481	28.411	734_CARA_HILIC_neg_SIRIUS_charge0_removed_1716
15	1	1	N/A	-215.24281502153147	0.9306532663316583	36.824518599857704	C9H11F3N2O2	[M - H]-	OYQJSLHHRPECLL	InChI=1S/C9H11F3N2O2/c1-3-16-8(15)5-14-6(2)4-7(13-14)9(10,11)12/h4H,3,5H2,1-2H3	ethyl 2-[5-methyl-3-(trifluoromethyl)pyrazolyl]acetate	CCOC(=O)CN1C(=CC(=N1)C(F)(F)F)C	1.89999998	667902	PubChem class - safety and toxic;PubChem:(667902);PubMed	67108930	235.0716	128.545	4447_CARA_HILIC_neg_SIRIUS_charge0_removed_8166
16	3	3	N/A	-17.869712597176594	0.9999999999999999	35.37888318862036	C9H8O2	[M - H]-	WBYWAXJHAXSJNI	InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)	cinnamate	C1=CC=C(C=C1)C=CC(=O)O	1.81576502	8784;444539;3920069;5957728;5372954;6857483;10773127;12206115;12206117;11008079;11298058;16213746;16213747;21677327;21677329;87138530;101086315;101086316;101086317;101086318;101108447;102009729;101188533;101636136;101249582;101249583;100943778;100943781;118797106;123151745;129848421;129849789;129883117;131854032;135121404;139025096	HMDB:(567 930 128078);PubChem class - food;SuperNatural:(SN00280202 SN00133813);ZINC bio:(ZINC04532783 ZINC16051516);additional;MeSH:(8784 444539 5957728);Plantcyc:(CPD-674);PubMed;NORMAN:(NS00001286);COCONUT:(CNP0085905 CNP0390407);KNApSAcK:(34743);Natural Products:(UNPD226281 UNPD219915 UNPD109023 UNPD171793 UNPD161812);PubChem:(8784 444539 3920069 5957728 5372954 6857483 10773127 12206115 12206117 11008079 11298058 16213746 16213747 21677327 21677329 87138530 101086315 101086316 101086317 101086318 101108447 102009729 101188533 101636136 101249582 101249583 100943778 100943781 118797106 123151745 129848421 129849789 129883117 131854032 135121404 139025096);CHEBI:(35700 35697 23248 15669 35699 27386);PubChem class - bio and metabolites;KEGG:(C00423 C10438);PubChem class - safety and toxic;YMDB:(1324);Training Set;PubChem class - drug;Biocyc:(CPD-674)	255846782	147.0451	71.753	5118_CARA_HILIC_neg_SIRIUS_charge0_removed_3202
17	3	3	N/A	-55.82989860448778	0.9999999999999999	35.37888318862036	C9H10O3	[M - H2O - H]-	VOXXWSYKYCBWHO	InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)	Phenyllactate	C1=CC=C(C=C1)CC(C(=O)O)O	1.10000002	3848;643327;444718;4060207;5460756;5461132;10261475;11819411;21635872;21635873;23251329;101136783;101368006	HMDB:(563 748 779);SuperNatural:(SN00371483 SN00036076 SN00323874 SN00036077);ZINC bio:(ZINC00388089 ZINC00388090);additional;MeSH:(3848);Plantcyc:(CPD-5921 MG-PROTOPORPHYRIN);PubMed;NORMAN:(NS00015349);COCONUT:(CNP0085602 CNP0213490);KNApSAcK:(150);Natural Products:(UNPD152564 UNPD111625 UNPD150937);PubChem:(3848 643327 444718 4060207 5460756 5461132 10261475 11819411 21635872 21635873 23251329 101136783 101368006);YMDB Mine;CHEBI:(43065 32979 32978 11009 8100 25998);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C05607);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-5921)	51627616638	147.0451	71.753	5118_CARA_HILIC_neg_SIRIUS_charge0_removed_3202
18	3	3	N/A	-151.2007423366099	0.9999999999999999	35.37888318862036	C9H12O4	[M - H4O2 - H]-	YZPUIHVHPSUCHD	InChI=1S/C9H12O4/c1-5-2-3-6(8(10)11)7(4-5)9(12)13/h2,6-7H,3-4H2,1H3,(H,10,11)(H,12,13)	4-methylcyclohex-4-ene-1,2-dicarboxylate	CC1=CCC(C(C1)C(=O)O)C(=O)O	0.400000006	787403;787404;787405;263032;7336045;7336046;7336047;7336048;6543119;22642515;117066692	COCONUT:(CNP0046626);PubChem:(787403 787404 787405 263032 7336045 7336046 7336047 7336048 6543119 22642515 117066692);SuperNatural:(SN00131333 SN00131336 SN00131335 SN00131334);PubMed;ZINC bio:(ZINC04728952 ZINC04728953 ZINC04728954 ZINC04728955)	3153986	147.0451	71.753	5118_CARA_HILIC_neg_SIRIUS_charge0_removed_3202
19	1	1	N/A	-166.01183715668824	0.38894472361809046	6.138463087075927	C31H58O12	[M - H4O2 - H]-	APBWSYQAZRTSBW	InChI=1S/C31H58O12/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21(32)41-19-20-22(33)23(34)29(40)31(42-20)43-30-27(38)25(36)24(35)26(37)28(30)39/h20,22-31,33-40H,2-19H2,1H3	null	CCCCCCCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OC2C(C(C(C(C2O)O)O)O)O)O)O)O	3.4040041	""	COCONUT:(CNP0235978);Natural Products:(UNPD212463)	2129920	585.3682	34.185	4201_CARA_HILIC_neg_SIRIUS_charge0_removed_1916
20	1	1	N/A	-13.542471870095087	0.9999999999999999	27.540190944203218	C4H9NO3	[M - H]-	AYFVYJQAPQTCCC	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)	Threonin	CC(C(C(=O)O)N)O	-1.41402745	205;6288;69435;90624;99289;3548069;6399258;5460792;5460793;5460795;5460797;10582778;10725335;6971019;6971050;6995276;6995277;15341575;11768555;15556539;10486840;10486845;17757244;17757249;19884346;16217531;16217559;16217581;16220017;20831707;20831709;20849229;21725637;44229128;49818824;57189977;57616907;57616935;57616945;58618385;59373183;59373191;58203008;71309323;71309477;87214443;87698846;89059444;89944556;89945225;102009870;101770510;102602054;118099672;118099674;123274926;123687322;123356695;124202792;135043662;135071019;138112383	HMDB:(167 4041);PubChem class - food;SuperNatural:(SN00300019 SN00237096 SN00001733);ZINC bio:(ZINC00895103 ZINC00895399 ZINC01747072 ZINC01747073);additional;HSDB:(72-19-5);MeSH:(6288);Plantcyc:(CPD-10303 THR D-THREONINE L-ALLO-THREONINE);PubMed;NORMAN:(NS00001961);COCONUT:(CNP0082846 CNP0240794 CNP0361197);KNApSAcK:(1394);Natural Products:(UNPD131423 UNPD59 UNPD148829);PubChem:(205 6288 69435 90624 99289 3548069 6399258 5460792 5460793 5460795 5460797 10582778 10725335 6971019 6971050 6995276 6995277 15341575 11768555 15556539 10486840 10486845 17757244 17757249 19884346 16217531 16217559 16217581 16220017 20831707 20831709 20849229 21725637 44229128 49818824 57189977 57616907 57616935 57616945 58618385 59373183 59373191 58203008 71309323 71309477 87214443 87698846 89059444 89944556 89945225 102009870 101770510 102602054 118099672 118099674 123274926 123687322 123356695 124202792 135043662 135071019 138112383);CHEBI:(58585 57757 28718 32828 32822 57926 38263 32827 32826 16398 58645 16857 32820);PubChem class - bio and metabolites;KEGG:(C12317 C00820 C05519 C00188);PubChem class - safety and toxic;YMDB:(295 802 214);Training Set;PubChem class - drug;Biocyc:(CPD-10303 THR D-THREONINE L-ALLO-THREONINE SMA-0000594)	255847294	118.0512	152.561	1471_CARA_HILIC_neg_SIRIUS_charge0_removed_578
21	3	3	N/A	-147.7447257113678	0.9618090452261308	22.09399863061348	C21H41NO6	[M - H4O2 - H]-	YCSMVIFHUJOGKU	InChI=1S/C21H41NO6/c1-2-3-4-10-13-17(24)14-11-8-6-5-7-9-12-15-18(25)19(26)21(22,16-23)20(27)28/h18-19,23,25-26H,2-16,22H2,1H3,(H,27,28)	Mycestericin C	CCCCCCC(=O)CCCCCCCCCC(C(C(CO)(C(=O)O)N)O)O	0.400000006	162274;21124075	COCONUT:(CNP0340694);MeSH:(162274);KNApSAcK:(16949);PubChem:(162274 21124075);PubMed	2097238	366.2648	70.955	5522_CARA_HILIC_neg_SIRIUS_charge0_removed_8472
22	3	3	N/A	-158.80041343851062	0.9618090452261308	22.09399863061348	C21H39NO5	[M - H2O - H]-	CYGFHEVFZXDUGH	InChI=1S/C21H39NO5/c1-2-3-4-11-14-18(24)15-12-9-7-5-6-8-10-13-16-19(25)21(22,17-23)20(26)27/h8,10,19,23,25H,2-7,9,11-17,22H2,1H3,(H,26,27)	Mycestericin D	CCCCCCC(=O)CCCCCCC=CCCC(C(CO)(C(=O)O)N)O	0.800000012	6439504;10715135;9800304;21849187;53746549;123864558	COCONUT:(CNP0257218);KNApSAcK:(16951);Natural Products:(UNPD164502 UNPD168690 UNPD135227);PubChem:(6439504 10715135 9800304 21849187 53746549 123864558);SuperNatural:(SN00313442 SN00333671 SN00366142);MeSH:(6439504 10715135);PubMed	3178582	366.2648	70.955	5522_CARA_HILIC_neg_SIRIUS_charge0_removed_8472
23	3	3	N/A	-261.80524739131107	0.9618090452261308	22.09399863061348	C21H37NO4	[M - H]-	NYYMWQSYRBSAEP	InChI=1S/C21H37NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(23)22-18(21(25)26)16-17-20(22)24/h18H,2-17H2,1H3,(H,25,26)	(2S)-1-hexadecanoyl-5-oxopyrrolidine-2-carboxylic acid	CCCCCCCCCCCCCCCC(=O)N1C(CCC1=O)C(=O)O	6.5	6453684;9865153	PubChem:(6453684 9865153);NORMAN:(NS00052510)	262146	366.2648	70.955	5522_CARA_HILIC_neg_SIRIUS_charge0_removed_8472
24	2	2	N/A	-226.71788222342494	0.9989949748743717	22.426487547313105	C18H40N2O8	[M - H4O2 - H]-	VZNCZGIMPKAVMR	InChI=1S/C18H40N2O8/c21-7-15-25-11-3-19(4-12-26-16-8-22)1-2-20(5-13-27-17-9-23)6-14-28-18-10-24/h21-24H,1-18H2	Veramin ED 4	C(CN(CCOCCO)CCOCCO)N(CCOCCO)CCOCCO	-3.0	168645	PubChem:(168645);PubChem class - safety and toxic	67108866	375.2498	106.874	189_CARA_HILIC_neg_SIRIUS_charge0_removed_9283
25	2	2	N/A	-286.6224800175249	0.9989949748743717	22.426487547313105	C18H36N2O6	[M - H]-	UUCAVBDCVCFNIN	InChI=1S/C18H36N2O6/c1-13(21)9-19(10-14(2)22)17(25)7-5-6-8-18(26)20(11-15(3)23)12-16(4)24/h13-16,21-24H,5-12H2,1-4H3	N,N,N'',N''-Tetrakis(2-hydroxypropyl)adipamide	CC(CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O)O	-1.20000005	93821;76958349;76958351;76958352;76958353;76958354	NORMAN:(NS00006176);PubChem class - food;PubChem:(93821 76958349 76958351 76958352 76958353 76958354)	134479874	375.2498	106.874	189_CARA_HILIC_neg_SIRIUS_charge0_removed_9283
26	2	2	N/A	-303.598329740978	0.9417085427135681	17.229579982260173	C22H34O12	[M - H]-	DROJUOGKGFBDAM	InChI=1S/C22H34O12/c1-9-14(29-11(3)23)16(30-12(4)24)18(31-13(5)25)21(28-9)32-15-10(2)27-20(26-8)19-17(15)33-22(6,7)34-19/h9-10,14-21H,1-8H3	null	CC1C(C2C(C(O1)OC)OC(O2)(C)C)OC3C(C(C(C(O3)C)OC(=O)C)OC(=O)C)OC(=O)C	0.473548889	""	COCONUT:(CNP0191605);Natural Products:(UNPD176964);SuperNatural:(SN00276953)	3178496	489.1958	128.913	442_CARA_HILIC_neg_SIRIUS_charge0_removed_10829
27	2	2	N/A	-394.9718159982284	0.9417085427135681	17.229579982260173	C22H36O13	[M - H2O - H]-	NRXDBALRMKOHET	InChI=1S/C22H36O13/c1-21(2,31)11-5-3-10(4-6-11)19(30)32-8-13-14(25)16(27)17(28)20(33-13)35-22(9-24)18(29)15(26)12(7-23)34-22/h3,11-18,20,23-29,31H,4-9H2,1-2H3	null	CC(C)(C1CCC(=CC1)C(=O)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O	-2.17100215	101542609;131752310	COCONUT:(CNP0145882);HMDB:(38117);Natural Products:(UNPD185710);PubChem:(101542609 131752310);SuperNatural:(SN00234458);PubChem class - bio and metabolites	19955722	489.1958	128.913	442_CARA_HILIC_neg_SIRIUS_charge0_removed_10829
28	3	3	N/A	-94.01476853435695	0.9999999999999999	17.25426841985373	C6H6N2O2	[M - H]-	JRZBTJVSAANBEV	InChI=1S/C6H6N2O2/c7-4-1-2-8-5(3-4)6(9)10/h1-3H,(H2,7,8)(H,9,10)	4-Aminopicolinic acid	C1=CN=C(C=C1N)C(=O)O	0.0	2050132;22677533	PubChem class - safety and toxic;PubChem:(2050132 22677533);PubMed	67108930	137.0355	222.629	1924_CARA_HILIC_neg_SIRIUS_charge0_removed_3797
29	3	3	N/A	-126.56203121862664	0.9999999999999999	17.25426841985373	C6H8N2O3	[M - H2O - H]-	ACZFBYCNAVEFLC	InChI=1S/C6H8N2O3/c9-5(6(10)11)1-4-2-7-3-8-4/h2-3,5,9H,1H2,(H,7,8)(H,10,11)	imidazole-lactate	C1=C(NC=N1)CC(C(=O)O)O	-0.699999988	793;440129;6857593;23615388;25021786;28766339	COCONUT:(CNP0195524);Natural Products:(UNPD166298);PubChem:(793 440129 6857593 23615388 25021786 28766339);CHEBI:(57752 27487 24773 16373);ZINC bio:(ZINC19014750 ZINC20231807);additional;PubChem class - bio and metabolites;KEGG:(C05568 C03817);PubChem class - safety and toxic;PubMed;Biocyc:(IMIDAZOLE-LACTATE)	86550882	137.0355	222.629	1924_CARA_HILIC_neg_SIRIUS_charge0_removed_3797
30	3	3	N/A	-174.50398261749777	0.9999999999999999	17.25426841985373	C6H10N2O4	[M - H4O2 - H]-	MTXZWQPKPBJVKF	InChI=1S/C6H10N2O4/c7-4(6(9)10)1-3-2-5(3)8(11)12/h3-5H,1-2,7H2,(H,9,10)	(2S)-2-amino-3-[(1R,2R)-2-nitrocyclopropyl]propanoic acid	C1C(C1[N+](=O)[O-])CC(C(=O)O)N	-2.79999995	12041416;10942943;11041202;11052135;11745116;11805233;21580795;21580796;21654473;54091131;101367526;101367528	COCONUT:(CNP0044824);Natural Products:(UNPD37259);PubChem:(12041416 10942943 11041202 11052135 11745116 11805233 21580795 21580796 21654473 54091131 101367526 101367528);SuperNatural:(SN00267169);PubMed	3178562	137.0355	222.629	1924_CARA_HILIC_neg_SIRIUS_charge0_removed_3797
31	3	3	N/A	-172.77904562058114	0.9984924623115577	10.734849804512136	C15H22O3	[M - H]-	PARHSTXNJNHQHQ	InChI=1S/C15H22O3/c16-14-11-9-13(10-12-14)7-5-3-1-2-4-6-8-15(17)18/h9-12,16H,1-8H2,(H,17,18)	Benzenenonanoic acid, 4-hydroxy-	C1=CC(=CC=C1CCCCCCCCC(=O)O)O	4.20369482	10422225	COCONUT:(CNP0382667);Natural Products:(UNPD127994);PubChem:(10422225);SuperNatural:(SN00269219);PubMed	3178562	249.151	74.657	4890_CARA_HILIC_neg_SIRIUS_charge0_removed_5649
32	3	3	N/A	-246.1560499225582	0.9984924623115577	10.734849804512136	C15H24O4	[M - H2O - H]-	ZSQLKDGBAFLLSE	InChI=1S/C15H24O4/c1-14(2,18)7-4-8-15(3,19)12-6-5-11(10-16)9-13(12)17/h5-6,9,16-19H,4,7-8,10H2,1-3H3	(2S)-2-[2-hydroxy-4-(hydroxymethyl)phenyl]-6-methylheptane-2,6-diol	CC(C)(CCCC(C)(C1=C(C=C(C=C1)CO)O)O)O	1.60000002	11277187;72780612	COCONUT:(CNP0372973);Natural Products:(UNPD100772);PubChem:(11277187 72780612);SuperNatural:(SN00311736)	3178498	249.151	74.657	4890_CARA_HILIC_neg_SIRIUS_charge0_removed_5649
33	3	3	N/A	-305.10467622078914	0.9984924623115577	10.734849804512136	C15H26O5	[M - H4O2 - H]-	VXLWYBMWCKLAFF	InChI=1S/C15H26O5/c1-13(2,18)9-4-7-15(8-16)10(19-15)5-6-14(3)12(20-14)11(9)17/h9-12,16-18H,4-8H2,1-3H3	null	CC12CCC3C(O3)(CCC(C(C1O2)O)C(C)(C)O)CO	0.560495973	""	COCONUT:(CNP0139754);Natural Products:(UNPD194661);SuperNatural:(SN00263592)	3178496	249.151	74.657	4890_CARA_HILIC_neg_SIRIUS_charge0_removed_5649
34	3	3	N/A	-82.73677262406346	0.9999999999999999	38.48560271046419	C14H20N2O3	[M - H]-	GJNDXQBALKCYSZ	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)	valylphenylalanine	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.10774088	144746;6993119;6993120;14212831;36689042;36689043;36689044;36689045;36689046;44369299;61157144;61172246;79012900;103869001	COCONUT:(CNP0087132);HMDB:(29134);PubChem:(144746 6993119 6993120 14212831 36689042 36689043 36689044 36689045 36689046 44369299 61157144 61172246 79012900 103869001);SuperNatural:(SN00036122 SN00036119 SN00036120 SN00036121);CHEBI:(75016);ZINC bio:(ZINC01605725 ZINC01605726 ZINC01605727 ZINC01605728);additional;Training Set;PubMed	3694698	263.1393	125.977	4195_CARA_HILIC_neg_SIRIUS_charge0_removed_2096
