rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	ionMass	retentionTimeInSeconds	id
9	C11H16O2	[M + H3N + H]+	C11H19NO2	0.9999999999999999	224.502034736783	221.00744206688015	3.494592669902849	43	0.9479070220068784	-2.5970641825426917	5.264181969889808	-2.297773237239663	198.1484	63.256	6230_CARA_HILIC_pos_SIRIUS_merge_175
10	C13H24O4	[M - H4O2 + H]+	C13H20O2	0.9999999999999999	220.09428832982485	217.58821003880612	2.506078291018718	45	0.8881136273310436	-5.800008521820473	6.136626520709193	-172230.64580255892	209.1523	29.8	1902_CARA_HILIC_pos_SIRIUS_merge_49
11	C13H20O4	[M + H3N + H]+	C13H23NO4	0.9999999999999999	215.26739576958738	215.26739576958738	0.0	45	0.9421312642281732	1.6007968206622736	5.107795281686236	-1.8773251313865957	258.1695	68.013	58_CARA_HILIC_pos_SIRIUS_merge_23726
12	C24H47NO	[M + H]+	C24H47NO	0.9999999999999999	214.14396880445116	212.52497413184835	1.6189946726028173	43	0.6577447484646057	0.5983566354132899	4.848607499114863	-2.569999436512792	366.3721	28.972	3233_CARA_HILIC_pos_SIRIUS_merge_297
13	C12H23NO3	[M - H2O + H]+	C12H21NO2	0.9999999999999999	212.7205446260609	211.2198730388778	1.500671587183087	30	0.6287436683808025	16.17800888485386	16.17800888485386	-84887.60416115254	212.1649	34.467	4835_CARA_HILIC_pos_SIRIUS_merge_362
14	C13H22O3	[M + H3N + H]+	C13H25NO3	0.9999999999999999	211.36250631927518	206.0900624903378	5.272443828937398	53	1.0	-5.914307942362155	5.914307942362155	-2.5394645012301247	244.1901	54.256	3046_CARA_HILIC_pos_SIRIUS_merge_2143
15	C15H24O2	[M + H3N + H]+	C15H27NO2	0.9999999999999999	210.63469326484807	209.08112701843123	1.553566246416842	49	0.9493466290799064	-3.937517211109427	5.063588763369801	-6.119179821567586	254.2099	29.718	4310_CARA_HILIC_pos_SIRIUS_merge_187
16	C13H22O3	[M + H3N + H]+	C13H25NO3	0.9999999999999999	209.70199109447623	204.2512599519521	5.450731142524116	51	0.9916972861863128	-2.222738615715287	3.096355693744165	-1.7204290690301578	244.1903	53.987	1616_CARA_HILIC_pos_SIRIUS_merge_35
17	C18H33NO	[M + H]+	C18H33NO	0.9999999999999999	202.25397580325426	202.25397580325426	0.0	33	0.5967917248358887	-6.300475275066879	6.610601040206429	-5.3204790180238835	280.262	30.577	4721_CARA_HILIC_pos_SIRIUS_merge_2130
18	C13H22O3	[M + H3N + H]+	C13H25NO3	0.9999999999999999	198.15878837903392	198.15878837903392	0.0	51	0.997556858821368	-2.80843947339813	3.096355693744165	-1.7204290690301578	244.1903	33.527	2600_CARA_HILIC_pos_SIRIUS_merge_16
19	C18H32O2	[M + H]+	C18H32O2	0.9999999999999999	195.10964159140576	192.40451774809608	2.7051238433096856	38	0.7843053392249539	-0.936526980872531	4.279694000992189	-4.290602544842716	281.2463	30.996	3101_CARA_HILIC_pos_SIRIUS_merge_2954
20	C14H31N5O2	[M + Na]+	C14H31N5O2	0.9999999999999999	195.00096141772426	195.00096141772426	0.0	40	0.5868718427987963	0.06619851968928385	4.831958043479347	1.5546255736808618	324.2375	30.501	6418_CARA_HILIC_pos_SIRIUS_merge_23708
21	C11H18O3	[M + H3N + H]+	C11H21NO3	0.9999999999999999	184.62192358575248	184.62192358575248	0.0	41	0.9812084074423866	-5.264181969889808	6.415017053215463	-3.793437274750497	216.1586	30.663	5721_CARA_HILIC_pos_SIRIUS_merge_216
22	C22H43NO	[M + H]+	C22H43NO	0.9999999999999999	184.34108430139136	179.21516563256503	5.125918668826342	35	0.6843017590994271	-3.3996394509151533	6.353570548291039	-2.782543785861526	338.3408	49.466	908_CARA_HILIC_pos_SIRIUS_merge_659
23	C12H24O3	[M - H4O2 + H]+	C12H20O	0.9999999999999999	183.7154948922021	183.7154948922021	0.0	38	0.8958320481943051	-4.763280202829045	7.930170059634269	-198845.98189248968	181.1574	29.995	1709_CARA_HILIC_pos_SIRIUS_merge_257
24	C14H18O4	[M + H]+	C14H18O4	0.9999999999999999	183.21772837112954	183.21772837112954	0.0	33	0.5603724580844724	9.648235999218082	9.648235999218082	-3.1279316462591806	251.127	26.339	3272_CARA_HILIC_pos_SIRIUS_merge_99
25	C13H25NO3	[M - H2O + H]+	C13H23NO2	0.9999999999999999	182.49937762418676	179.81836267408553	2.6810149501012326	46	0.9338339443357517	-1.9711418018207765	4.285265049672661	-79630.98434117681	226.1798	53.987	3_CARA_HILIC_pos_SIRIUS_merge_26
26	C21H38O4	[M + H]+	C21H38O4	0.9999999999999999	181.14914361871666	175.0965958883859	6.05254773033075	46	0.9211256267051628	-7.870389586697393	8.806626141963237	-1.3683373419916767	355.2838	33.475	1445_CARA_HILIC_pos_SIRIUS_merge_1769
27	C13H24O3	[M - H2O + H]+	C13H22O2	0.9999999999999999	179.97614638337174	179.97614638337174	0.0	39	0.7889981898160953	-6.068477186226731	6.86840690096188	-85295.13951480617	211.1682	32.106	6144_CARA_HILIC_pos_SIRIUS_merge_67
28	C20H36O2	[M + H]+	C20H36O2	0.9999999999999999	175.58795063989209	172.1377273480006	3.4502232918914917	44	0.8610046585846197	-2.958943343086509	6.000460074732405	-2.6087988492712384	309.278	35.324	2619_CARA_HILIC_pos_SIRIUS_merge_1751
29	C20H43NO	[M + Na]+	C20H43NO	0.9999999999999999	175.2224097936242	174.32864237450303	0.8937674191211697	39	0.728666008647165	-0.4278151390611106	5.567938805985875	-2.336136167152084	336.3229	30.083	1618_CARA_HILIC_pos_SIRIUS_merge_142
30	C14H30O2	[M + Na]+	C14H30O2	0.9999999999999999	174.9680596407303	174.9680596407303	0.0	28	0.7140445200294843	0.7460928997363165	5.140416296581222	3.550741364837423	253.2147	30.559	3972_CARA_HILIC_pos_SIRIUS_merge_4028
31	C11H18O3	[M + H3N + H]+	C11H21NO3	0.9999999999999999	174.7044065139109	172.2532797431571	2.451126770753789	40	0.9900209543028854	-5.772273145131733	5.772273145131733	-5.181314298400023	216.1583	59.547	286_CARA_HILIC_pos_SIRIUS_merge_423
32	C13H18O2	[M + H3N + H]+	C13H21NO2	0.9999999999999999	170.9087768363561	168.85729726232188	2.0514795740342295	38	0.8122993629857067	-8.34862355861392	8.34862355861392	-8.053811318873915	224.1627	29.718	5536_CARA_HILIC_pos_SIRIUS_merge_317
33	C22H40O2	[M + H3N + H]+	C22H43NO2	0.9999999999999999	167.6251828773969	167.39006529816012	0.23511757923676324	48	0.9207368591685334	-2.9626846435492173	4.519574649304706	-5.52039664920866	354.3347	30.558	2945_CARA_HILIC_pos_SIRIUS_merge_82
34	C18H32O6	[M + H3N + H]+	C18H35NO6	0.9999999999999999	165.0852827337098	159.53867421159856	5.546608522111228	25	0.9638940635149686	-5.589044558313456	5.589044558313456	-4.456267032132765	362.2521	76.459	922_CARA_HILIC_pos_SIRIUS_merge_26285
35	C14H28N2O2	[M + H]+	C14H28N2O2	0.9999999999999999	159.14090607967051	154.38273460141474	4.758171478255783	49	0.9666422293443766	-4.018553537962115	4.419129159365284	-2.933610903988347	257.2216	59.177	2359_CARA_HILIC_pos_SIRIUS_merge_17906
36	C21H42NO4	[M - H4O2 + H]+	C21H38NO2	0.9999999999999999	157.18482553880824	157.18482553880824	0.0	34	0.44668177669446246	-4.747821915249025	7.0031349864357875	-106785.56464466956	337.2999	28.907	131_CARA_HILIC_pos_SIRIUS_merge_27504
37	C9H17NO5	[M + H]+	C9H17NO5	0.9999999999999999	152.8074699343941	152.8074699343941	0.0	39	0.9854584316978175	9.642598995226734	9.870628997474576	-0.6773468139531696	220.1178	77.448	3957_CARA_HILIC_pos_SIRIUS_merge_4272
38	C14H28N2O2	[M + H]+	C14H28N2O2	0.9999999999999999	152.78265337956623	148.0402452768904	4.742408102675812	44	0.9599768184253411	-4.680093862052006	5.322751429410589	-2.933610903988347	257.2216	59.177	75_CARA_HILIC_pos_SIRIUS_merge_654
39	C15H17BFN2O3	[M + H]+	C15H17BFN2O3	0.9999999999999999	152.27179918185294	152.27179918185294	0.0	48	0.7769900598676727	-3.6548196871178034	5.262361071426447	2.856482804606554	303.1434	122.792	1441_CARA_HILIC_pos_SIRIUS_merge_24567
40	C10H18O5	[M - H4O2 + H]+	C10H14O3	0.9999999999999999	152.08359144636574	149.85261687954466	2.230974566821096	25	0.8432718182053821	-1.6705953201850532	6.49407449434842	-196737.19527237024	183.1001	31.023	3635_CARA_HILIC_pos_SIRIUS_merge_592
41	C15H26O2	[M + H3N + H]+	C15H29NO2	0.9999999999999999	151.36922930625596	151.13028060378608	0.23894870246989575	37	0.7721038428519368	-4.234571731888548	7.85351925609507	-1.192771757511579	256.2268	29.737	443_CARA_HILIC_pos_SIRIUS_merge_169
42	C9H12BNO3	[M + H3N + H]+	C9H15BN2O3	0.9999999999999999	151.00159630890602	151.00159630890602	0.0	29	0.9092342481343547	0.7114167045377198	4.4874938200716254	-2.7639932180209263	210.1279	123.565	6458_CARA_HILIC_pos_SIRIUS_merge_28
43	C9H16O4	[M + H3N + H]+	C9H19NO4	0.9999999999999999	149.67679003956988	149.67679003956988	0.0	27	0.41186650417543924	20.36259009426506	20.36259009426506	-1.3803352046349693	206.1384	74.842	4898_CARA_HILIC_pos_SIRIUS_merge_5009
44	C12H20O3	[M + H3N + H]+	C12H23NO3	0.9999999999999999	149.53929023708778	146.4988636398189	3.0404265972688878	39	0.9415254495654718	-6.878676718945218	8.707974484943684	-3.3454998690806454	230.1743	56.062	1174_CARA_HILIC_pos_SIRIUS_merge_618
45	C20H39NO	[M + H]+	C20H39NO	0.9999999999999999	149.21639527759206	145.98476376458987	3.231631513002171	27	0.6389157866739552	1.1452019013704464	6.340158759559183	-3.678008008588418	310.3093	29.628	5692_CARA_HILIC_pos_SIRIUS_merge_155
46	C26H47NO5	[M + H3N + H]+	C26H50N2O5	0.9999999999999999	148.7414454201109	148.7414454201109	0.0	38	0.8331502919605772	0.15374642158134708	5.6132235528394485	6.259990108911731	471.3822	32.519	2880_CARA_HILIC_pos_SIRIUS_merge_154
47	C12H20O3	[M + H3N + H]+	C12H23NO3	0.9999999999999999	148.14682685018298	148.14682685018298	0.0	37	0.8126673695909439	-6.743105782131014	7.933708319328922	-3.3454998690806454	230.1743	34.467	2623_CARA_HILIC_pos_SIRIUS_merge_815
48	C14H26O2	[M + H3N + H]+	C14H29NO2	0.9999999999999999	146.87834159026772	144.65570101034882	2.2226405799189113	41	0.915212629132564	-3.111755583151224	5.444114093669448	-6.574334336684252	244.2255	32.079	2427_CARA_HILIC_pos_SIRIUS_merge_11002
49	C12H20O	[M + H3N + H]+	C12H23NO	0.9999999999999999	143.71794935336206	143.71794935336206	0.0	29	0.8639826017242581	14.656290454268165	14.656290454268165	-9.79299512382557	198.1833	30.164	6528_CARA_HILIC_pos_SIRIUS_merge_76
50	C20H34O	[M + H3N + H]+	C20H37NO	0.9999999999999999	143.48050901340739	143.48050901340739	0.0	44	0.8932505248382059	-4.885641098434387	5.5949968719317384	-6.134607999643453	308.2929	30.577	3909_CARA_HILIC_pos_SIRIUS_merge_493
51	C13H25NO3	[M - H2O + H]+	C13H23NO2	0.9999999999999999	143.37229696285155	141.36471766175686	2.007579301094699	32	0.9090812586551091	-3.8433202502020767	6.123648211154218	-79634.80301924804	226.179	57.011	3035_CARA_HILIC_pos_SIRIUS_merge_3025
52	C34H69NO3	[M + H]+	C34H69NO3	0.9999999999999999	143.32170513869443	143.32170513869443	0.0	40	0.6627490742194777	-0.7042650397505765	4.469777650266658	-6.32991686437791	540.5316	101.926	2770_CARA_HILIC_pos_SIRIUS_merge_1307
53	C22H42O2	[M - H2O + H]+	C22H40O	0.9999999999999999	142.64602464387752	139.775779337583	2.87024530629453	29	0.7258129949012818	-3.1243265903403596	7.691807450874034	-56057.215831036534	321.3138	29.68	5476_CARA_HILIC_pos_SIRIUS_merge_457
54	C6H14O6	[M - H4O2 + H]+	C6H10O4	0.9999999999999999	140.26653738757787	137.6554593759834	2.6110780115944707	23	0.9856456639278542	-0.3419497355541431	3.150415871377941	-244934.65216122477	147.065	131.724	1341_CARA_HILIC_pos_SIRIUS_merge_16812
55	C20H37NO3	[M + H]+	C20H37NO3	0.9999999999999999	139.56389325647908	136.57864388917164	2.985249367307418	30	0.7502218599477796	0.6172131138965425	4.942821884531412	-3.292831096865422	340.2835	60.192	5197_CARA_HILIC_pos_SIRIUS_merge_9020
56	C15H30N2O4	[M + H3N + H]+	C15H33N3O4	0.9999999999999999	138.54550914263297	138.54550914263297	0.0	37	0.8003426814725382	-1.830166534191464	7.515742860292458	6.2981158517322	320.2564	34.281	6440_CARA_HILIC_pos_SIRIUS_merge_7101
57	C14H24O	[M + H3N + H]+	C14H27NO	0.9999999999999999	138.15687271444384	135.82845752336655	2.3284151910772852	37	0.9179408224694035	-0.35431352371557195	4.7227600855593534	-7.253881554770672	226.2149	38.148	310_CARA_HILIC_pos_SIRIUS_merge_8936
58	C8H15NO6	[M - H2O + H]+	C8H13NO5	0.9999999999999999	137.40352861707456	137.40352861707456	0.0	37	0.976024987833709	-5.584545003618952	5.67733380904949	-88249.85889367803	204.0866	117.664	833_CARA_HILIC_pos_SIRIUS_merge_1870
59	C23H45NO4	[M + H]+	C23H45NO4	0.9999999999999999	137.08848193511417	134.84188964655092	2.2465922885632432	36	0.23980061128856506	-3.553406656109944	5.410926851565343	2.659288104414065	400.3432	110.117	928_CARA_HILIC_pos_SIRIUS_merge_24175
60	C20H34O3	[M + H3N + H]+	C20H37NO3	0.9999999999999999	136.76701755874618	136.76701755874618	0.0	38	0.7320331126719274	-5.1509286796122575	5.331981533183033	-0.6479759005959416	340.2844	28.921	3754_CARA_HILIC_pos_SIRIUS_merge_500
61	C9H18N4O4	[M + H]+	C9H18N4O4	0.9999999999999999	136.6358366802911	131.7313709601821	4.904465720109004	55	0.9866946023837007	-3.9268912377955534	3.9268912377955534	-3.9714803951234177	247.1391	151.717	852_CARA_HILIC_pos_SIRIUS_merge_20214
61	C9H18N4O4	[M + H]+	C9H18N4O4	0.9999999999999999	136.12659392176792	130.9574990036268	5.1690949181411305	55	0.9864136825389137	-3.276683804036225	3.276683804036225	1.2887084000344184	247.1404	151.587	3742_CARA_HILIC_pos_SIRIUS_merge_10317
62	C27H46O	[M - H2O + H]+	C27H44	0.9999999999999999	135.84257628389872	131.1292025226727	4.713373761226025	59	0.989904734982393	-3.2199837564076024	3.2199837564076024	-48764.298848765786	369.351	72.867	2696_CARA_HILIC_pos_SIRIUS_merge_1549
63	C6H14O6	[M + H]+	C6H14O6	0.9999999999999999	135.7814763438117	130.92130940079727	4.8601669430144465	25	0.9607763906605502	0.154293695089743	1.7009728055733087	-0.626044401643629	183.0862	131.724	5110_CARA_HILIC_pos_SIRIUS_merge_5238
64	C17H24N4O2	[M + H3N + H]+	C17H27N5O2	0.9999999999999999	135.3904108764096	133.3654992133885	2.024911663021102	23	0.7105474922097929	6.504743580404237	8.006330421503103	-7.634333460920989	334.2212	80.693	5213_CARA_HILIC_pos_SIRIUS_merge_6180
65	C10H14O2	[M + H3N + H]+	C10H17NO2	0.9999999999999999	135.21562823859037	134.13513524804378	1.080492990546579	25	0.9649328014876899	-3.2539444814462897	4.848607499114863	-3.83004678988812	184.1325	69.231	6274_CARA_HILIC_pos_SIRIUS_merge_5808
66	C18H30O3	[M + H3N + H]+	C18H33NO3	0.9999999999999999	132.61591671139482	132.61591671139482	0.0	44	0.9823020867302099	-5.020027731585498	5.27887252907365	-1.986750124343	312.2527	29.09	1410_CARA_HILIC_pos_SIRIUS_merge_1241
67	C27H46O	[M - H2O + H]+	C27H44	0.9999999999999999	132.17402148139274	127.3587579748616	4.815263506531136	58	0.984976508138288	-3.827409640077357	3.827409640077357	-48762.31121743989	369.3517	72.691	2039_CARA_HILIC_pos_SIRIUS_merge_1220
68	C18H33NO3	[M + H]+	C18H33NO3	0.9999999999999999	131.73573385459989	131.73573385459989	0.0	35	0.7971697877699968	-3.096355693744165	6.970469673524222	-2.9475132634143875	312.2524	61.182	6304_CARA_HILIC_pos_SIRIUS_merge_2296
69	C27H46O	[M - H2O + H]+	C27H44	0.9999999999999999	131.17687358053166	127.35684005055009	3.8200335299815773	58	0.9834768425535716	-2.3839629115230845	2.3839629115230845	-48765.718590039745	369.3505	68.68	4549_CARA_HILIC_pos_SIRIUS_merge_9480
70	C14H25NO2	[M + H3N + H]+	C14H28N2O2	0.9999999999999999	130.5373623716149	126.93695580107446	3.6004065705404376	40	0.9420439096207989	-3.892975498115695	5.6684834584744355	-3.322382034678557	257.2215	34.87	217_CARA_HILIC_pos_SIRIUS_merge_620
71	C7H14O7	[M + H]+	C7H14O7	0.9999999999999999	130.450770197432	130.450770197432	0.0	28	0.883659766585771	-3.744312221794826	5.880941232618916	-4.402306091701039	211.0803	98.513	5328_CARA_HILIC_pos_SIRIUS_merge_6781
72	C13H18O	[M + H]+	C13H18O	0.9999999999999999	129.91067540799472	128.38954278996894	1.5211326180257663	30	0.9368308702376574	-4.6963980313488065	6.449434695143753	-3.356911342128093	191.1424	29.753	1237_CARA_HILIC_pos_SIRIUS_merge_75
73	C22H38O2	[M + H3N + H]+	C22H41NO2	0.9999999999999999	127.79006183222289	127.79006183222289	0.0	48	0.9257700562690704	-3.3468426190371128	5.083154237334927	-4.274540837428336	352.3195	30.558	2968_CARA_HILIC_pos_SIRIUS_merge_32
74	C13H24O8	[M + H]+	C13H24O8	0.9999999999999999	127.43988792524112	122.02707944159884	5.412808483642278	26	0.9517600958758489	-1.0325052162955046	4.7100082276496185	-0.951564577408201	309.1541	56.582	1806_CARA_HILIC_pos_SIRIUS_merge_1540
75	C8H15NO6	[M - H4O2 + H]+	C8H11NO4	0.9999999999999999	127.25159672283058	127.25159672283058	0.0	37	0.8624101416523111	-5.658261135100332	7.451828597087222	-193588.47203759835	186.0752	117.664	2269_CARA_HILIC_pos_SIRIUS_merge_4718
76	C29H50O3	[M - H2O + H]+	C29H48O2	0.9999999999999999	125.50014433257817	125.50014433257817	0.0	35	0.7943603762898973	6.99111847142581	7.976286012661291	-41949.398381192834	429.3714	25.759	5391_CARA_HILIC_pos_SIRIUS_merge_8799
77	C6H12O5	[M - H4O2 + H]+	C6H8O3	0.9999999999999999	125.48294158582546	125.48294158582546	0.0	20	0.9868111995991559	-2.300357113011049	6.456558650033759	-279115.58314148063	129.0546	131.724	5427_CARA_HILIC_pos_SIRIUS_merge_16849
78	C6H14O5S	[M + H]+	C6H14O5S	0.9999999999999999	123.82881818029641	119.4305725404997	4.398245639796713	30	0.9748229522442724	-3.9844525351053246	4.125890085389488	0.6480336409681242	199.0636	118.645	2659_CARA_HILIC_pos_SIRIUS_merge_1563
79	C18H28O4	[M + Na]+	C18H28O4	0.9999999999999999	123.1771121312529	123.1771121312529	0.0	28	0.721582737631145	3.15476162484638	5.807527139856376	3.079582683893188	331.189	53.303	1508_CARA_HILIC_pos_SIRIUS_merge_22547
80	C21H45N2O2	[M - H2O + H]+	C21H43N2O	0.9999999999999999	122.16303623462743	122.16303623462743	0.0	30	0.438010916379064	-7.221578356504904	7.543754527321854	-52908.419738763216	340.3481	29.243	542_CARA_HILIC_pos_SIRIUS_merge_17829
81	C6H14O6	[M + H]+	C6H14O6	0.9999999999999999	121.06053297635334	116.75708071825585	4.303452258097495	21	0.9365052938183963	-9.089283214279062	9.089283214279062	-6.087985760361737	183.0852	148.344	2535_CARA_HILIC_pos_SIRIUS_merge_28057
82	C8H18BFNO2	[M + Na]+	C8H18BFNO2	0.9999999999999999	120.96999410879214	120.96999410879214	0.0	35	0.755322925255732	1.0704398134728272	6.666738606897479	-8.554729192948669	212.1325	123.842	4995_CARA_HILIC_pos_SIRIUS_merge_794
83	C6H14O6	[M - H2O + H]+	C6H12O5	0.9999999999999999	120.47151015207538	120.47151015207538	0.0	23	0.9432341222178126	11.769590511971439	11.769590511971439	-109103.16835936494	165.076	131.724	4651_CARA_HILIC_pos_SIRIUS_merge_6821
84	C14H33N5O	[M + K]+	C14H33N5O	0.9999999999999999	120.01168491814074	120.01168491814074	0.0	21	0.5846481330203396	12.069193513180815	14.448678576841695	-0.8238817309921538	326.2314	73.49	2957_CARA_HILIC_pos_SIRIUS_merge_2957
85	C12H20O	[M + H3N + H]+	C12H23NO	0.9999999999999999	117.81469893982872	117.81469893982872	0.0	14	0.7611515969103693	-1.7468580803573288	5.3595654928496606	-8.279232441603146	198.1836	53.987	182_CARA_HILIC_pos_SIRIUS_merge_783
86	C21H49N5O2	[M - H2O + H]+	C21H47N5O	0.9999999999999999	116.8748486528931	116.8748486528931	0.0	33	0.1874691952488511	-3.027285303721214	4.370605234681348	-46608.1871265645	386.3871	113.24	5930_CARA_HILIC_pos_SIRIUS_merge_26635
87	C10H20O7	[M - H4O2 + H]+	C10H16O5	0.9999999999999999	115.97562578029743	111.61706297020497	4.358562810092465	24	0.9896352386432429	-5.359569380419818	5.359569380419818	-165916.55634647005	217.1066	34.205	2127_CARA_HILIC_pos_SIRIUS_merge_543
88	C12H20O2	[M + H3N + H]+	C12H23NO2	0.9999999999999999	115.8720966296133	115.8720966296133	0.0	28	0.9269024364509169	-4.614610460830422	6.502246720164944	-6.795391374292707	214.1787	30.088	5946_CARA_HILIC_pos_SIRIUS_merge_204
89	C10H18O6	[M + H]+	C10H18O6	0.9999999999999999	115.62913144935823	112.79612525489418	2.8330061944640486	30	0.9296017959407381	-4.683384938188508	5.159884906360231	-1.7640057406277967	235.1172	34.775	6354_CARA_HILIC_pos_SIRIUS_merge_1418
90	C16H32O6	[M + H3N + H]+	C16H35NO6	0.9999999999999999	115.60604727708949	110.95573452882282	4.650312748266675	35	0.9077948739128403	-2.5978882869812434	4.016929570513489	-0.633525124089566	338.2535	48.565	1452_CARA_HILIC_pos_SIRIUS_merge_269
91	C7H14N4O3	[M + H]+	C7H14N4O3	0.9999999999999999	114.3097135430569	113.10425760732147	1.205455935735424	37	0.9956055828700623	-3.7804739243831396	3.7804739243831396	-6.236738097567914	203.1126	162.213	2217_CARA_HILIC_pos_SIRIUS_merge_4280
92	C17H33NO3	[M + H]+	C17H33NO3	0.9999999999999999	114.21532389791419	109.12491460899219	5.090409288922009	31	0.8743768372561868	-1.3441100289812073	2.2859953190684044	-3.731423418511551	300.2522	62.192	5894_CARA_HILIC_pos_SIRIUS_merge_5914
93	C19H34N2O4	[M + H]+	C19H34N2O4	0.9999999999999999	113.49152027262241	113.49152027262241	0.0	42	0.9811588676287668	-3.872472303674847	6.1148810506868	-3.755076146261018	355.2578	73.352	2982_CARA_HILIC_pos_SIRIUS_merge_20612
94	C26H45BNO2	[M + H]+	C26H45BNO2	0.9999999999999999	113.33464523503346	113.33464523503346	0.0	33	0.1360769676772587	-4.772781795817884	5.444114093669448	-4.689440620384269	414.3633	108.864	1938_CARA_HILIC_pos_SIRIUS_merge_12820
95	C13H24O8	[M - H2O + H]+	C13H22O7	0.9999999999999999	112.56606995761537	107.66650472115894	4.89956523645643	32	0.9336595303368338	-3.5862210800812204	5.313317252889169	-61861.50685706016	291.1438	50.864	6181_CARA_HILIC_pos_SIRIUS_merge_1245
96	C11H20O3	[M - H2O + H]+	C11H18O2	0.9999999999999999	112.5412638336047	112.5412638336047	0.0	26	0.827367283140494	-6.059729887492556	8.066085138972042	-98350.58337282388	183.1369	30.37	1002_CARA_HILIC_pos_SIRIUS_merge_311
97	C11H18O2	[M + H3N + H]+	C11H21NO2	0.9999999999999999	112.07353273070107	109.98816631868338	2.085366412017691	24	0.9703096257856452	-6.232846280552415	6.232846280552415	-5.022714383647379	200.1635	37.098	1324_CARA_HILIC_pos_SIRIUS_merge_95
98	C17H38B4N4O4	[M + H3N + H]+	C17H41B4N5O4	0.9999999999999999	110.66998334008505	110.66998334008505	0.0	50	0.9456966107688135	5.851653759630075	6.68276214499473	8.850964129474184	420.3786	100.377	5612_CARA_HILIC_pos_SIRIUS_merge_17863
99	C30H58O3	[M + H]+	C30H58O3	0.9999999999999999	110.56981372861874	110.56981372861874	0.0	44	0.9127288505315471	-2.223543862798955	4.497264446688325	-4.6469084738270805	467.4437	24.459	1068_CARA_HILIC_pos_SIRIUS_merge_18137
100	C16H31NO3	[M + H]+	C16H31NO3	0.9999999999999999	110.23348220372874	104.50643818265372	5.727044021075013	30	0.957940086586742	-2.653657286627081	4.45821587788231	-3.040503843461883	286.2368	62.106	3041_CARA_HILIC_pos_SIRIUS_merge_20751
