rank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
17	2	2	N/A	-136.26173715201605	0.9999999999999999	43.17957514741952	C26H52O5	[M + H]+	CNAVIAYLVLDJQO	InChI=1S/C26H52O5/c27-22-20-18-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17-19-21-26(30)31-24-25(29)23-28/h25,27-29H,1-24H2	null	C(CCCCCCCCCCCO)CCCCCCCCCCC(=O)OCC(CO)O	7.7688942	""	COCONUT:(CNP0358038)	2097152	445.3875	28.239	2732_CARA_HILIC_pos_SIRIUS_merge_7475
18	4	1	N/A	-251.91804448478223	0.3150753768844221	49.18141577491816	C45H74O6	[M + H3N + H]+	CTHUSBFULVXKNC	InChI=1S/C45H74O6/c1-9-10-11-12-13-14-15-16-17-18-19-22-41(47)50-29-20-21-40-38(35(4)32-46)27-28-44(8,49)45(40)31-37(51-42(45)48)30-33(2)23-26-39-34(3)24-25-36(5)43(39,6)7/h23,26,30,32,36-37,40,42,48-49H,9-22,24-25,27-29,31H2,1-8H3	null	CCCCCCCCCCCCCC(=O)OCCCC1C(=C(C)C=O)CCC(C12CC(OC2O)C=C(C)C=CC3=C(CCC(C3(C)C)C)C)(C)O	11.8046675	""	COCONUT:(CNP0113965);Natural Products:(UNPD110383);SuperNatural:(SN00297760)	3178496	728.5781	31.984	5066_CARA_HILIC_pos_SIRIUS_merge_2376
19	1	4	N/A	-68.67137193678305	0.33969849246231154	10.879931358655737	C18H33ClN2O5S	[M + H]+	KDLRVYVGXIQJDK	InChI=1S/C18H33ClN2O5S/c1-5-6-10-7-11(21(3)8-10)17(25)20-12(9(2)19)16-14(23)13(22)15(24)18(26-16)27-4/h9-16,18,22-24H,5-8H2,1-4H3,(H,20,25)	Antirobe	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl	1.20617783	2786;29029;1150196;969514;3000512;3001928;446598;451485;3032758;3034218;3629486;5702026;7048641;7048642;7048643;7048644;7048645;7048646;7048647;7048648;7067812;7081602;7276013;7276014;7276015;7276016;7276017;7276018;6602476;6604361;9812677;12110762;12303634;15940197;18528738;16219134;27281318;25749162;25749166;38988504;40768285;40768287;40768289;40768291;40768303;40469533;40480617;45357041;44629925;44119967;44311075;46738092;46781041;46781043;46783762;44421072;52944314;53245639;53384907;59060005;59098376;59660748;59660749;59755169;73265278;71741546;71314903;75534858;76973454;90063025;92131753;93532246;93532247;93532857;93603126;90470545;94001648;89903937;95566284;95566285;95566354;92859108;92859109;98051930;98051931;91971503;118797206;125028855;124525933;124526498;124577523;125462839;124709427;124709428;124709429;124746139;124391318;126963533;129009605;129009913;129627692;131632849;131705607;131706252;134693960;134232214;134990828;137323424;138106572;137487173;137705123;138403270	HMDB:(15321);SuperNatural:(SN00009543 SN00006780 SN00064899 SN00064898);ZINC bio:(ZINC03830580 ZINC03830581 ZINC03830582 ZINC03830583 ZINC03978028 ZINC03978029 ZINC04038341 ZINC04245609 ZINC08551993 ZINC08551994 ZINC08551995 ZINC08551996 ZINC40447743);additional;HSDB:(18323-44-9);MeSH:(2786 29029 446598 27281318 45357041 46783762 53245639 129009913 129627692);PubMed;NORMAN:(NS00008463);COCONUT:(CNP0123886 CNP0308037);PubChem:(2786 29029 1150196 969514 3000512 3001928 446598 451485 3032758 3034218 3629486 5702026 7048641 7048642 7048643 7048644 7048645 7048646 7048647 7048648 7067812 7081602 7276013 7276014 7276015 7276016 7276017 7276018 6602476 6604361 9812677 12110762 12303634 15940197 18528738 16219134 27281318 25749162 25749166 38988504 40768285 40768287 40768289 40768291 40768303 40469533 40480617 45357041 44629925 44119967 44311075 46738092 46781041 46781043 46783762 44421072 52944314 53245639 53384907 59060005 59098376 59660748 59660749 59755169 73265278 71741546 71314903 75534858 76973454 90063025 92131753 93532246 93532247 93532857 93603126 90470545 94001648 89903937 95566284 95566285 95566354 92859108 92859109 98051930 98051931 91971503 118797206 125028855 124525933 124526498 124577523 125462839 124709427 124709428 124709429 124746139 124391318 126963533 129009605 129009913 129627692 131632849 131705607 131706252 134693960 134232214 134990828 137323424 138106572 137487173 137705123 138403270);CHEBI:(93827 3745 95137);PubChem class - bio and metabolites;KEGG:(C06914);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-13892 STERONE-RING)	121400174	425.186	125.753	4656_CARA_HILIC_pos_SIRIUS_merge_20036
20	2	2	N/A	-122.8222058646887	0.9999999999999999	90.05744629291489	C18H31NO4	[M + H3N + H]+	YQFJJDSGBAAUPW	InChI=1S/C18H31NO4/c1-2-3-4-5-6-7-8-9-10-11-15(20)14-17(21)19-16-12-13-23-18(16)22/h16H,2-14H2,1H3,(H,19,21)	N-3-oxo-tetradecanoyl-L-Homoserine lactone	CCCCCCCCCCCC(=O)CC(=O)NC1CCOC1=O	5.19999981	9883786;11688418;24898467	COCONUT:(CNP0347946);PubChem:(9883786 11688418 24898467);CHEBI:(84459);additional;PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubMed	86524002	343.2585	73.817	1330_CARA_HILIC_pos_SIRIUS_merge_6953
21	2	2	N/A	-99.30054235615616	0.9999999999999999	5.375734924716855	C20H40O	[M + H3N + H]+	BLUHKGOSFDHHGX	InChI=1S/C20H40O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h15-21H,6-14H2,1-5H3	null	CC(C)CCCC(C)CCCC(C)CCCC(C)C=CO	8.69999981	24969094;74375943	COCONUT:(CNP0181181);Natural Products:(UNPD194674);PubChem:(24969094 74375943);SuperNatural:(SN00316075)	3178498	314.3404	105.317	6242_CARA_HILIC_pos_SIRIUS_merge_845
22	4	4	N/A	-177.5389014467847	0.8095477386934673	35.710495215098966	C12H25N3O6	[M - H4O2 + H]+	COYAOJMPFAKKAM	InChI=1S/C12H25N3O6/c13-9(11(18)19)3-1-7(16)5-15-6-8(17)2-4-10(14)12(20)21/h7-10,15-17H,1-6,13-14H2,(H,18,19)(H,20,21)	5,5''-Dihydroxy-lys-nle	C(CC(C(=O)O)N)C(CNCC(CCC(C(=O)O)N)O)O	-7.19999981	124011;11709308;40507357;73069397;71777111;71316246;92043400;131698516	MeSH:(124011 73069397 92043400);PubChem:(124011 11709308 40507357 73069397 71777111 71316246 92043400 131698516);PubMed	70	272.1601	153.21	2330_CARA_HILIC_pos_SIRIUS_merge_4307
23	1	1	N/A	-177.80608175126122	0.9954773869346732	27.03871684066363	C10H22O3	[M + K]+	GZMAAYIALGURDQ	InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3	Hexyldiglycol	CCCCCCOCCOCCO	1.81774366	8199	NORMAN:(NS00008688);PubChem:(8199);ZINC bio:(ZINC01596061);PubChem class - bio and metabolites;HSDB:(112-59-4);MeSH:(8199);PubChem class - safety and toxic;PubMed	84156998	229.1183	82.265	5008_CARA_HILIC_pos_SIRIUS_merge_1279
24	3	3	N/A	-57.48952757771086	0.9999999999999999	152.08359144636574	C10H18O5	[M - H4O2 + H]+	OQYZCCKCJQWHIE	InChI=1S/C10H18O5/c11-8(7-10(14)15)5-3-1-2-4-6-9(12)13/h8,11H,1-7H2,(H,12,13)(H,14,15)	3-Hydroxysebacate	C(CCCC(=O)O)CCC(CC(=O)O)O	0.800000012	3017884;20848938;124350388;124350389	COCONUT:(CNP0002388);HMDB:(350);PubChem:(3017884 20848938 124350388 124350389);CHEBI:(89182 132935);additional;PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(3017884);Training Set;PubMed;KEGG Mine	25789218926	183.1001	31.023	3635_CARA_HILIC_pos_SIRIUS_merge_592
25	2	2	N/A	-106.5445655763477	0.9999999999999999	30.334134406872423	C25H48O4	[M + H3N + H]+	VHDHONCVIHDOAO	InChI=1S/C25H48O4/c26-24(27)22-20-18-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17-19-21-23-25(28)29/h1-23H2,(H,26,27)(H,28,29)	Pentacosanedioic acid	C(CCCCCCCCCCCC(=O)O)CCCCCCCCCCCC(=O)O	8.90110683	13828362	COCONUT:(CNP0269034);Natural Products:(UNPD20937);PubChem:(13828362)	2129922	430.3871	89.245	3401_CARA_HILIC_pos_SIRIUS_merge_19374
26	4	4	N/A	-286.7866510611067	0.033165829145728645	2.2376363836917754	C18H32N2O7S	[M - H4O2 + H]+	LQJDFXJIRIYNFD	InChI=1S/C18H32N2O7S/c1-6-9(4)11(15(22)20-12(17(24)25)10(5)7-2)19-16(23)14(28)13(21)18(26)27-8-3/h9-14,21,28H,6-8H2,1-5H3,(H,19,23)(H,20,22)(H,24,25)	(2S,3S)-2-[[(2S,3S)-2-[[(2R,3R)-4-ethoxy-3-hydroxy-4-oxo-2-sulfanylbutanoyl]amino]-3-methylpentanoyl]amino]-3-methylpentanoic acid	CCC(C)C(C(=O)NC(C(C)CC)C(=O)O)NC(=O)C(C(C(=O)OCC)O)S	1.89999998	6102802	PubChem:(6102802);PubChem class - bio and metabolites	16777218	385.1813	120.872	6184_CARA_HILIC_pos_SIRIUS_merge_18950
27	3	3	N/A	-19.59957331256975	0.9999999999999999	31.629556078992778	C8H12N4O3	[M + H]+	YIWFXZNIBQBFHR	InChI=1S/C8H12N4O3/c9-2-7(13)12-6(8(14)15)1-5-3-10-4-11-5/h3-4,6H,1-2,9H2,(H,10,11)(H,12,13)(H,14,15)	Glycyl-L-histidine	C1=C(NC=N1)CC(C(=O)O)NC(=O)CN	-3.9000001	417360;7023106;7023107;18684018;24884382;44368933	HMDB:(28843);PubChem:(417360 7023106 7023107 18684018 24884382 44368933);CHEBI:(73515);ZINC bio:(ZINC13284858 ZINC35024721);additional;PubChem class - bio and metabolites;MeSH:(417360 7023107);Training Set;PubMed	17326190	213.0972	235.586	8_CARA_HILIC_pos_SIRIUS_merge_12735
28	1	1	N/A	-358.24187285498255	0.2864321608040201	10.498664879339959	C60H88O7	[M + H3N + H]+	GQFWMIPDTKFDME	InChI=1S/C60H88O7/c1-7-11-47-58-32-31-56-25-10-14-42(44-20-19-41-12-8-9-13-43(41)35-44)23-26-57-45(21-22-46-50(57)52(2,28-30-54(56,57)4)27-29-53(46,3)51(63)64)36-55(56,5)59(58,38-61)48(62)37-60(47,65)67-49(58)34-40-17-15-39(16-18-40)24-33-66-6/h15-18,41-50,61-62,65H,7-9,11-14,19-24,26-38H2,1-6H3,(H,63,64)	null	CCCC1C23CCC45C#CCC(CCC67C4(CCC8(C6C(CCC7CC5(C2(C(CC1(OC3CC9=CC=C(C=C9)CCOC)O)O)CO)C)C(CC8)(C)C(=O)O)C)C)C1CCC2CCCCC2C1	12.8215828	""	COCONUT:(CNP0100363)	2097152	938.6803	76.792	796_CARA_HILIC_pos_SIRIUS_merge_8941
29	2	2	N/A	-58.865661417807516	0.9999999999999999	66.15590637232154	C20H40O7	[M - H2O + H]+	QNOBYPFIKDXBPL	InChI=1S/C20H40O7/c1-2-3-4-5-6-7-8-9-10-11-12-13-18(24)27-15-17(23)20(26)19(25)16(22)14-21/h16-17,19-23,25-26H,2-15H2,1H3	[(2S,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl] tetradecanoate	CCCCCCCCCCCCCC(=O)OCC(C(C(C(CO)O)O)O)O	3.20000005	18615882;22807268;54237426;101830990	PubChem:(18615882 22807268 54237426 101830990);NORMAN:(NS00049798)	262146	375.2725	73.098	5800_CARA_HILIC_pos_SIRIUS_merge_28369
30	1	1	N/A	-316.1633441962135	0.013065326633165831	23.598731625819568	C42H79N3O8	[M + Na]+	RSEODJACFJCAFT	InChI=1S/C42H79N3O8/c1-3-5-7-9-11-13-15-17-19-21-23-27-33-44(34-28-24-22-20-18-16-14-12-10-8-6-4-2)39(47)31-30-38(46)43-32-26-25-29-37(42(52)53)45(35-40(48)49)36-41(50)51/h37H,3-36H2,1-2H3,(H,43,46)(H,48,49)(H,50,51)(H,52,53)	null	CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)C(=O)CCC(=O)NCCCCC(C(=O)O)N(CC(=O)O)CC(=O)O	9.89999962	102018549	MeSH:(102018549);PubChem:(102018549);PubMed	70	776.5723	72.581	733_CARA_HILIC_pos_SIRIUS_merge_7085
31	2	2	N/A	-95.07303625186084	0.9502512562814069	20.951323410177203	C15H28O12	[M - H2O + H]+	YASQSQYNAKRYLD	InChI=1S/C15H28O12/c1-5(18)4-24-14-12(23)10(21)13(7(3-17)26-14)27-15-11(22)9(20)8(19)6(2-16)25-15/h5-23H,2-4H2,1H3	2-hydroxypropyl 4-O-beta-D-glucopyranosyl-alpha-D-glucopyranoside	CC(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O)O	-4.4000001	155152;13289406;24858939;24858940;53470622;90474830	PubChem:(155152 13289406 24858939 24858940 53470622 90474830);COCONUT:(CNP0338916)	2097154	383.1578	83.439	6052_CARA_HILIC_pos_SIRIUS_merge_24714
32	4	4	N/A	-46.87689105229674	0.9999999999999999	9.716336991280269	C20H35N	[M + H]+	OVQUVWCFWHMKRG	InChI=1S/C20H36N/c1-4-5-6-7-8-9-10-11-15-18-21(2,3)19-20-16-13-12-14-17-20/h12-14,16-17H,4-11,15,18-19H2,1-3H3/q+1	benzyl-dimethyl-undecylazanium	CCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	6.80000019	14029538	NORMAN:(NS00053625);PubChem:(14029538);PubMed	262210	290.2834	104.24	581_CARA_HILIC_pos_SIRIUS_merge_7738
33	1	1	N/A	-299.1029029845245	0.964321608040201	50.857300034877355	C25H26N6O4	[M + H3N + H]+	XJNHCXPFCUQEBU	InChI=1S/C25H26N6O4/c32-22(10-2-1-5-14-31-25(35)17-7-3-4-8-20(17)28-29-31)26-16-11-12-19-18(15-16)24(34)30-13-6-9-21(30)23(33)27-19/h3-4,7-8,11-12,15,21H,1-2,5-6,9-10,13-14H2,(H,26,32)(H,27,33)	null	C1CC2C(=O)NC3=C(C=C(C=C3)NC(=O)CCCCCN4C(=O)C5=CC=CC=C5N=N4)C(=O)N2C1	2.4000001	71826773;75531874;99870949	PubChem:(71826773 75531874 99870949);COCONUT:(CNP0211901)	2097154	492.2381	75.285	121_CARA_HILIC_pos_SIRIUS_merge_994
34	4	2	N/A	-43.85548569522792	0.971356783919598	108.58401330330351	C12H22O4	[M + H3N + H]+	TVIDDXQYHWJXFK	InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)	Corfree M 2	C(CCCCCC(=O)O)CCCCC(=O)O	3.06134129	12736;6991984;12400841;11665832;11229952;16212954;71309580;90477850	HMDB:(623);PubChem class - food;SuperNatural:(SN00002058 SN00283277);ZINC bio:(ZINC01529497);additional;HSDB:(693-23-2);MeSH:(12736);PubMed;NORMAN:(NS00010129);COCONUT:(CNP0282563 CNP0293008);Natural Products:(UNPD31013);PubChem:(12736 6991984 12400841 11665832 11229952 16212954 71309580 90477850);CHEBI:(76273 4676);PubChem class - bio and metabolites;KEGG:(C02678);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-10670)	222096238	248.1849	71.729	1576_CARA_HILIC_pos_SIRIUS_merge_741
35	1	1	N/A	-158.56496147718224	0.9994974874371858	38.31173299426749	C15H28O7	[M + Na]+	MVSLEBWICBVZBS	InChI=1S/C15H28O7/c1-3-4-5-6-10(17)7-9(2)21-15-14(20)13(19)12(18)11(8-16)22-15/h4-5,9-20H,3,6-8H2,1-2H3	null	CCC=CCC(CC(C)OC1C(C(C(C(O1)CO)O)O)O)O	-0.100000001	56776206;95225014;95225015;95225016;95225017	COCONUT:(CNP0135180);Training Set;PubChem:(56776206 95225014 95225015 95225016 95225017);SuperNatural:(SN00041364 SN00041363 SN00041362 SN00041365);ZINC bio:(ZINC67913867 ZINC67913869 ZINC67913872 ZINC67913873)	3170306	343.1734	123.705	6062_CARA_HILIC_pos_SIRIUS_merge_6673
