#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	fdr	tags	internalFilename
4128	382.3	N/A	1	Latanoprost ethyl amide	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf4128	N/A	N/A	IT/ion trap	Positive	ESI	382.3	lib-00003.mgf	Bronze	3	0.504319	2747.06	1.0502	1	NIST14	NIST	382.3	N/A	118.586	3	N/A	1	383.35	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000307969	212	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277994791667	 	spec-00000.mgf
3295	M+FA-H	n/a	1	NCGC00347423-02!3-[(3S,5S,8R,10S,13R,14S,17R)-3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	isolated	lfnothias	698.351	spectrapklbin/spec-00000.mgf3295	InChI=1S/C35H54O14/c1-33-8-5-18(46-32-30(28(42)26(40)23(14-37)48-32)49-31-29(43)27(41)25(39)22(13-36)47-31)12-17(33)3-4-21-20(33)6-9-34(2)19(7-10-35(21,34)44)16-11-24(38)45-15-16/h11,17-23,25-32,36-37,39-44H,3-10,12-15H2,1-2H3/t17-,18-,19+,20?,21+,22?,23?,25?,26?,27?,28?,29?,30?,31?,32?,33-,34+,35-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	743.349	lib-00003.mgf	Gold	1	0.504551	2354.46	1.75018	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	743.349	n/a	199.199	3	C[C@]12CCC3[C@@H](CC[C@H]4C[C@H](CC[C@]34C)OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)[C@@]1(O)CC[C@@H]2C7=CC(=O)OC7	1	741.599	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000846634	206.9	UPDATE-SINGLE-ANNOTATED-GOLD	0.277994791667	 	spec-00000.mgf
3128	M+H-H2O	63983539	1	Spectral Match to 6,15-Diketo-13,14-dihydro Prostaglandin F1.alpha. from NIST14	Isolated	Data deposited by alchemistmatt	0.0	spectrapklbin/spec-00000.mgf3128	N/A	N/A	IT/ion trap	Positive	ESI	353.229	lib-00003.mgf	Bronze	3	0.503718	5390.85	1.90421	1	GNPS-NIST14-MATCHES	Data from Charles Ansong	353.229	N/A	175.759	3	N/A	1	351.325	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00003137576	23.3	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277994791667	 	spec-00000.mgf
1096	M+H	N/A	1	MLS001048954-01!	NIH Natural Product Library	VVP/LMS	352.058	spectrapklbin/spec-00000.mgf1096	N/A	N/A	qTof	Positive	LC-ESI	353.066	lib-00001.mgf	Gold	1	0.505114	5367.77	1.89517	1	GNPS-NIH-NATURALPRODUCTSLIBRARY	Dorrestein	353.066	N/A	103.057	4	COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O	1	351.17	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000079575	54930	UPDATE-SINGLE-ANNOTATED-GOLD	0.277994791667	 	spec-00000.mgf
5827	553.4	123284811	1	Spectral Match to 1,2-Di(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	Isolated	Data deposited by jkharbush	0.0	spectrapklbin/spec-00000.mgf5827	N/A	N/A	IT/ion trap	Negative	ESI	553.39	lib-00003.mgf	Bronze	3	0.508247	3477.88	1.92462	1	GNPS-NIST14-MATCHES	Data from Lihini Aluwihare	553.39	N/A	172.488	3	N/A	1	551.465	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00003138392	398.6	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277559055118	 	spec-00000.mgf
4844	[M+H]+	N/A	1	MoNA:785123 4-[1-(3,5,5,8,8-pentamethyl-6,7-dihydronaphthalen-2-yl)ethenyl]benzoic acid	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf4844	InChI=1S/C24H28O2/c1-15-13-20-21(24(5,6)12-11-23(20,3)4)14-19(15)16(2)17-7-9-18(10-8-17)22(25)26/h7-10,13-14H,2,11-12H2,1,3-6H3,(H,25,26)	N/A	LC-ESI-QFT	 	LC-ESI-QFT	349.216	lib-00003.mgf	Bronze	3	0.50705	5719.07	1.99719	1	MONA	MoNA	349.216	N/A	116.826	3	N/A	1	347.219	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000568278	864590	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277559055118	 	spec-00000.mgf
3961	553.4	123284811	1	Spectral Match to 1,2-Di(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	Isolated	Data deposited by jkharbush	0.0	spectrapklbin/spec-00000.mgf3961	N/A	N/A	IT/ion trap	Negative	ESI	553.39	lib-00003.mgf	Bronze	3	0.508247	3478.21	1.9248	1	GNPS-NIST14-MATCHES	Data from Lihini Aluwihare	553.39	N/A	172.608	3	N/A	1	551.465	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00003138392	398.6	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277559055118	 	spec-00000.mgf
1057	M+H	 62362-53-2	1	Streptorubin	Crude	D. Floros	0.0	spectrapklbin/spec-00000.mgf1057	 	 	qTof	Positive	LC-ESI	392.27	lib-00003.mgf	Bronze	3	0.507619	2429.46	0.953003	1	GNPS-LIBRARY	Dorrestein	392.27	 	108.179	3	 	1	393.223	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000091044	14931.4	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277559055118	 	spec-00000.mgf
834	[M+CH3COO]-/[M-CH3]-	N/A	1	MoNA:140524 Phosphatidylcholine 17:0-18:1 / 16:0-19:1	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf834	InChI=1S/2C43H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-19-17-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44(3,4)5)39-49-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h2*30,32,41H,6-29,31,33-40H2,1-5H3/b2*32-30-	N/A	LC-ESI-ITFT	 	LC-ESI-ITFT	832.61	lib-00003.mgf	Bronze	3	0.512399	154.822	0.128906	1	MONA	MoNA	832.61	N/A	267.54	3	N/A	1	832.739	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000571256	21903	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277338603426	 	spec-00000.mgf
7658	M+FA-H	n/a	1	NCGC00384970-01!7-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-3-(4-hydroxyphenyl)chromen-4-one	isolated	lfnothias	564.148	spectrapklbin/spec-00000.mgf7658	InChI=1S/C26H28O14/c27-9-26(35)10-38-25(23(26)34)37-8-17-20(31)21(32)22(33)24(40-17)39-13-5-15(29)18-16(6-13)36-7-14(19(18)30)11-1-3-12(28)4-2-11/h1-7,17,20-25,27-29,31-35H,8-10H2/t17-,20-,21+,22-,23+,24-,25-,26-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	609.146	lib-00003.mgf	Gold	1	0.52212	2700.13	1.64478	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	609.146	n/a	109.915	3	OC[C@@]1(O)CO[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C(=COC4=C3)C5=CC=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O	1	607.501	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000845609	1267	UPDATE-SINGLE-ANNOTATED-GOLD	0.277338603426	 	spec-00000.mgf
7639	M-H	N/A	1	PE(16:0/18:0); [M-H]- C39H77N1O8P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf7639	N/A	N/A	CID; Velos	Negative	LC-ESI	719.547	lib-00003.mgf	Gold	1	0.512476	1369.07	0.985107	1	PNNL-LIPIDS-NEGATIVE	Thomas Metz	719.547	N/A	190.201	3	N/A	1	720.532	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00003109111	559.7	UPDATE-SINGLE-ANNOTATED-GOLD	0.277338603426	 	spec-00000.mgf
7627	[M-H]-	N/A	1	MoNA:127398 Phosphatidylglyceride 18:1-20:4	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf7627	InChI=1S/C44H77O10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h13,15,19-20,24,26,29-32,41-42,45-46H,3-12,14,16-18,21-23,25,27-28,33-40H2,1-2H3,(H,49,50)/b15-13-,20-19-,26-24-,31-29-,32-30-	N/A	LC-ESI-ITFT	 	LC-ESI-ITFT	795.52	lib-00003.mgf	Bronze	3	0.513327	1008.15	0.802002	1	MONA	MoNA	795.52	N/A	126.517	3	N/A	1	794.718	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000571152	11906.7	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277338603426	 	spec-00000.mgf
7593	M-H	N/A	1	PE(O-18:0/16:0); [M-H]- C39H79N1O7P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf7593	N/A	N/A	CID; Velos	Negative	LC-ESI	705.567	lib-00003.mgf	Gold	1	0.512761	82.7854	0.0584106	1	PNNL-LIPIDS-NEGATIVE	Thomas Metz	705.567	N/A	186.115	3	N/A	1	705.509	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00003096890	468.4	UPDATE-SINGLE-ANNOTATED-GOLD	0.277338603426	 	spec-00000.mgf
7434	[M+H]+	N/A	1	MoNA:2491552 Z-Gly-Pro-OH	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf7434	InChI=1S/C15H18N2O5/c18-13(17-8-4-7-12(17)14(19)20)9-16-15(21)22-10-11-5-2-1-3-6-11/h1-3,5-6,12H,4,7-10H2,(H,16,21)(H,19,20)	N/A	LC-ESI-IT	 	LC-ESI-IT	263.0	lib-00003.mgf	Bronze	3	0.517638	7131.13	1.87549	1	MONA	MoNA	263.0	N/A	13.895	3	N/A	1	261.125	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000567403	226.7	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277338603426	 	spec-00000.mgf
7080	M+FA-H	n/a	1	NCGC00385446-01![(2S,3R,4S,5S,6R)-2-[[(3S,4R,4aR)-4-ethenyl-4a-hydroxy-8-oxo-3,4,5,6-tetrahydropyrano[3,4-c]pyran-3-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 2,4-dihydroxy-6-(3-hydroxyphenyl)benzoate	isolated	lfnothias	602.164	spectrapklbin/spec-00000.mgf7080	InChI=1S/C29H30O14/c1-2-17-27(40-12-18-25(36)39-7-6-29(17,18)38)43-28-24(23(35)22(34)20(11-30)41-28)42-26(37)21-16(9-15(32)10-19(21)33)13-4-3-5-14(31)8-13/h2-5,8-10,12,17,20,22-24,27-28,30-35,38H,1,6-7,11H2/t17-,20+,22+,23-,24+,27-,28-,29+/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	647.162	lib-00003.mgf	Gold	1	0.521365	484.575	0.313599	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	647.162	n/a	157.904	3	OC[C@H]1O[C@@H](O[C@@H]2OC=C3C(=O)OCC[C@@]3(O)[C@H]2C=C)[C@H](OC(=O)C4=C(C=C(O)C=C4O)C5=CC(O)=CC=C5)[C@@H](O)[C@@H]1O	1	647.476	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000846528	1227.4	UPDATE-SINGLE-ANNOTATED-GOLD	0.277338603426	 	spec-00000.mgf
6406	[M+H]	585-88-6	1	ReSpect:PT205470 Maltitol|Malbit|Maltisorb|Maltit|4-O-alpha-Glucopyranosyl-D-glucitol|4-O-alpha-Glucopyranosyl-D-sorbitol|D-4-O-alpha-D-Glucopyranosylglucitol|Amalti Syrup|(2S,3R,4R,5R)-4-[(2R,3R,4S,5S,6R)-3,4,5-trihy	Isolated	ReSpect	0.0	spectrapklbin/spec-00000.mgf6406	1/C12H24O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h4-21H,1-3H2/t4-,5+,6+,7+,8+,9-,10+,11+,12+/m0/s1	N/A	LC-Q-TOF/MS	Positive	ESI	343.124	lib-00003.mgf	Bronze	3	0.512867	6.67053	0.00228882	1	RESPECT	Putative ReSpect Match	343.124	N/A	13.016	3	C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O	1	343.122	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000222190	59.6	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277338603426	 	spec-00000.mgf
606	[M+H]+	N/A	1	MoNA:603779 Tacrolimus	isolated	MoNA	0.0	spectrapklbin/spec-00000.mgf606	InChI=1S/C44H69NO12/c1-10-13-31-19-25(2)18-26(3)20-37(54-8)40-38(55-9)22-28(5)44(52,57-40)41(49)42(50)45-17-12-11-14-32(45)43(51)56-39(29(6)34(47)24-35(31)48)27(4)21-30-15-16-33(46)36(23-30)53-7/h10,19,21,26,28-34,36-40,46-47,52H,1,11-18,20,22-24H2,2-9H3/b25-19-,27-21+/t26-,28+,29+,30-,31+,32-,33+,34-,36+,37-,38-,39+,40+,44+/m0/s1	N/A	LC-ESI-QFT	 	LC-ESI-QFT	804.489	lib-00003.mgf	Bronze	3	0.51528	2231.51	1.79523	1	MONA	MoNA	804.489	N/A	250.206	3	N/A	1	802.694	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000570451	3166.24	UPDATE-SINGLE-ANNOTATED-BRONZE	0.277338603426	 	spec-00000.mgf
5912	M+H	n/a	1	NCGC00385789-01_C26H42O9_5,6,16-Trihydroxygrayanotox-10-en-3-yl hexopyranoside	isolated	lfnothias	498.283	spectrapklbin/spec-00000.mgf5912	InChI=1S/C26H42O9/c1-12-14-6-5-13-8-25(14,11-24(13,4)32)9-17(28)26(33)15(12)7-18(23(26,2)3)35-22-21(31)20(30)19(29)16(10-27)34-22/h13-22,27-33H,1,5-11H2,2-4H3	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	499.29	lib-00003.mgf	Gold	1	0.510086	3893.77	1.94412	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	499.29	n/a	112.884	6	CC1(O)CC23CC(O)C4(O)C(CC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C(=C)C2CCC1C3	1	497.346	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000853735	664.6	UPDATE-SINGLE-ANNOTATED-GOLD	0.277338603426	 	spec-00000.mgf
5784	M+FA-H	n/a	1	NCGC00380364-01!	isolated	lfnothias	766.45	spectrapklbin/spec-00000.mgf5784	InChI=1S/C41H66O13/c1-20(21-10-13-39(7)33-22(43)16-25-36(2,3)12-11-26(45)41(25)19-40(33,41)15-14-38(21,39)6)8-9-27(53-34-31(49)28(46)23(44)18-51-34)37(4,5)54-35-32(50)30(48)29(47)24(17-42)52-35/h11-12,20-25,27-35,42-44,46-50H,8-10,13-19H2,1-7H3/t20?,21?,22-,23+,24+,25?,27?,28-,29+,30-,31+,32+,33?,34-,35-,38+,39-,40-,41+/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	811.448	lib-00003.mgf	Gold	1	0.510124	1525.19	1.23761	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	811.448	n/a	235.772	5	CC(CCC(O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C3CC[C@@]4(C)C5[C@@H](O)CC6[C@]7(C[C@@]57CC[C@]34C)C(=O)C=CC6(C)C	1	812.686	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000847334	2616.7	UPDATE-SINGLE-ANNOTATED-GOLD	0.277338603426	 	spec-00000.mgf
5537	M+FA-H	n/a	1	NCGC00180568-03_C36H58O11_1-O-[(2alpha,3beta,5xi,6beta,9xi,18xi)-2,3,6,23-Tetrahydroxy-28-oxoolean-12-en-28-yl]-beta-D-glucopyranose	isolated	lfnothias	666.398	spectrapklbin/spec-00000.mgf5537	InChI=1S/C36H58O11/c1-31(2)9-11-36(30(45)47-29-26(43)25(42)24(41)22(16-37)46-29)12-10-34(5)18(19(36)13-31)7-8-23-32(3)14-21(40)28(44)33(4,17-38)27(32)20(39)15-35(23,34)6/h7,19-29,37-44H,8-17H2,1-6H3/t19?,20-,21-,22-,23?,24-,25+,26-,27?,28+,29+,32-,33+,34-,35-,36+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	711.396	lib-00003.mgf	Gold	1	0.509426	1745.44	1.2417	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	711.396	n/a	245.416	4	CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5[C@H](O)C[C@@]34C)C2C1)C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O	1	712.638	C18_neg_6_nodupl_gapfil35_25ppm_GNPS.mgf	CCMSLIB00000850520	567.9	UPDATE-SINGLE-ANNOTATED-GOLD	0.277338603426	 	spec-00000.mgf
