shared name	CSI_#adducts	CSI_#predictedFPs	CSI_ConfidenceScore	CSI_CSI:FingerIDScore	CSI_ZodiacScore	CSI_SiriusScore	CSI_molecularFormula	CSI_adduct	CSI_InChIkey2D	CSI_InChI	CSI_name	CSI_smiles	CSI_xlogp	CSI_pubchemids	CSI_links	CSI_dbflags	CSI_ionMass	CSI_retentionTimeInSeconds	CSI_id
4453	1	1		-404.697	0.976	31.061	C13H15N3O9S	[M - H2O - H]-	IPEDDMWJHHDLHP	InChI=1S/C13H15N3O9S/c14-13(11-9(19)7(17)8(18)10(25-11)12(20)21)15-4(3-26-13)5-1-2-6(24-5)16(22)23/h1-3,7-11,15,17-19H,14H2,(H,20,21)	(2S,3S,4S,5R)-6-[2-amino-4-(5-nitrofuran-2-yl)-3H-1,3-thiazol-2-yl]-3,4,5-trihydroxyoxane-2-carboxylic acid	C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(N2)(C3C(C(C(C(O3)C(=O)O)O)O)O)N	-3.5	21120539;21120540;98100032;98100033;98100034;98100036	MeSH:(21120539);PubChem:(21120539 21120540 98100032 98100033 98100034 98100036);PubMed	70	370.034	94.084	1636_CARA_HILIC_neg_SIRIUS_charge0_removed_4453
1859	2	2		-39.584	1.0	91.869	C7H12N2O4	[M - H]-	KSMRODHGGIIXDV	InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)	Acutil-S	CC(=O)NC(CCC(=O)N)C(=O)O	-1.416	25560;25561;182230;444019;6999103;36691075;101115818;101115819;138397724	HMDB:(6029);SuperNatural:(SN00216610);ZINC bio:(ZINC01731762 ZINC02019886);additional;MeSH:(25561 182230);PubMed;NORMAN:(NS00013335);COCONUT:(CNP0348435);PubChem:(25560 25561 182230 444019 6999103 36691075 101115818 101115819 138397724);CHEBI:(73685 143879 143880 21553 144430);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;YMDB:(1757);Training Set;KEGG Mine	25857712238	187.072	106.995	4860_CARA_HILIC_neg_SIRIUS_charge0_removed_1859
1924	3	3		-50.03	1.0	32.192	C6H8N2O2	[M - H]-	ZCKYOWGFRHAZIQ	InChI=1S/C6H8N2O2/c9-6(10)2-1-5-3-7-4-8-5/h3-4H,1-2H2,(H,7,8)(H,9,10)	dihydrourocanate	C1=C(NC=N1)CCC(=O)O	0.205	70630;18976074	HMDB:(2271);ZINC bio:(ZINC08294944 ZINC24690773);MeSH:(70630);PubMed;NORMAN:(NS00023463);COCONUT:(CNP0199628);KNApSAcK:(50820);Natural Products:(UNPD176580);PubChem:(70630 18976074);CHEBI:(72991 73087);PubChem class - bio and metabolites;KEGG:(C20522);PubChem class - safety and toxic;Biocyc:(CPD-15171)	86288766	139.052	155.822	1783_CARA_HILIC_neg_SIRIUS_charge0_removed_1924
6185	1	5		-440.434	0.425	3.182	C17H23N9O2	[M - H]-	WREBDSFOSWCPIS	InChI=1S/C17H23N9O2/c1-28-17-21-8-10(9-22-17)11-14(26-6-4-2-3-5-7-26)24-13(18)12(23-11)15(27)25-16(19)20/h8-9H,2-7H2,1H3,(H2,18,24)(H4,19,20,25,27)		COC1=NC=C(C=N1)C2=C(N=C(C(=N2)C(=O)N=C(N)N)N)N3CCCCCC3	0.6	135393474;137348111	PubChem:(135393474 137348111);PubChem class - bio and metabolites	16777218	384.188	163.515	2236_CARA_HILIC_neg_SIRIUS_charge0_removed_6185
3779	1	1		-399.172	1.0	16.498	C28H58O4	[M - H2O - H]-	UMVLSQZPVBZHFH	InChI=1S/C28H58O4/c1-26(30)25-28(32)22-20-18-16-14-12-10-8-6-4-2-3-5-7-9-11-13-15-17-19-21-27(31)23-24-29/h26-32H,2-25H2,1H3		CC(CC(CCCCCCCCCCCCCCCCCCCCCC(CCO)O)O)O	9.4	121434346	COCONUT:(CNP0254930);Natural Products:(UNPD158150);PubChem:(121434346);SuperNatural:(SN00280207)	3178498	439.415	64.329	3300_CARA_HILIC_neg_SIRIUS_charge0_removed_3779
10156	3	3		-167.257	1.0	30.659	C9H14O4	[M - H]-	LUCODFUPVSYZRC	InChI=1S/C9H14O4/c1-7(10)8(11)5-3-2-4-6-9(12)13/h2-6H2,1H3,(H,12,13)	7,8-diketopelargonate	CC(=O)C(=O)CCCCCC(=O)O	0.3	458121;90659110	PubChem:(458121 90659110);YMDB Mine;CHEBI:(139386);ZINC bio:(ZINC05854976);EcoCyc Mine;Biocyc:(CPD0-1485 MGCL2);KEGG Mine	60129552418	185.081	72.434	2533_CARA_HILIC_neg_SIRIUS_charge0_removed_10156
3142	3	3		-68.238	1.0	82.526	C6H9NO5	[M - H]-	ADZLWSMFHHHOBV	InChI=1S/C6H9NO5/c8-3-7-4(6(11)12)1-2-5(9)10/h3-4H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	formylglutamate	C(CC(=O)O)C(C(=O)O)NC=O	-1.0	102672;439376;5459967;21117755;24771764;24771765	HMDB:(3470);SuperNatural:(SN00216276);ZINC bio:(ZINC01532827 ZINC05112941);MeSH:(102672 439376);PubMed;NORMAN:(NS00046089);COCONUT:(CNP0083446);PubChem:(102672 439376 5459967 21117755 24771764 24771765);YMDB Mine;CHEBI:(17684 48309);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C01045);Biocyc:(CPD-600)	51559803246	174.041	102.469	4828_CARA_HILIC_neg_SIRIUS_charge0_removed_3142
1893	1	5		-500.67	0.733	11.616	C31H53N3O7	[M - H2O - H]-	LEPQGBBYCAJNJG	InChI=1S/C31H53N3O7/c1-6-7-9-24(10-8-17-35)27(40-22(2)36)19-29(41-30(38)25(33-4)21-32-3)31(13-15-34-16-14-31)20-23-11-12-26(37)28(18-23)39-5/h11-12,18,24-25,27,29,32-35,37H,6-10,13-17,19-21H2,1-5H3		CCCCC(CCCO)C(CC(C1(CCNCC1)CC2=CC(=C(C=C2)O)OC)OC(=O)C(CNC)NC)OC(=O)C	4.078		COCONUT:(CNP0088031 CNP0330913);SuperNatural:(SN00175208)	3145728	560.369	104.449	190_CARA_HILIC_neg_SIRIUS_charge0_removed_1893
8201	3	3		-16.705	1.0	86.463	C9H11NO3	[M - H]-	OUYCCCASQSFEME	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	0.268	1153;6057;71098;134618;450407;450408;450409;450610;2724449;3741725;4300518;5460804;5460805;5460807;5460811;5460812;5460814;5460819;5460820;5460822;10513366;10657063;6919035;6942100;12144755;12209698;12209699;12209703;12209704;12209705;12209706;12209707;12209714;12209715;12209716;12209718;12209719;12209720;12209722;12209728;12209730;12209731;10035292;10081061;10176393;10261774;10285839;11819702;11344427;10419891;16057302;16121128;16121129;18761740;16213418;16213445;16213583;16217563;22525020;22525021;22525022;25033054;24209846;24209847;25240685;25240941;25241510;25241511;46198802;46198803;46200025;46200026;46200027;46200028;46200029;46200030;46200031;46200180;46200178;46200179;46200181;46200182;46200183;46200184;46200325;46200326;46200327;46200328;46200329;46200486;51038299;51038519;46932123;54170871;54170875;56613523;56615578;56846617;66995444;67616738;71524149;71308851;87528069;87206347;90695549;91056413;90471999;90472602;101207897;102122882;102134361;102176480;101397207;101397208;101473587;102352870;102352865;102352866;102352868;102352869;102601143;102601262;102602318;102445951;102467108;119078552;118264389;118404240;121232915;121232916;124202800;124202884;129691772;129718953;129827297;131708673;131869542;138986902	HMDB:(158);PubChem class - food;SuperNatural:(SN00321715 SN00001300);ZINC bio:(ZINC00002234 ZINC00266964);additional;HSDB:(60-18-4);MeSH:(6057);Plantcyc:(TYR);PubMed;NORMAN:(NS00001880);COCONUT:(CNP0082847 CNP0082848 CNP0116237 CNP0273041);KNApSAcK:(1397);Natural Products:(UNPD23045 UNPD50706);PubChem:(1153 6057 71098 134618 450407 450408 450409 450610 2724449 3741725 4300518 5460804 5460805 5460807 5460811 5460812 5460814 5460819 5460820 5460822 10513366 10657063 6919035 6942100 12144755 12209698 12209699 12209703 12209704 12209705 12209706 12209707 12209714 12209715 12209716 12209718 12209719 12209720 12209722 12209728 12209730 12209731 10035292 10081061 10176393 10261774 10285839 11819702 11344427 10419891 16057302 16121128 16121129 18761740 16213418 16213445 16213583 16217563 22525020 22525021 22525022 25033054 24209846 24209847 25240685 25240941 25241510 25241511 46198802 46198803 46200025 46200026 46200027 46200028 46200029 46200030 46200031 46200180 46200178 46200179 46200181 46200182 46200183 46200184 46200325 46200326 46200327 46200328 46200329 46200486 51038299 51038519 46932123 54170871 54170875 56613523 56615578 56846617 66995444 67616738 71524149 71308851 87528069 87206347 90695549 91056413 90471999 90472602 101207897 102122882 102134361 102176480 101397207 101397208 101473587 102352870 102352865 102352866 102352868 102352869 102601143 102601262 102602318 102445951 102467108 119078552 118264389 118404240 121232915 121232916 124202800 124202884 129691772 129718953 129827297 131708673 131869542 138986902);CHEBI:(32760 32784 28479 32773 58315 32761 32775 32774 17895 32762 58570 18186 32786 32785);PubChem class - bio and metabolites;KEGG:(C00082 C06420 C01536);PubChem class - safety and toxic;YMDB:(364 805);Training Set;PubChem class - drug;Biocyc:(D-TYROSINE TYR)	255847294	180.066	136.472	2813_CARA_HILIC_neg_SIRIUS_charge0_removed_8201
2250	1	1		-286.178	1.0	21.241	C5H9ClFN3O2	[M - H]-	GXBOHUAFQNRVRA	InChI=1S/C5H9ClFN3O2/c6-1-4-10(9-12)5(11)8-3-2-7/h1-4H2,(H,8,11)	N-(2-Chloroethyl)-N''-(2-fluoroethyl)nitrosourea	C(CF)NC(=O)N(CCCl)N=O	1.15	203111;450683	PubChem class - safety and toxic;PubChem:(203111 450683);PubMed	67108930	196.028	153.359	4472_CARA_HILIC_neg_SIRIUS_charge0_removed_2250
431	3	3		-157.963	1.0	56.316	C11H16O5	[M - H]-	ZVMSPBRNCJKZRT	InChI=1S/C11H16O5/c1-8(12)4-2-3-5-9(11(15)16)6-7-10(13)14/h6H,2-5,7H2,1H3,(H,13,14)(H,15,16)		CC(=O)CCCCC(=CCC(=O)O)C(=O)O	0.5	101893000	PubChem:(101893000);COCONUT:(CNP0281520)	2097154	227.092	71.024	170_CARA_HILIC_neg_SIRIUS_charge0_removed_431
7879	3	3		-161.414	1.0	59.089	C14H24O5	[M - H2O - H]-	PJQUDRJHWUHSGO	InChI=1S/C14H24O5/c15-13(16)7-5-3-1-2-4-6-11-8-9-12(19-11)10-14(17)18/h11-12H,1-10H2,(H,15,16)(H,17,18)	8-[5-(carboxymethyl)oxolan-2-yl]octanoic acid	C1CC(OC1CCCCCCCC(=O)O)CC(=O)O	2.4	13220197;71445486	COCONUT:(CNP0176945);Natural Products:(UNPD163878 UNPD194140);PubChem:(13220197 71445486);SuperNatural:(SN00355413 SN00243387)	3178498	253.144	71.109	187_CARA_HILIC_neg_SIRIUS_charge0_removed_7879
6811	3	3		-139.697	0.991	12.205	C8H19NO7	[M - H4O2 - H]-	KGQLHIBPZMFCTC	InChI=1S/C8H19NO7/c9-1-3(11)5(13)7(15)8(16)6(14)4(12)2-10/h3-8,10-16H,1-2,9H2	Glucotalooctamine	C(C(C(C(C(C(C(CO)O)O)O)O)O)O)N	-4.237	195744;22863345;124580565;125357376;125357377;125357378	MeSH:(195744);PubChem:(195744 22863345 124580565 125357376 125357377 125357378);PubMed	70	204.088	139.403	2144_CARA_HILIC_neg_SIRIUS_charge0_removed_6811
4385	1	1		-290.584	1.0	16.729	C19H41NO4	[M - H]-	RTFMGIDFSSEAGW	InChI=1S/C19H42NO4/c1-2-3-4-5-6-7-8-9-10-11-18-24-19-20(12-15-21,13-16-22)14-17-23/h21-23H,2-19H2,1H3/q+1	Dodecoxymethyl-tris(2-hydroxyethyl)azanium	CCCCCCCCCCCCOC[N+](CCO)(CCO)CCO	3.8	3018618	PubChem:(3018618);NORMAN:(NS00059818)	262146	346.294	108.744	949_CARA_HILIC_neg_SIRIUS_charge0_removed_4385
7703	1	1		-303.797	0.884	15.403	C50H48O12	[M - H]-	NYWCVTMERWKLGP	InChI=1S/C50H48O12/c1-24(2)7-11-33-44(59)42-39(57)20-37(55)32(48(42)61-46(33)30-13-9-28(51)18-35(30)53)15-16-50(6)22-26(5)17-27(23-50)41-38(56)21-40(58)43-45(60)34(12-8-25(3)4)47(62-49(41)43)31-14-10-29(52)19-36(31)54/h7-10,13-21,27,51-58H,11-12,22-23H2,1-6H3		CC1=CC(CC(C1)(C)C=CC2=C3C(=C(C=C2O)O)C(=O)C(=C(O3)C4=C(C=C(C=C4)O)O)CC=C(C)C)C5=C(C=C(C6=C5OC(=C(C6=O)CC=C(C)C)C7=C(C=C(C=C7)O)O)O)O	10.9	131751486	COCONUT:(CNP0340759);HMDB:(33754);PubChem:(131751486);PubChem class - bio and metabolites	18874378	839.308	82.258	2300_CARA_HILIC_neg_SIRIUS_charge0_removed_7703
1726	1	2		-243.615	0.913	13.471	C12H23NO10	[M - H2O - H]-	LAVNEPYDFKGEOD	InChI=1S/C12H23NO10/c13-4(1-14)7(18)11(5(17)2-15)23-12-10(21)9(20)8(19)6(3-16)22-12/h1,4-12,15-21H,2-3,13H2	Lactosamine	C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)N)O)O)O)O)O	-5.3	119065;101683389;101966574	COCONUT:(CNP0002516);HMDB:(6591);PubChem:(119065 101683389 101966574);PubChem class - bio and metabolites;MeSH:(119065 101683389);PubMed	18874446	322.113	102.356	1881_CARA_HILIC_neg_SIRIUS_charge0_removed_1726
8875	1	1		-288.642	1.0	26.86	C21H39N3O4	[M - H]-	HBLQRZAKYHYRIC	InChI=1S/C21H39N3O4/c1-5-8-10-12-16(14-19(25)24-18(7-3)21(27)28)23-20(26)15(4)17(22)13-11-9-6-2/h7,15-17H,5-6,8-14,22H2,1-4H3,(H,23,26)(H,24,25)(H,27,28)	2-[[(3S)-3-[[(2R,3S)-3-amino-2-methyloctanoyl]amino]octanoyl]amino]but-2-enoic acid	CCCCCC(CC(=O)NC(=CC)C(=O)O)NC(=O)C(C)C(CCCCC)N	1.3	59235415;59864008;102287023	PubChem:(59235415 59864008 102287023);COCONUT:(CNP0336233)	2097154	396.285	75.537	52_CARA_HILIC_neg_SIRIUS_charge0_removed_8875
6456	2	2		-193.109	1.0	16.554	C19H39NO4	[M - H]-	PEMMQZWMTJRCAR	InChI=1S/C19H39NO4/c1-2-3-4-5-6-7-8-9-10-11-16(22)12-15-13-18(23)19(24)17(14-21)20-15/h15-24H,2-14H2,1H3	batzellaside C	CCCCCCCCCCCC(CC1CC(C(C(N1)CO)O)O)O	4.0	11302398;21777912;71698050;71698149;101778072	COCONUT:(CNP0355055);Natural Products:(UNPD106518);PubChem:(11302398 21777912 71698050 71698149 101778072);SuperNatural:(SN00243980);MeSH:(11302398);PubMed	3178566	344.28	91.727	4279_CARA_HILIC_neg_SIRIUS_charge0_removed_6456
8610	2	7		-182.431	0.865	5.383	C16H15NO	[M - H2O - H]-	OGUQXZFCZBRSRA	InChI=1S/C16H15NO/c1-13(18)17-16-10-6-5-9-15(16)12-11-14-7-3-2-4-8-14/h2-12H,1H3,(H,17,18)	N-(2-styryl-phenyl)-acetamide	CC(=O)NC1=CC=CC=C1C=CC2=CC=CC=C2	3.472	2749038;5704797;5825569	COCONUT:(CNP0041152);PubChem:(2749038 5704797 5825569);SuperNatural:(SN00132763);ZINC bio:(ZINC13402352)	3153922	218.098	70.272	5208_CARA_HILIC_neg_SIRIUS_charge0_removed_8610
2144	1	1		-50.722	1.0	60.3	C9H16N2O6	[M - H]-	JSIQVRIXMINMTA	InChI=1S/C9H16N2O6/c1-4(12)7(9(16)17)11-8(15)5(10)2-3-6(13)14/h4-5,7,12H,2-3,10H2,1H3,(H,11,15)(H,13,14)(H,16,17)	L-alpha-glutamyl-L-threonine	CC(C(C(=O)O)NC(=O)C(CCC(=O)O)N)O	-4.4	6998030;6998031;18218202;44217137;56972309;73357671;113628748;133126719	COCONUT:(CNP0347602);HMDB:(28829);PubChem:(6998030 6998031 18218202 44217137 56972309 73357671 113628748 133126719);CHEBI:(73510);additional;PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20354)	19417130	247.093	153.774	2318_CARA_HILIC_neg_SIRIUS_charge0_removed_2144
7535	2	2		-366.901	0.687	19.223	C17H28N6O5	[M - H]-	FOFORQYTEPGQOY	InChI=1S/C17H27N6O5/c1-16(2)9-11(10-17(3,4)23(16)28)20-13-7-12(19-6-5-18)14(21(24)25)8-15(13)22(26)27/h7-8,11,19-20H,5-6,9-10,18H2,1-4H3/q-1	3-N-(2-aminoethyl)-4,6-dinitro-1-N-(2,2,6,6-tetramethyl-1-oxidopiperidin-4-yl)benzene-1,3-diamine	CC1(CC(CC(N1[O-])(C)C)NC2=C(C=C(C(=C2)NCCN)[N+](=O)[O-])[N+](=O)[O-])C	3.0	3259831	PubChem:(3259831);PubChem class - bio and metabolites	16777218	395.202	80.045	4497_CARA_HILIC_neg_SIRIUS_charge0_removed_7535
1703	1	1		-267.9	0.999	19.398	C44H87NO6	[M - H]-	OUVFMUMVGUPQJP	InChI=1S/C44H87NO6/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-41(48)43(50)44(51)45-39(38-46)42(49)40(47)36-34-32-30-28-26-16-14-12-10-8-6-4-2/h14,16,39-43,46-50H,3-13,15,17-38H2,1-2H3,(H,45,51)	N-[(E,1S,2S,3R)-2,3-dihydroxy-1-(hydroxymethyl)heptadec-10-enyl]-2,3-dihydroxy-hexacosanamide	CCCCCCCCCCCCCCCCCCCCCCCC(C(C(=O)NC(CO)C(C(CCCCCCC=CCCCCCC)O)O)O)O	14.8	66553556	COCONUT:(CNP0136349);Natural Products:(UNPD216563);PubChem:(66553556)	2129922	724.648	32.789	3642_CARA_HILIC_neg_SIRIUS_charge0_removed_1703
8235	3	3		-24.551	1.0	15.861	C6H6O	[M - H]-	ISWSIDIOOBJBQZ	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	benzenod	C1=CC=C(C=C1)O	1.424	996;119047;123295;450724;5152889;12205419;12203467;12205407;12205408;12205409;12205411;12205412;12205413;12205414;12205416;12205417;12205420;11094559;11240442;11366956;19933415;16213343;16217430;20488062;57224171;53933671;76972960;88635940;102071048;101252639;101252640;102491680;129719597	HMDB:(228);PubChem class - food;SuperNatural:(SN00387155 SN00011513);ZINC bio:(ZINC05133329);HSDB:(108-95-2);MeSH:(996 119047);Plantcyc:(PHENOL);PubMed;NORMAN:(NS00010045);COCONUT:(CNP0155356 CNP0201824);KNApSAcK:(2664);Natural Products:(UNPD176645 UNPD196235);PubChem:(996 119047 123295 450724 5152889 12205419 12203467 12205407 12205408 12205409 12205411 12205412 12205413 12205414 12205416 12205417 12205420 11094559 11240442 11366956 19933415 16213343 16217430 20488062 57224171 53933671 76972960 88635940 102071048 101252639 101252640 102491680 129719597);CHEBI:(15882 50526 52245);PubChem class - bio and metabolites;KEGG:(C15584 C00146);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(PHENOL)	255241086	93.035	70.869	2884_CARA_HILIC_neg_SIRIUS_charge0_removed_8235
2578	3	3		-134.648	1.0	47.182	C13H16N2O6	[M - H]-	QZOSVNLXLSNHQK	InChI=1S/C13H16N2O6/c14-9(5-7-1-3-8(16)4-2-7)12(19)15-10(13(20)21)6-11(17)18/h1-4,9-10,16H,5-6,14H2,(H,15,19)(H,17,18)(H,20,21)	2-[[2-amino-3-(4-hydroxyphenyl)propanoyl]amino]butanedioic acid	C1=CC(=CC=C1CC(C(=O)NC(CC(=O)O)C(=O)O)N)O	-0.842	9817652;19816752;81642899;104905425	COCONUT;HMDB:(29101);PubChem:(9817652 19816752 81642899 104905425);CHEBI:(141455);additional;Training Set	2637866	295.093	154.742	2121_CARA_HILIC_neg_SIRIUS_charge0_removed_2578
10621	1	1		-314.986	0.868	62.161	C28H12O16	[M - H]-	UZVDRWKEZGYQDR	InChI=1S/C28H12O16/c29-5-1-3-7(17(33)15(5)31)9-13-11-12-14(28(40)44-23(11)19(35)21(9)41-25(3)37)10-8-4(2-6(30)16(32)18(8)34)26(38)42-22(10)20(36)24(12)43-27(13)39/h1-2,9,21,29,31-36,40H		C1=C2C(=C(C(=C1O)O)O)C3C(C(=C4C5=C3C(=O)OC6=C5C(=C(O4)O)C7=C8C(=CC(=O)C(=C8O)O)C(=O)OC7=C6O)O)OC2=O	-2.4	137185899	COCONUT:(CNP0021873);HMDB:(29275);PubChem:(137185899)	2097162	603.004	342.74	3922_CARA_HILIC_neg_SIRIUS_charge0_removed_10621
516	1	1		-246.217	1.0	12.083	C18H38O3	[M - H2O - H]-	RGQVEMVVEFTMJD	InChI=1S/C18H38O3/c1-2-3-4-5-8-11-14-17(20)18(21)15-12-9-6-7-10-13-16-19/h17-21H,2-16H2,1H3	1,9,10-Octadecanetriol	CCCCCCCCC(C(CCCCCCCCO)O)O	5.3	110945	PubChem:(110945);NORMAN:(NS00043450)	262146	283.263	65.368	4642_CARA_HILIC_neg_SIRIUS_charge0_removed_516
4452	2	2		-328.219	0.01	10.955	C47H70N2O5	[M - H]-	DUEACDWPNQVCIJ	InChI=1S/C47H70N2O5/c1-33-18-19-39(28-36-12-9-13-37(27-36)29-44(49-30-33)38-14-6-5-7-15-38)34(2)11-8-16-40(32-52)42-21-23-47(45(42)53)43(17-10-26-50)41(35(3)31-51)20-22-46(47,54)24-25-48-4/h8-9,11-13,16,18,27,31,38-39,42-45,48-50,52-54H,2,5-7,10,14-15,17,19-26,28-30,32H2,1,3-4H3		CC1=CCC(CC2=CC(=CC=C2)CC(NC1)C3CCCCC3)C(=C)C=CC=C(CO)C4CCC5(C4O)C(C(=C(C)C=O)CCC5(CCNC)O)CCCO	8.365		COCONUT:(CNP0025230 CNP0239694);SuperNatural:(SN00169816)	3145728	741.518	100.862	5520_CARA_HILIC_neg_SIRIUS_charge0_removed_4452
6209	2	2		-121.864	1.0	32.1	C17H31N3O4	[M - H]-	JNTMAZFVYNDPLB	InChI=1S/C17H31N3O4/c1-5-10(3)13(18)16(22)20-9-7-8-12(20)15(21)19-14(17(23)24)11(4)6-2/h10-14H,5-9,18H2,1-4H3,(H,19,21)(H,23,24)	diprotin A	CCC(C)C(C(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)O)N	1.243	3107;94701;7408144;7408145;13419895;11902899;46781405;98664144;124824909;124420575;139024587	COCONUT:(CNP0336221);KNApSAcK:(18579);PubChem:(3107 94701 7408144 7408145 13419895 11902899 46781405 98664144 124824909 124420575 139024587);CHEBI:(93213);ZINC bio:(ZINC02391110 ZINC03872319 ZINC03872320 ZINC03872321);additional;PubChem class - bio and metabolites;MeSH:(3107 94701);PubChem class - safety and toxic;Training Set;PubMed	86532214	340.223	123.223	3361_CARA_HILIC_neg_SIRIUS_charge0_removed_6209
3911	3	3		-99.671	1.0	12.798	C18H34O5	[M - H4O2 - H]-	XSKPTXLSWNXFMY	InChI=1S/C18H34O5/c19-16(13-9-5-3-7-11-15-18(22)23)12-8-4-1-2-6-10-14-17(20)21/h16,19H,1-15H2,(H,20,21)(H,22,23)	9-hydroxyoctadecanedioic acid	C(CCCCC(=O)O)CCCC(CCCCCCCC(=O)O)O	4.5	22000992	COCONUT:(CNP0307682);Natural Products:(UNPD7994);PubChem:(22000992);SuperNatural:(SN00337783)	3178498	293.211	32.746	5140_CARA_HILIC_neg_SIRIUS_charge0_removed_3911
2337	2	5		-232.842	0.686	25.188	C9H12N4O2S	[M - H]-	YEIJIKCGOXNLAD	InChI=1S/C9H12N4O2S/c1-2-3-4-16(14,15)9-7-8(11-5-10-7)12-6-13-9/h5-6H,2-4H2,1H3,(H,10,11,12,13)	6-(Butylsulfonyl)purine	CCCCS(=O)(=O)C1=NC=NC2=C1NC=N2	0.9	5484333	PubChem:(5484333);PubChem class - safety and toxic	67108866	239.06	109.224	3757_CARA_HILIC_neg_SIRIUS_charge0_removed_2337
4324	3	3		-187.771	0.999	18.925	C24H34O6	[M - H]-	PXYRCOIAFZBLBN	InChI=1S/C24H34O6/c1-12(2)14-11-24-9-6-15-22(3,7-5-8-23(15,4)21(29)30)16(24)10-13(14)17(19(25)26)18(24)20(27)28/h11-13,15-18H,5-10H2,1-4H3,(H,25,26)(H,27,28)(H,29,30)	Ambcb6048069	CC(C)C1=CC23CCC4C(C2CC1C(C3C(=O)O)C(=O)O)(CCCC4(C)C(=O)O)C	4.2	1551310;1551311;101596;249748;3246054;6713696;11870395;11870396;11896897;11896898;19564473;19564474;18390267;18390268;20024750;20024751;21117613;21139794;23307899;53298691;73350631;73852568;86278665;98061285;98061286;139078890	NORMAN:(NS00041400);MeSH:(73852568);PubChem:(1551310 1551311 101596 249748 3246054 6713696 11870395 11870396 11896897 11896898 19564473 19564474 18390267 18390268 20024750 20024751 21117613 21139794 23307899 53298691 73350631 73852568 86278665 98061285 98061286 139078890);PubMed	262214	417.227	74.864	3787_CARA_HILIC_neg_SIRIUS_charge0_removed_4324
2143	3	3		-52.099	1.0	30.881	C9H8O3	[M - H]-	NGSWKAQJJWESNS	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	coumarate	C1=CC(=CC=C1C=CC(=O)O)O	1.393	322;1549106;637542;11116469;16109932;54708745;54721280;54729371;71310960;117064649;124202750;131708669;131871182	HMDB:(2035 30677 128076);SuperNatural:(SN00157333 SN00000381 SN00248047 SN00397780);ZINC bio:(ZINC00039811 ZINC04632590);additional;MeSH:(637542);Plantcyc:(COUMARATE);PubMed;NORMAN:(NS00004354);COCONUT:(CNP0255341 CNP0359225);KNApSAcK:(580);Natural Products:(UNPD19621 UNPD96408 UNPD212098);PubChem:(322 1549106 637542 11116469 16109932 54708745 54721280 54729371 71310960 117064649 124202750 131708669 131871182);CHEBI:(32374 58152 12876 36090 32373 17450);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06738 C00811);PubChem class - safety and toxic;YMDB:(498);Training Set;Biocyc:(CIS-P-COUMARATE COUMARATE CPD1UA-13)	17267943806	163.04	136.472	3864_CARA_HILIC_neg_SIRIUS_charge0_removed_2143
4067	3	3		-26.878	1.0	64.564	C7H11NO5	[M - H]-	RFMMMVDNIPUKGG	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)	acetyl-glu	CC(=O)NC(CCC(=O)O)C(=O)O	-0.938	185;1549099;1560014;1560015;70914;13269177;18603704;21880553;23657823;102602337;139025944	HMDB:(1138);PubChem class - food;SuperNatural:(SN00050803 SN00002245);ZINC bio:(ZINC01532704 ZINC01764662);additional;MeSH:(70914);Plantcyc:(ACETYL-GLU);PubMed;NORMAN:(NS00002099);COCONUT:(CNP0083453 CNP0124986);Natural Products:(UNPD216037);PubChem:(185 1549099 1560014 1560015 70914 13269177 18603704 21880553 23657823 102602337 139025944);CHEBI:(44337 21549 17533);PubChem class - bio and metabolites;KEGG:(C00624);PubChem class - safety and toxic;YMDB:(66);Training Set;PubChem class - drug;Biocyc:(ACETYL-GLU SMA-0000511 SMA-0000542)	255846766	188.056	93.235	1390_CARA_HILIC_neg_SIRIUS_charge0_removed_4067
