#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	fdr	tags	internalFilename
7266	M+H	N/A	1	Glu-Gly-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf7266	N/A	N/A	Q-TOF	Positive	ESI	361.183	lib-00003.mgf	Bronze	3	0.501095	20.5319	0.00741577	1	NIST14	NIST	361.183	N/A	161.665	6	N/A	1	361.176	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000387356	636	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268620855358	 	spec-00000.mgf
1679	M+H	34227833	1	N-Oleoyl-D-erythro-sphinganine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf1679	N/A	N/A	IT-FT/ion trap with FTMS	Positive	ESI	566.551	lib-00003.mgf	Bronze	3	0.501195	67.6551	0.0383301	1	NIST14	NIST	566.551	N/A	59.26	3	N/A	1	566.513	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000300716	4998	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268620855358	 	spec-00000.mgf
8972	M+H	N/A	1	Arachidonic acid biotinamide	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf8972	N/A	N/A	HCD	Positive	ESI	615.43	lib-00003.mgf	Bronze	3	0.501417	1652.45	1.01697	1	NIST14	NIST	615.43	N/A	115.578	5	N/A	1	614.413	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000233322	4578	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268398268398	 	spec-00000.mgf
8876	M+NH4	n/a	1	NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate	isolated	lfnothias	452.147	spectrapklbin/spec-00000.mgf8876	InChI=1S/C25H24O8/c1-24(2)10-9-15-11-14(5-8-19(15)32-24)13-25(23(29)31-4)20(21(30-3)22(28)33-25)16-6-7-17(26)18(27)12-16/h5-12,26-27H,13H2,1-4H3	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	470.181	lib-00003.mgf	Gold	1	0.501438	4122.9	1.93851	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	470.181	n/a	51.895	9	COC(=O)C3(CC1=CC=C2OC(C)(C)C=CC2=C1)OC(=O)C(OC)=C3C4=CC(O)=C(O)C=C4	1	468.242	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000846691	34430	UPDATE-SINGLE-ANNOTATED-GOLD	0.268398268398	 	spec-00000.mgf
24339	M+H	298217591	1	2,7-Bis(4-Hydroxybutyl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf24339	N/A	N/A	IT/ion trap	Positive	ESI	411.155	lib-00003.mgf	Bronze	3	0.501564	4854.62	1.996	1	NIST14	NIST	411.155	N/A	79.014	3	N/A	1	409.159	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000337040	1112	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268398268398	 	spec-00000.mgf
14670	M+H	N/A	1	Cer(d18:0/18:0); [M+H]+ C36H74N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf14670	N/A	N/A	CID; Velos	Positive	LC-ESI	567.559	lib-00003.mgf	Gold	1	0.501554	1931.63	1.09631	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	567.559	N/A	48.175	3	N/A	1	566.463	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003132862	3361	UPDATE-SINGLE-ANNOTATED-GOLD	0.268398268398	 	spec-00000.mgf
12887	M+H-NH3	N/A	1	Lys-Val-Lys	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf12887	N/A	N/A	IT/ion trap	Positive	ESI	357.25	lib-00003.mgf	Bronze	3	0.501544	5532.29	1.97641	1	NIST14	NIST	357.25	N/A	134.185	6	N/A	1	359.226	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000384070	832	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268398268398	 	spec-00000.mgf
10981	M+H	26761400	1	Diisodecyl phthalate	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf10981	N/A	N/A	HCD	Positive	ESI	447.347	lib-00003.mgf	Bronze	3	0.501309	19.5106	0.00872803	1	NIST14	NIST	447.347	N/A	110.786	8	N/A	1	447.356	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000256497	2432	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268398268398	 	spec-00000.mgf
874	M+H	N/A	1	Cer(d18:0/24:0); [M+H]+ C42H86N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf874	N/A	N/A	HCD; Velos	Positive	LC-ESI	651.653	lib-00003.mgf	Gold	1	0.501858	2520.63	1.64258	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	651.653	N/A	81.113	3	N/A	1	653.296	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003095789	1356	UPDATE-SINGLE-ANNOTATED-GOLD	0.268257411424	 	spec-00000.mgf
7741	M+H-H2O	206535-30-0	1	Microsclerodermin D	Isolated	Thomas Hoffmann	868.316	spectrapklbin/spec-00000.mgf7741	InChI=1S/C40H49ClN8O12/c1-49-20-33(55)45-27(12-22-17-42-26-13-23(41)10-11-25(22)26)38(59)44-19-32(54)43-18-24(50)14-30(52)47-35(36(57)28(51)9-5-8-21-6-3-2-4-7-21)37(58)39(60)46-29-15-31(53)48-40(29,61)16-34(49)56/h2-8,10-11,13,17,24,27-29,35-37,42,50-51,57-58,61H,9,12,14-16,18-20H2,1H3,(H,43,54)(H,44,59)(H,45,55)(H,46,60)(H,47,52)(H,48,53)/b8-5+/t24-,27-,28+,29-,35-,36-,37+,40-/m1/s1	N/A	Hybrid Ft	Positive	LC-ESI	851.313	lib-00003.mgf	Gold	1	0.501783	901.425	0.767395	1	GNPS-LIBRARY	Rolf Mueller	851.313	24124771	77.699	4	N/A	1	850.546	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000427297	10993	UPDATE-SINGLE-ANNOTATED-GOLD	0.268257411424	 	spec-00000.mgf
6045	M+H-H2O	215168335	1	(R)-Butaprost, free acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf6045	N/A	N/A	HCD	Positive	ESI	377.269	lib-00003.mgf	Bronze	3	0.50229	2558.98	0.965424	1	NIST14	NIST	377.269	N/A	33.122	5	N/A	1	376.304	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000309906	725	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268257411424	 	spec-00000.mgf
3844	M+H	N/A	1	Cys-Ser-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf3844	N/A	N/A	Q-TOF	Positive	ESI	365.16	lib-00003.mgf	Bronze	3	0.501788	3016.99	1.10168	1	NIST14	NIST	365.16	N/A	30.491	9	N/A	1	366.262	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000386970	1218	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268257411424	 	spec-00000.mgf
2006	M+H	58742	1	Papaverine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf2006	N/A	N/A	HCD	Positive	ESI	340.154	lib-00003.mgf	Bronze	3	0.502195	3012.78	1.02481	1	NIST14	NIST	340.154	N/A	74.89	3	N/A	1	341.179	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000277594	467	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268257411424	 	spec-00000.mgf
17041	M+H	N/A	1	Tyr-Tyr-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf17041	N/A	N/A	IT/ion trap	Positive	ESI	501.246	lib-00003.mgf	Bronze	3	0.502058	1742.06	0.873199	1	NIST14	NIST	501.246	N/A	32.979	6	N/A	1	500.373	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000384836	10571	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268257411424	 	spec-00000.mgf
16941	M+H	N/A	1	Tyr-Tyr-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf16941	N/A	N/A	IT/ion trap	Positive	ESI	501.246	lib-00003.mgf	Bronze	3	0.502058	1727.32	0.865814	1	NIST14	NIST	501.246	N/A	32.67	6	N/A	1	500.38	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000384836	10571	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268257411424	 	spec-00000.mgf
1367	M+H	N/A	1	Asn-Met-Arg	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf1367	N/A	N/A	IT/ion trap	Positive	ESI	420.202	lib-00003.mgf	Bronze	3	0.502223	1971.21	0.828308	1	NIST14	NIST	420.202	N/A	101.926	3	N/A	1	419.374	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000384559	2553	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268257411424	 	spec-00000.mgf
11128	M+H-H2O	58962348	1	6-Ketoprostaglandin F1.alpha.	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf11128	N/A	N/A	HCD	Positive	ESI	353.232	lib-00003.mgf	Bronze	3	0.502407	2755.92	0.97348	1	NIST14	NIST	353.232	N/A	102.687	3	N/A	1	352.259	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000318892	602	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268257411424	 	spec-00000.mgf
852	601.1	6244924	1	Lauroyl coenzyme A	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf852	N/A	N/A	IT/ion trap	Negative	ESI	601.1	lib-00003.mgf	Bronze	3	0.503393	1359.1	0.816956	1	NIST14	NIST	601.1	N/A	75.83	4	N/A	1	600.283	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000275884	15549	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268133462282	 	spec-00000.mgf
5029	M-H	n/a	1	NCGC00380381-01_C24H27NO9_	isolated	lfnothias	473.169	spectrapklbin/spec-00000.mgf5029	InChI=1S/C24H27NO9/c26-14-7-5-13(6-8-14)9-10-32-24-22(30)21(29)20(28)18(34-24)12-33-19(27)11-16-15-3-1-2-4-17(15)25-23(16)31/h1-8,16,18,20-22,24,26,28-30H,9-12H2,(H,25,31)/t16?,18-,20-,21+,22-,24-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	472.161	lib-00003.mgf	Gold	1	0.503766	3765.05	1.77771	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	472.161	n/a	31.635	4	O[C@H]1[C@H](O)[C@@H](COC(=O)CC2C(=O)NC3=C2C=CC=C3)O[C@@H](OCCC4=CC=C(O)C=C4)[C@@H]1O	1	470.383	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000850656	108042	UPDATE-SINGLE-ANNOTATED-GOLD	0.268133462282	 	spec-00000.mgf
4157	M+H	N/A	1	Cer(d18:1/18:1); [M+H]+ C36H70N1O3	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf4157	N/A	N/A	CID; Velos	Positive	LC-ESI	563.528	lib-00003.mgf	Gold	1	0.503474	2152.32	1.21289	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	563.528	N/A	32.283	3	N/A	1	562.315	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003133306	25489	UPDATE-SINGLE-ANNOTATED-GOLD	0.268133462282	 	spec-00000.mgf
3259	M+H	177158199	1	N-3-Oxotetradecanoyl-L-homoserine lactone	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf3259	N/A	N/A	Q-TOF	Positive	ESI	326.233	lib-00003.mgf	Bronze	3	0.503394	5849.48	1.90829	1	NIST14	NIST	326.233	N/A	112.184	3	N/A	1	324.325	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000399887	187	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268133462282	 	spec-00000.mgf
27368	M+H	n/a	1	NCGC00385362-01_C27H38O4_(2E,6E,10E)-13-[(2R)-6-Hydroxy-2,8-dimethyl-3,4-dihydro-2H-chromen-2-yl]-2,6,10-trimethyl-2,6,10-tridecatrienoic acid	isolated	lfnothias	426.277	spectrapklbin/spec-00000.mgf27368	InChI=1S/C27H38O4/c1-19(11-7-13-21(3)26(29)30)9-6-10-20(2)12-8-15-27(5)16-14-23-18-24(28)17-22(4)25(23)31-27/h9,12-13,17-18,28H,6-8,10-11,14-16H2,1-5H3,(H,29,30)/b19-9+,20-12+,21-13+/t27-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	427.284	lib-00003.mgf	Gold	1	0.50349	4453.96	1.90311	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	427.284	n/a	32.251	7	CC(\CC\C=C(C)\C(O)=O)=C/CC/C(C)=C/CC[C@]1(C)CCC2=CC(=CC(=C2O1)C)O	1	425.381	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000852201	1024	UPDATE-SINGLE-ANNOTATED-GOLD	0.268133462282	 	spec-00000.mgf
23	M+H	2082793	1	Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, octadecyl ester	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf23	N/A	N/A	QqQ	Positive	ESI	531.477	lib-00003.mgf	Bronze	3	0.503028	294.796	0.156677	1	NIST14	NIST	531.477	N/A	33.875	3	N/A	1	531.32	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000335492	1584	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268133462282	 	spec-00000.mgf
2389	M+H-H2O	387791	1	17.alpha.-Hydroxypregnenolone	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf2389	N/A	N/A	QqQ	Positive	ESI	315.232	lib-00003.mgf	Bronze	3	0.503737	3223	1.01599	1	NIST14	NIST	315.232	N/A	32.325	3	N/A	1	314.216	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000343746	4241	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268133462282	 	spec-00000.mgf
22560	M+H	101622519	1	Olomoucine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf22560	N/A	N/A	HCD	Positive	ESI	299.161	lib-00003.mgf	Bronze	3	0.503159	6601.82	1.97501	1	NIST14	NIST	299.161	N/A	33.751	5	N/A	1	297.186	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000320227	1769	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268133462282	 	spec-00000.mgf
1732	M+H	N/A	1	Cer(d18:1/24:0(2OH)); [M+H]+ C42H84N1O4	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf1732	N/A	N/A	CID; Lumos	Positive	LC-ESI	665.632	lib-00003.mgf	Gold	1	0.503493	1510.86	1.00568	1	PNNL-LIPIDS-POSITIVE	Thomas Metz	665.632	N/A	99.958	6	N/A	1	666.638	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003089399	6069	UPDATE-SINGLE-ANNOTATED-GOLD	0.268133462282	 	spec-00000.mgf
10038	403.1	630604	1	Ouabain	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf10038	N/A	N/A	IT/ion trap	Positive	ESI	403.1	lib-00003.mgf	Bronze	3	0.503534	1941.97	0.782806	1	NIST14	NIST	403.1	N/A	57.367	5	N/A	1	402.317	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000305502	1229	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268133462282	 	spec-00000.mgf
28502	M+H-H2O	1499598	1	5.beta.-Pregnane-17.alpha.,21-diol-3,11,20-trione 21-acetate	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf28502	N/A	N/A	Q-TOF	Positive	ESI	387.217	lib-00003.mgf	Bronze	3	0.504245	2732.83	1.0582	1	NIST14	NIST	387.217	N/A	133.721	3	N/A	1	386.159	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000404301	602	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268073750607	 	spec-00000.mgf
28489	M-H	83799240	1	Fexofenadine	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf28489	N/A	N/A	HCD	Negative	ESI	500.281	lib-00003.mgf	Bronze	3	0.504078	3847.02	1.92459	1	NIST14	NIST	500.281	N/A	90.412	3	N/A	1	502.206	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000274855	476	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268073750607	 	spec-00000.mgf
22594	M+H	n/a	1	NCGC00385998-01_C17H26O12_Cyclopenta[c]pyran-4-carboxylic acid, 1-(beta-D-glucopyranosyloxy)-1,4a,5,6,7,7a-hexahydro-5,6,7-trihydroxy-7-methyl-, methyl ester, (1S,4aS,5S,6S,7R,7aS)-	isolated	lfnothias	422.142	spectrapklbin/spec-00000.mgf22594	InChI=1S/C17H26O12/c1-17(25)8-7(10(20)13(17)23)5(14(24)26-2)4-27-15(8)29-16-12(22)11(21)9(19)6(3-18)28-16/h4,6-13,15-16,18-23,25H,3H2,1-2H3/t6-,7-,8-,9-,10+,11+,12-,13+,15+,16+,17-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	423.15	lib-00003.mgf	Gold	1	0.504226	2842.03	1.20261	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	423.15	n/a	115.919	3	COC(=O)C/1=C/O[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3[C@@H]1[C@H](O)[C@H](O)[C@]3(C)O	1	424.353	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000854899	2148	UPDATE-SINGLE-ANNOTATED-GOLD	0.268073750607	 	spec-00000.mgf
2058	2M+H	10030736	1	Palmitelaidic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf2058	N/A	N/A	IT/ion trap	Positive	ESI	509.456	lib-00003.mgf	Bronze	3	0.504016	1934.42	0.985504	1	NIST14	NIST	509.456	N/A	101.64	4	N/A	1	508.47	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000289085	1399	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268073750607	 	spec-00000.mgf
18309	M-H	37786064	1	9S,15S-Dihydroxy-5Z,13E-prostadienoic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf18309	N/A	N/A	QqIT	Negative	ESI	337.238	lib-00003.mgf	Bronze	3	0.503973	5124.87	1.7283	1	NIST14	NIST	337.238	N/A	245.302	4	N/A	1	338.966	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000343958	34850	UPDATE-SINGLE-ANNOTATED-BRONZE	0.268073750607	 	spec-00000.mgf
447	M-H	N/A	1	PE(P-16:0/18:1); [M-H]- C39H75N1O7P1	Commercial	Thomas Metz	0.0	spectrapklbin/spec-00000.mgf447	N/A	N/A	CID; Velos	Negative	LC-ESI	701.536	lib-00003.mgf	Gold	1	0.504337	2806.86	1.96912	1	PNNL-LIPIDS-NEGATIVE	Thomas Metz	701.536	N/A	83.784	6	N/A	1	703.505	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00003111766	22288	UPDATE-SINGLE-ANNOTATED-GOLD	0.268043742406	 	spec-00000.mgf
859	M+Na	88495630	1	Artesunate	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf859	N/A	N/A	IT-FT/ion trap with FTMS	Positive	ESI	407.168	lib-00003.mgf	Bronze	3	0.505586	2309.09	0.940186	1	NIST14	NIST	407.168	N/A	82.894	3	N/A	1	406.228	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000270049	4025	UPDATE-SINGLE-ANNOTATED-BRONZE	0.267930950644	 	spec-00000.mgf
810	M+Na	5625376	1	1,4-Piperazinediethanesulfonic acid	Isolated	NIST	0.0	spectrapklbin/spec-00000.mgf810	N/A	N/A	IT/ion trap	Positive	ESI	325.05	lib-00003.mgf	Bronze	3	0.504562	5785.24	1.88049	1	NIST14	NIST	325.05	N/A	32.95	3	N/A	1	323.169	CARA_HILIC_pos_GNPS.mgf	CCMSLIB00000410559	24585	UPDATE-SINGLE-ANNOTATED-BRONZE	0.267930950644	 	spec-00000.mgf
