shared_name	Zod_molecularFormula	Zod_adduct	Zod_ZodiacScore	Zod_TreeScore	Zod_numExplainedPeaks	Zod_explainedIntensity	Zod_id	Zod_massErrorPrecursor(ppm)	Zod_medianAbsoluteMassErrorFragmentPeaks(ppm)
4028	C14H30O2	[M + Na]+	1.0	174.968	28	0.714	3972_CARA_HILIC_pos_SIRIUS_merge_4028	3.551	5.14
423	C11H18O3	[M + H3N + H]+	1.0	172.253	40	0.99	286_CARA_HILIC_pos_SIRIUS_merge_423	-5.181	5.772
317	C13H18O2	[M + H3N + H]+	1.0	168.857	38	0.812	5536_CARA_HILIC_pos_SIRIUS_merge_317	-8.054	8.349
82	C22H40O2	[M + H3N + H]+	1.0	167.39	48	0.921	2945_CARA_HILIC_pos_SIRIUS_merge_82	-5.52	4.52
26285	C18H32O6	[M + H3N + H]+	1.0	159.539	25	0.964	922_CARA_HILIC_pos_SIRIUS_merge_26285	-4.456	5.589
17906	C14H28N2O2	[M + H]+	1.0	154.383	49	0.967	2359_CARA_HILIC_pos_SIRIUS_merge_17906	-2.934	4.419
27504	C21H42NO4	[M - H4O2 + H]+	1.0	157.185	34	0.447	131_CARA_HILIC_pos_SIRIUS_merge_27504	-106785.565	7.003
4272	C9H17NO5	[M + H]+	1.0	152.807	39	0.985	3957_CARA_HILIC_pos_SIRIUS_merge_4272	-0.677	9.871
654	C14H28N2O2	[M + H]+	1.0	148.04	44	0.96	75_CARA_HILIC_pos_SIRIUS_merge_654	-2.934	5.323
24567	C15H17BFN2O3	[M + H]+	1.0	152.272	48	0.777	1441_CARA_HILIC_pos_SIRIUS_merge_24567	2.856	5.262
592	C10H18O5	[M - H4O2 + H]+	1.0	149.853	25	0.843	3635_CARA_HILIC_pos_SIRIUS_merge_592	-196737.195	6.494
169	C15H26O2	[M + H3N + H]+	1.0	151.13	37	0.772	443_CARA_HILIC_pos_SIRIUS_merge_169	-1.193	7.854
28	C9H12BNO3	[M + H3N + H]+	1.0	151.002	29	0.909	6458_CARA_HILIC_pos_SIRIUS_merge_28	-2.764	4.487
5009	C9H16O4	[M + H3N + H]+	1.0	149.677	27	0.412	4898_CARA_HILIC_pos_SIRIUS_merge_5009	-1.38	20.363
618	C12H20O3	[M + H3N + H]+	1.0	146.499	39	0.942	1174_CARA_HILIC_pos_SIRIUS_merge_618	-3.345	8.708
155	C20H39NO	[M + H]+	1.0	145.985	27	0.639	5692_CARA_HILIC_pos_SIRIUS_merge_155	-3.678	6.34
154	C26H47NO5	[M + H3N + H]+	1.0	148.741	38	0.833	2880_CARA_HILIC_pos_SIRIUS_merge_154	6.26	5.613
815	C12H20O3	[M + H3N + H]+	1.0	148.147	37	0.813	2623_CARA_HILIC_pos_SIRIUS_merge_815	-3.345	7.934
11002	C14H26O2	[M + H3N + H]+	1.0	144.656	41	0.915	2427_CARA_HILIC_pos_SIRIUS_merge_11002	-6.574	5.444
76	C12H20O	[M + H3N + H]+	1.0	143.718	29	0.864	6528_CARA_HILIC_pos_SIRIUS_merge_76	-9.793	14.656
493	C20H34O	[M + H3N + H]+	1.0	143.481	44	0.893	3909_CARA_HILIC_pos_SIRIUS_merge_493	-6.135	5.595
3025	C13H25NO3	[M - H2O + H]+	1.0	141.365	32	0.909	3035_CARA_HILIC_pos_SIRIUS_merge_3025	-79634.803	6.124
1307	C34H69NO3	[M + H]+	1.0	143.322	40	0.663	2770_CARA_HILIC_pos_SIRIUS_merge_1307	-6.33	4.47
457	C22H42O2	[M - H2O + H]+	1.0	139.776	29	0.726	5476_CARA_HILIC_pos_SIRIUS_merge_457	-56057.216	7.692
16812	C6H14O6	[M - H4O2 + H]+	1.0	137.655	23	0.986	1341_CARA_HILIC_pos_SIRIUS_merge_16812	-244934.652	3.15
9020	C20H37NO3	[M + H]+	1.0	136.579	30	0.75	5197_CARA_HILIC_pos_SIRIUS_merge_9020	-3.293	4.943
7101	C15H30N2O4	[M + H3N + H]+	1.0	138.546	37	0.8	6440_CARA_HILIC_pos_SIRIUS_merge_7101	6.298	7.516
8936	C14H24O	[M + H3N + H]+	1.0	135.828	37	0.918	310_CARA_HILIC_pos_SIRIUS_merge_8936	-7.254	4.723
1870	C8H15NO6	[M - H2O + H]+	1.0	137.404	37	0.976	833_CARA_HILIC_pos_SIRIUS_merge_1870	-88249.859	5.677
24175	C23H45NO4	[M + H]+	1.0	134.842	36	0.24	928_CARA_HILIC_pos_SIRIUS_merge_24175	2.659	5.411
500	C20H34O3	[M + H3N + H]+	1.0	136.767	38	0.732	3754_CARA_HILIC_pos_SIRIUS_merge_500	-0.648	5.332
20214	C9H18N4O4	[M + H]+	1.0	131.731	55	0.987	852_CARA_HILIC_pos_SIRIUS_merge_20214	-3.971	3.927
10317	C9H18N4O4	[M + H]+	1.0	130.957	55	0.986	3742_CARA_HILIC_pos_SIRIUS_merge_10317	1.289	3.277
1549	C27H46O	[M - H2O + H]+	1.0	131.129	59	0.99	2696_CARA_HILIC_pos_SIRIUS_merge_1549	-48764.299	3.22
5238	C6H14O6	[M + H]+	1.0	130.921	25	0.961	5110_CARA_HILIC_pos_SIRIUS_merge_5238	-0.626	1.701
6180	C17H24N4O2	[M + H3N + H]+	1.0	133.365	23	0.711	5213_CARA_HILIC_pos_SIRIUS_merge_6180	-7.634	8.006
5808	C10H14O2	[M + H3N + H]+	1.0	134.135	25	0.965	6274_CARA_HILIC_pos_SIRIUS_merge_5808	-3.83	4.849
1241	C18H30O3	[M + H3N + H]+	1.0	132.616	44	0.982	1410_CARA_HILIC_pos_SIRIUS_merge_1241	-1.987	5.279
1220	C27H46O	[M - H2O + H]+	1.0	127.359	58	0.985	2039_CARA_HILIC_pos_SIRIUS_merge_1220	-48762.311	3.827
2296	C18H33NO3	[M + H]+	1.0	131.736	35	0.797	6304_CARA_HILIC_pos_SIRIUS_merge_2296	-2.948	6.97
9480	C27H46O	[M - H2O + H]+	1.0	127.357	58	0.983	4549_CARA_HILIC_pos_SIRIUS_merge_9480	-48765.719	2.384
620	C14H25NO2	[M + H3N + H]+	1.0	126.937	40	0.942	217_CARA_HILIC_pos_SIRIUS_merge_620	-3.322	5.668
6781	C7H14O7	[M + H]+	1.0	130.451	28	0.884	5328_CARA_HILIC_pos_SIRIUS_merge_6781	-4.402	5.881
75	C13H18O	[M + H]+	1.0	128.39	30	0.937	1237_CARA_HILIC_pos_SIRIUS_merge_75	-3.357	6.449
32	C22H38O2	[M + H3N + H]+	1.0	127.79	48	0.926	2968_CARA_HILIC_pos_SIRIUS_merge_32	-4.275	5.083
1540	C13H24O8	[M + H]+	1.0	122.027	26	0.952	1806_CARA_HILIC_pos_SIRIUS_merge_1540	-0.952	4.71
4718	C8H15NO6	[M - H4O2 + H]+	1.0	127.252	37	0.862	2269_CARA_HILIC_pos_SIRIUS_merge_4718	-193588.472	7.452
8799	C29H50O3	[M - H2O + H]+	1.0	125.5	35	0.794	5391_CARA_HILIC_pos_SIRIUS_merge_8799	-41949.398	7.976
16849	C6H12O5	[M - H4O2 + H]+	1.0	125.483	20	0.987	5427_CARA_HILIC_pos_SIRIUS_merge_16849	-279115.583	6.457
1563	C6H14O5S	[M + H]+	1.0	119.431	30	0.975	2659_CARA_HILIC_pos_SIRIUS_merge_1563	0.648	4.126
22547	C18H28O4	[M + Na]+	1.0	123.177	28	0.722	1508_CARA_HILIC_pos_SIRIUS_merge_22547	3.08	5.808
17829	C21H45N2O2	[M - H2O + H]+	1.0	122.163	30	0.438	542_CARA_HILIC_pos_SIRIUS_merge_17829	-52908.42	7.544
28057	C6H14O6	[M + H]+	1.0	116.757	21	0.937	2535_CARA_HILIC_pos_SIRIUS_merge_28057	-6.088	9.089
794	C8H18BFNO2	[M + Na]+	1.0	120.97	35	0.755	4995_CARA_HILIC_pos_SIRIUS_merge_794	-8.555	6.667
6821	C6H14O6	[M - H2O + H]+	1.0	120.472	23	0.943	4651_CARA_HILIC_pos_SIRIUS_merge_6821	-109103.168	11.77
2957	C14H33N5O	[M + K]+	1.0	120.012	21	0.585	2957_CARA_HILIC_pos_SIRIUS_merge_2957	-0.824	14.449
783	C12H20O	[M + H3N + H]+	1.0	117.815	14	0.761	182_CARA_HILIC_pos_SIRIUS_merge_783	-8.279	5.36
26635	C21H49N5O2	[M - H2O + H]+	1.0	116.875	33	0.187	5930_CARA_HILIC_pos_SIRIUS_merge_26635	-46608.187	4.371
543	C10H20O7	[M - H4O2 + H]+	1.0	111.617	24	0.99	2127_CARA_HILIC_pos_SIRIUS_merge_543	-165916.556	5.36
204	C12H20O2	[M + H3N + H]+	1.0	115.872	28	0.927	5946_CARA_HILIC_pos_SIRIUS_merge_204	-6.795	6.502
1418	C10H18O6	[M + H]+	1.0	112.796	30	0.93	6354_CARA_HILIC_pos_SIRIUS_merge_1418	-1.764	5.16
269	C16H32O6	[M + H3N + H]+	1.0	110.956	35	0.908	1452_CARA_HILIC_pos_SIRIUS_merge_269	-0.634	4.017
4280	C7H14N4O3	[M + H]+	1.0	113.104	37	0.996	2217_CARA_HILIC_pos_SIRIUS_merge_4280	-6.237	3.78
5914	C17H33NO3	[M + H]+	1.0	109.125	31	0.874	5894_CARA_HILIC_pos_SIRIUS_merge_5914	-3.731	2.286
20612	C19H34N2O4	[M + H]+	1.0	113.492	42	0.981	2982_CARA_HILIC_pos_SIRIUS_merge_20612	-3.755	6.115
12820	C26H45BNO2	[M + H]+	1.0	113.335	33	0.136	1938_CARA_HILIC_pos_SIRIUS_merge_12820	-4.689	5.444
1245	C13H24O8	[M - H2O + H]+	1.0	107.667	32	0.934	6181_CARA_HILIC_pos_SIRIUS_merge_1245	-61861.507	5.313
311	C11H20O3	[M - H2O + H]+	1.0	112.541	26	0.827	1002_CARA_HILIC_pos_SIRIUS_merge_311	-98350.583	8.066
95	C11H18O2	[M + H3N + H]+	1.0	109.988	24	0.97	1324_CARA_HILIC_pos_SIRIUS_merge_95	-5.023	6.233
17863	C17H38B4N4O4	[M + H3N + H]+	1.0	110.67	50	0.946	5612_CARA_HILIC_pos_SIRIUS_merge_17863	8.851	6.683
18137	C30H58O3	[M + H]+	1.0	110.57	44	0.913	1068_CARA_HILIC_pos_SIRIUS_merge_18137	-4.647	4.497
20751	C16H31NO3	[M + H]+	1.0	104.506	30	0.958	3041_CARA_HILIC_pos_SIRIUS_merge_20751	-3.041	4.458
22224	C11H13NO4	[M + H3N + H]+	1.0	104.952	19	0.652	4782_CARA_HILIC_pos_SIRIUS_merge_22224	-2.834	3.502
1400	C8H15NO6	[M + H]+	1.0	105.152	26	0.995	4711_CARA_HILIC_pos_SIRIUS_merge_1400	-0.962	5.865
28029	C12H24O11	[M + H]+	1.0	105.13	22	0.975	4281_CARA_HILIC_pos_SIRIUS_merge_28029	-3.587	7.513
5424	C19H37NO3	[M + H]+	1.0	104.731	23	0.444	1662_CARA_HILIC_pos_SIRIUS_merge_5424	-3.109	7.343
705	C8H11BNO4	[M + H3N + H]+	1.0	109.573	20	0.994	6013_CARA_HILIC_pos_SIRIUS_merge_705	2.954	7.198
249	C20H34O2	[M + H3N + H]+	1.0	109.293	39	0.855	677_CARA_HILIC_pos_SIRIUS_merge_249	-2.177	6.12
20588	C38H70O5	[M + H3N + H]+	1.0	105.615	24	0.502	2166_CARA_HILIC_pos_SIRIUS_merge_20588	-1.362	4.488
475	C10H18O6	[M - H2O + H]+	1.0	102.466	21	0.997	3309_CARA_HILIC_pos_SIRIUS_merge_475	-82957.818	2.755
5377	C18H37NO3	[M + Na]+	1.0	105.467	23	0.638	1667_CARA_HILIC_pos_SIRIUS_merge_5377	9.269	6.004
4481	C17H33NO3	[M + H]+	1.0	101.6	24	0.651	1907_CARA_HILIC_pos_SIRIUS_merge_4481	-3.065	5.553
2810	C9H16N2O6	[M - H2O + H]+	1.0	103.139	26	0.955	4372_CARA_HILIC_pos_SIRIUS_merge_2810	-77938.857	3.334
25128	C20H34O4	[M + H3N + H]+	1.0	103.551	36	0.863	4561_CARA_HILIC_pos_SIRIUS_merge_25128	0.182	5.605
1756	C27H46O	[M - H2O + H]+	1.0	101.402	44	0.812	592_CARA_HILIC_pos_SIRIUS_merge_1756	-48766.57	4.488
6886	C18H32O4	[M + H3N + H]+	1.0	105.86	28	0.291	6301_CARA_HILIC_pos_SIRIUS_merge_6886	0.348	7.798
1086	C10H16O	[M + H3N + H]+	1.0	105.329	13	0.712	774_CARA_HILIC_pos_SIRIUS_merge_1086	-6.116	7.93
6735	C10H8N2O5	[M + H3N + H]+	1.0	103.542	20	0.663	1676_CARA_HILIC_pos_SIRIUS_merge_6735	-0.185	4.668
341	C30H58O3	[M + H3N + H]+	1.0	105.14	47	0.955	4058_CARA_HILIC_pos_SIRIUS_merge_341	-6.03	2.942
103	C9H8O3	[M + H3N + H]+	1.0	98.88	25	0.991	2909_CARA_HILIC_pos_SIRIUS_merge_103	0.716	2.406
3340	C17H35NO2	[M + H]+	1.0	99.951	25	0.623	5734_CARA_HILIC_pos_SIRIUS_merge_3340	-2.989	5.944
1472	C10H20O7	[M - H2O + H]+	1.0	100.821	21	0.927	6229_CARA_HILIC_pos_SIRIUS_merge_1472	-76601.972	5.084
2238	C18H34O5	[M - H4O2 + H]+	1.0	100.221	15	0.559	4335_CARA_HILIC_pos_SIRIUS_merge_2238	-122016.942	8.858
179	C20H47NO10	[M - H4O2 + H]+	1.0	96.671	38	0.978	2854_CARA_HILIC_pos_SIRIUS_merge_179	-84498.065	2.637
470	C10H18O6	[M - H2O + H]+	1.0	99.204	21	0.971	2765_CARA_HILIC_pos_SIRIUS_merge_470	-82959.813	3.64
20217	C20H40O8	[M + H3N + H]+	1.0	96.531	37	0.953	4329_CARA_HILIC_pos_SIRIUS_merge_20217	2.947	3.765
22539	C26H54O2	[M + Na]+	1.0	97.84	29	0.76	3123_CARA_HILIC_pos_SIRIUS_merge_22539	2.369	5.135
18671	C16H30O9	[M + H3N + H]+	1.0	98.568	34	0.881	2176_CARA_HILIC_pos_SIRIUS_merge_18671	-2.884	5.2
4663	C8H4B2NO2	[M + H3N + H]+	1.0	100.773	13	0.808	295_CARA_HILIC_pos_SIRIUS_merge_4663	3.787	8.345
2106	C8H15N3O5	[M + H]+	1.0	98.814	28	0.951	3931_CARA_HILIC_pos_SIRIUS_merge_2106	-2.764	3.332
1531	C13H24O8	[M + H3N + H]+	1.0	96.941	27	0.996	55_CARA_HILIC_pos_SIRIUS_merge_1531	-1.666	3.149
12555	C8H19BNO2	[M + K]+	1.0	100.342	27	0.675	540_CARA_HILIC_pos_SIRIUS_merge_12555	-6.063	5.111
122	C8H7O2	[M + H]+	1.0	99.702	18	0.681	314_CARA_HILIC_pos_SIRIUS_merge_122	-9.415	17.692
795	C9H18N4O4	[M + H]+	1.0	94.969	38	0.978	2023_CARA_HILIC_pos_SIRIUS_merge_795	1.289	3.427
357	C23H42O3	[M + H3N + H]+	1.0	100.088	34	0.921	313_CARA_HILIC_pos_SIRIUS_merge_357	-4.217	6.272
1038	C10H16O2	[M + H3N + H]+	1.0	99.369	13	0.816	39_CARA_HILIC_pos_SIRIUS_merge_1038	-7.818	5.832
1096	C27H48O4	[M - H2O + H]+	1.0	98.043	20	0.618	1854_CARA_HILIC_pos_SIRIUS_merge_1096	-42941.529	4.324
16766	C21H44O8	[M - H4O2 + H]+	1.0	99.221	27	0.451	4885_CARA_HILIC_pos_SIRIUS_merge_16766	-92539.262	5.119
25380	C25H44N2O6P2S4	[M + Na]+	1.0	99.085	34	0.496	2386_CARA_HILIC_pos_SIRIUS_merge_25380	-5.234	4.689
1613	C18H38O4	[M + H]+	1.0	93.452	14	0.729	1460_CARA_HILIC_pos_SIRIUS_merge_1613	-0.896	5.599
403	C10H21NO2	[M - H2O + H]+	1.0	96.059	15	0.605	2087_CARA_HILIC_pos_SIRIUS_merge_403	-105854.762	7.745
2112	C37H75NO5	[M - H2O + H]+	1.0	98.189	31	0.698	1376_CARA_HILIC_pos_SIRIUS_merge_2112	-30192.428	4.042
1991	C12H22O2	[M + H3N + H]+	1.0	98.164	17	0.875	2581_CARA_HILIC_pos_SIRIUS_merge_1991	-3.263	7.45
1473	C36H71NO4	[M + H]+	1.0	98.028	38	0.722	3308_CARA_HILIC_pos_SIRIUS_merge_1473	0.539	4.286
5212	C9H16N2O4	[M + H]+	1.0	94.308	26	0.94	2877_CARA_HILIC_pos_SIRIUS_merge_5212	-7.293	5.268
4431	C18H35N3O4	[M + H]+	1.0	94.725	24	0.519	4072_CARA_HILIC_pos_SIRIUS_merge_4431	0.187	5.198
1389	C19H32O4	[M + H3N + H]+	1.0	97.165	33	0.936	1512_CARA_HILIC_pos_SIRIUS_merge_1389	-1.417	3.843
1522	C10H16O5	[M + H3N + H]+	1.0	96.922	13	0.966	1784_CARA_HILIC_pos_SIRIUS_merge_1522	-3.413	4.264
20768	C42H81NO4	[M + H]+	1.0	96.871	31	0.649	113_CARA_HILIC_pos_SIRIUS_merge_20768	5.211	1.899
3074	C16H19N3O5	[M + H]+	1.0	92.813	32	0.988	761_CARA_HILIC_pos_SIRIUS_merge_3074	4.647	2.618
4879	C9H11NO3	[M + H]+	1.0	91.79	21	0.987	6022_CARA_HILIC_pos_SIRIUS_merge_4879	-2.03	6.081
13331	C10H16O5	[M + H3N + H]+	1.0	96.458	13	0.966	3455_CARA_HILIC_pos_SIRIUS_merge_13331	-9.393	4.264
22029	C14H26N2O4	[M + H]+	1.0	95.355	42	0.918	1656_CARA_HILIC_pos_SIRIUS_merge_22029	3.713	4.16
3478	C22H42O4	[M + H]+	1.0	94.002	17	0.468	3148_CARA_HILIC_pos_SIRIUS_merge_3478	-5.619	5.583
1905	C5H8O2S	[M + H]+	1.0	90.976	22	0.939	3818_CARA_HILIC_pos_SIRIUS_merge_1905	-2.082	6.657
340	C11H23NO	[M + Na]+	1.0	93.233	15	0.784	412_CARA_HILIC_pos_SIRIUS_merge_340	7.277	10.033
15102	C6H10O3	[M + H3N + H]+	1.0	91.664	14	0.923	2565_CARA_HILIC_pos_SIRIUS_merge_15102	-7.561	5.713
2252	C10H18O6	[M + H3N + H]+	1.0	93.751	20	0.798	2240_CARA_HILIC_pos_SIRIUS_merge_2252	-2.633	5.761
236	C7H14O6	[M + H3N + H]+	1.0	88.898	19	0.93	1724_CARA_HILIC_pos_SIRIUS_merge_236	-4.072	6.447
1952	C10H18N2O5	[M + H]+	1.0	90.449	27	0.957	4466_CARA_HILIC_pos_SIRIUS_merge_1952	-7.074	3.635
182	C18H36O7	[M + H3N + H]+	1.0	88.571	30	0.958	5206_CARA_HILIC_pos_SIRIUS_merge_182	-2.43	2.442
9140	C9H10O5	[M + H3N + H]+	1.0	93.127	26	0.969	4321_CARA_HILIC_pos_SIRIUS_merge_9140	-6.243	6.947
4675	C8H11N3O4	[M - H2O + H]+	1.0	90.157	31	0.983	4605_CARA_HILIC_pos_SIRIUS_merge_4675	-91860.209	5.303
3185	C16H34O3	[M + H]+	1.0	87.585	12	0.892	3969_CARA_HILIC_pos_SIRIUS_merge_3185	-1.713	8.868
1051	C9H16O3	[M - H2O + H]+	1.0	92.918	13	0.848	817_CARA_HILIC_pos_SIRIUS_merge_1051	-116125.61	7.708
23661	C16H37BO4	[M - H2O + H]+	1.0	92.211	23	0.149	6300_CARA_HILIC_pos_SIRIUS_merge_23661	-62905.365	11.09
6993	C13H26N2O2	[M + H]+	1.0	92.021	16	0.636	2236_CARA_HILIC_pos_SIRIUS_merge_6993	-3.719	8.922
4350	C9H15N3O6	[M + H]+	1.0	90.956	27	0.994	6117_CARA_HILIC_pos_SIRIUS_merge_4350	-0.998	3.693
3826	C33H60O5	[M + H3N + H]+	1.0	89.007	22	0.707	1488_CARA_HILIC_pos_SIRIUS_merge_3826	-1.624	2.516
547	C17H34O3	[M + H3N + H]+	1.0	84.6	43	0.96	2631_CARA_HILIC_pos_SIRIUS_merge_547	-1.711	3.673
1539	C18H35NO3	[M + H]+	1.0	86.325	26	0.903	5940_CARA_HILIC_pos_SIRIUS_merge_1539	-1.815	5.799
377	C23H44O3	[M + H3N + H]+	1.0	89.058	28	0.711	565_CARA_HILIC_pos_SIRIUS_merge_377	-5.36	5.007
7088	C19H34N2O5	[M + H]+	1.0	91.53	38	0.808	3061_CARA_HILIC_pos_SIRIUS_merge_7088	-5.518	5.706
27716	C6H11FO6	[M - H2O + H]+	1.0	91.491	14	0.791	6402_CARA_HILIC_pos_SIRIUS_merge_27716	-99472.431	13.289
16947	C16H33NO3	[M - H2O + H]+	1.0	90.372	18	0.892	1130_CARA_HILIC_pos_SIRIUS_merge_16947	-66647.673	9.876
1970	C13H24O8	[M + H3N + H]+	1.0	87.721	26	0.992	4967_CARA_HILIC_pos_SIRIUS_merge_1970	-2.892	2.988
11700	C11H27B2N3O6	[M - H2O + H]+	1.0	91.009	24	0.773	4842_CARA_HILIC_pos_SIRIUS_merge_11700	-59985.544	6.888
3278	C36H77NO9	[M - H4O2 + H]+	1.0	90.931	38	0.745	154_CARA_HILIC_pos_SIRIUS_merge_3278	-56941.383	3.819
1629	C10H20O7	[M + H]+	1.0	88.308	11	0.867	1706_CARA_HILIC_pos_SIRIUS_merge_1629	-2.289	3.753
4821	C21H35NO4	[M + H3N + H]+	1.0	90.657	32	0.936	2661_CARA_HILIC_pos_SIRIUS_merge_4821	-2.698	8.109
10428	C18H31B3N6O8	[M - H2O + H]+	1.0	90.635	34	0.594	4412_CARA_HILIC_pos_SIRIUS_merge_10428	-38131.279	5.193
8893	C20H46N6O3	[M - H2O + H]+	1.0	90.581	33	0.193	4209_CARA_HILIC_pos_SIRIUS_merge_8893	-44884.143	6.007
1346	C33H67NO5	[M - H2O + H]+	1.0	90.139	27	0.729	4671_CARA_HILIC_pos_SIRIUS_merge_1346	-33316.079	4.032
6953	C18H31NO4	[M + H3N + H]+	1.0	90.057	33	0.946	1330_CARA_HILIC_pos_SIRIUS_merge_6953	-1.847	3.319
2204	C20H41NO2	[M + H]+	1.0	89.595	21	0.4	760_CARA_HILIC_pos_SIRIUS_merge_2204	-5.501	5.093
5335	C11H24O7	[M + H]+	1.0	87.369	11	0.932	728_CARA_HILIC_pos_SIRIUS_merge_5335	-3.268	5.996
1324	C11H21N5O5	[M - H2O + H]+	1.0	83.944	42	0.983	3599_CARA_HILIC_pos_SIRIUS_merge_1324	-62942.561	2.615
3127	C11H21N5O5	[M + H]+	1.0	89.394	32	1.0	4804_CARA_HILIC_pos_SIRIUS_merge_3127	-2.779	3.372
80	C13H16	[M + H]+	1.0	86.392	12	0.857	2482_CARA_HILIC_pos_SIRIUS_merge_80	-3.91	6.542
1596	C37H75NO3	[M + H]+	1.0	89.047	37	0.788	3320_CARA_HILIC_pos_SIRIUS_merge_1596	-1.84	5.273
27731	C11H9NO3	[M + H3N + H]+	1.0	88.92	12	0.974	4618_CARA_HILIC_pos_SIRIUS_merge_27731	-3.477	5.089
8254	C17H37NO3	[M + Na]+	1.0	88.875	24	0.669	2409_CARA_HILIC_pos_SIRIUS_merge_8254	5.012	7.072
3005	C8H14N2O6	[M - H2O + H]+	1.0	84.737	26	0.987	1994_CARA_HILIC_pos_SIRIUS_merge_3005	-82959.687	4.826
